setting,shape,seed,method,half,cells,lo_ratio,cov,seconds
n510,laplace,301031,Oracle,1.824294338812132,10,0.9272234489259568,0.9242215854765884,
n510,laplace,301031,Oracle04,1.851525623269732,10,0.9272234489259568,0.9270843982805336,
n510,laplace,301031,Plug,1.803682856367536,10,0.9272234489259568,0.9219802093110876,
n510,laplace,301031,Dlow,1.8815614554464728,10,0.9272234489259568,0.9301167809046758,
n510,laplace,301031,S,1.8853208227419371,10,0.9272234489259568,0.930487332507872,
n510,laplace,301029,CP_PAC,2.397151460920271,14,0.8465974929225165,0.9662941581201248,
n510,laplace,301029,Oracle,2.137564949477338,14,0.8465974929225165,0.9513436688440488,
n510,laplace,301029,Oracle04,2.166185250197919,14,0.8465974929225165,0.9532737212968992,
n510,laplace,301029,Plug,2.1513727347003235,14,0.8465974929225165,0.9522845721863452,
n510,laplace,301029,Dlow,2.2128968007065444,14,0.8465974929225165,0.9562607175032254,
n510,laplace,301029,S,2.217318177343876,14,0.8465974929225165,0.9565333559507034,
n510,laplace,301027,CP_PAC,2.627844126712626,17,0.8280580054514449,0.9756769982869512,
n510,laplace,301027,Oracle,2.399887154495924,17,0.8280580054514449,0.966424309203394,
n510,laplace,301027,Oracle04,2.430013881664576,17,0.8280580054514449,0.9678247767917588,
n510,laplace,301027,Plug,2.416005368207633,17,0.8280580054514449,0.9671809965695928,
n510,laplace,301027,Dlow,2.4716116729788333,17,0.8280580054514449,0.9696629866374136,
n510,laplace,301027,S,2.4765499629632446,17,0.8280580054514449,0.969874116069702,
n510,laplace,301032,CP_PAC,2.57362499590233,14,0.9563006906962384,0.9737386072261518,
n510,laplace,301032,Oracle,2.339266233952484,14,0.9563006906962384,0.96341884398195,
n510,laplace,301032,Oracle04,2.3690226537835257,14,0.9563006906962384,0.9649263087485648,
n510,laplace,301032,Plug,2.316494365512656,14,0.9563006906962384,0.9622215992676016,
n510,laplace,301032,Dlow,2.380699334057963,14,0.9563006906962384,0.9655007359189838,
n510,laplace,301032,S,2.3854559808264675,14,0.9563006906962384,0.9657320306920678,
n510,laplace,301030,CP_PAC,2.52308894668411,16,0.8217811475766834,0.971793042383338,
n510,laplace,301030,Oracle,2.28194139190617,16,0.8217811475766834,0.9603296993208232,
n510,laplace,301030,Oracle04,2.311325238740151,16,0.8217811475766834,0.9619444178460936,
n510,laplace,301030,Plug,2.3023131292622327,16,0.8217811475766834,0.9614562936703456,
n510,laplace,301030,Dlow,2.358822138016982,16,0.8217811475766834,0.9644166788812844,
n510,laplace,301030,S,2.363535074060506,16,0.8217811475766834,0.9646530565908764,
n510,laplace,301034,CP_PAC,2.5626192421076306,15,0.8968330770944583,0.97332666461724,
n510,laplace,301034,Oracle,2.326563304417679,15,0.8968330770944583,0.9627557377220312,
n510,laplace,301034,Oracle04,2.356202636308647,15,0.8968330770944583,0.9642846147613507,
n510,laplace,301034,Plug,2.3225757618694485,15,0.8968330770944583,0.9625451151923948,
n510,laplace,301034,Dlow,2.383469984457321,15,0.8968330770944583,0.9656356495995848,
n510,laplace,301034,S,2.3882321669963784,15,0.8968330770944583,0.9658663070911706,
n510,laplace,301033,CP_PAC,2.673886795465245,17,0.874982374093102,0.9772103084531044,
n510,laplace,301033,Oracle,2.450606466739289,17,0.874982374093102,0.9687482811559244,
n510,laplace,301033,Oracle04,2.481008634610693,17,0.874982374093102,0.9700634776116672,
n510,laplace,301033,Plug,2.452903646261293,17,0.874982374093102,0.9688496439531058,
n510,laplace,301033,Dlow,2.510588212354396,17,0.874982374093102,0.971289945870013,
n510,laplace,301033,S,2.515604377619997,17,0.874982374093102,0.971492892259434,
n510,laplace,301035,CP_PAC,2.829361957984408,17,1.000551160991378,0.981708559372838,
n510,laplace,301035,Oracle,2.620772745018977,17,1.000551160991378,0.9754325371503536,
n510,laplace,301035,Oracle04,2.652356848333488,17,1.000551160991378,0.976505737278895,
n510,laplace,301035,Plug,2.590597920977106,17,1.000551160991378,0.9743614631707882,
n510,laplace,301035,Dlow,2.652237880265704,17,1.000551160991378,0.9765017841246372,
n510,laplace,301035,S,2.6575370621329784,17,1.000551160991378,0.97667722564762,
n510,laplace,301037,CP_PAC,2.2322992982719776,12,0.8965094955735018,0.9574445753346832,
n510,laplace,301037,Oracle,1.9407038203038716,12,0.8965094955735018,0.9357240446988248,
n510,laplace,301037,Oracle04,1.9683596812559336,12,0.8965094955735018,0.9381894339135866,
n510,laplace,301037,Plug,1.9342329680362411,12,0.8965094955735018,0.9351331451086542,
n510,laplace,301037,Dlow,2.006488168962822,12,0.8965094955735018,0.9414341069254372,
n510,laplace,301037,S,2.010497140330353,12,0.8965094955735018,0.9417652092111904,
n510,laplace,301038,CP_PAC,2.1247481992553445,10,0.8935762990626388,0.9504537013363652,
n510,laplace,301038,Oracle,1.8070866184587264,10,0.8935762990626388,0.9223548665472528,
n510,laplace,301038,Oracle04,1.8342623224931935,10,0.8935762990626388,0.9252823288634384,
n510,laplace,301038,Plug,1.803543974676284,10,0.8935762990626388,0.9219648840661124,
n510,laplace,301038,Dlow,1.878298813042628,10,0.8935762990626388,0.929793589579924,
n510,laplace,301038,S,1.882051661565552,10,0.8935762990626388,0.9301652110863334,
n510,laplace,301036,CP_PAC,3.0301876044234146,20,0.9444796472333538,0.9862309561620576,
n510,laplace,301036,Oracle,2.8359918253221097,20,0.9444796472333538,0.9818792593077998,
n510,laplace,301036,Oracle04,2.869168422258301,20,0.9444796472333538,0.9827098256502772,
n510,laplace,301036,Plug,2.823023159436039,20,0.9444796472333538,0.9815438501524903,
n510,laplace,301036,Dlow,2.879078825826351,20,0.9444796472333538,0.9829504645613674,
n510,laplace,301036,S,2.884831236807957,20,0.9444796472333538,0.9830886022323128,
n510,laplace,301042,CP_PAC,2.3148228088792564,13,0.8282147635493265,0.9621321878283032,
n510,laplace,301042,Oracle,2.0403753453536773,13,0.8282147635493265,0.9441746094734478,
n510,laplace,301042,Oracle04,2.068499539276586,13,0.8282147635493265,0.9463514105634596,
n510,laplace,301042,Plug,2.06327349188017,13,0.8282147635493265,0.9459534385626932,
n510,laplace,301042,Dlow,2.124999225925469,13,0.8282147635493265,0.9504712874142864,
n510,laplace,301042,S,2.1292449828576743,13,0.8282147635493265,0.9507677869219532,
n510,laplace,301043,CP_PAC,2.304445888302292,12,0.907685283224822,0.9615723731554868,
n510,laplace,301043,Oracle,2.02793499336589,12,0.907685283224822,0.9431837652612356,
n510,laplace,301043,Oracle04,2.0559961956571438,12,0.907685283224822,0.9453943381153168,
n510,laplace,301043,Plug,2.01913269566438,12,0.907685283224822,0.942472077620037,
n510,laplace,301043,Dlow,2.087625887738167,12,0.907685283224822,0.9477830875670994,
n510,laplace,301043,S,2.091796972591553,12,0.907685283224822,0.9480901982556929,
n510,laplace,301040,CP_PAC,2.813069353926016,18,0.9088126181686036,0.9812822092842493,
n510,laplace,301040,Oracle,2.603345221170954,18,0.9088126181686036,0.974819518275634,
n510,laplace,301040,Oracle04,2.634840835029416,18,0.9088126181686036,0.9759164837033312,
n510,laplace,301040,Plug,2.597227811577967,18,0.9088126181686036,0.9746007287345582,
n510,laplace,301040,Dlow,2.654114042351783,18,0.9088126181686036,0.9765640491564704,
n510,laplace,301040,S,2.659416972798391,18,0.9088126181686036,0.9767391491114252,
n510,laplace,301039,CP_PAC,2.923908060790348,21,0.8205073535826541,0.9839978218991094,
n510,laplace,301039,Oracle,2.722784658313739,21,0.8205073535826541,0.9787330061199512,
n510,laplace,301039,Oracle04,2.75513514615502,21,0.8205073535826541,0.9796840602128792,
n510,laplace,301039,Plug,2.7376031952291853,21,0.8205073535826541,0.9791740519444484,
n510,laplace,301039,Dlow,2.788474440236384,21,0.8205073535826541,0.9806197034681016,
n510,laplace,301039,S,2.794045823294068,21,0.8205073535826541,0.980771803262788,
n510,laplace,301045,CP_PAC,2.3880938185885565,13,0.9019516257533776,0.9658596280376022,
n510,laplace,301045,Oracle,2.126532515722537,13,0.9019516257533776,0.9505785690795492,
n510,laplace,301045,Oracle04,2.1550512618913755,13,0.9019516257533776,0.952532153938322,
n510,laplace,301045,Plug,2.119595620311587,13,0.9019516257533776,0.9500913464283962,
n510,laplace,301045,Dlow,2.1858302188030243,13,0.9019516257533776,0.9545540122451348,
n510,laplace,301045,S,2.1901975163017164,13,0.9019516257533776,0.9548338348837652,
n510,laplace,301047,CP_PAC,2.4383487411078777,13,0.911780679877211,0.9682018084232936,
n510,laplace,301047,Oracle,2.185114622648345,13,0.911780679877211,0.9545079973627886,
n510,laplace,301047,Oracle04,2.213971701380857,13,0.911780679877211,0.9563271567860012,
n510,laplace,301047,Plug,2.1761815735557897,13,0.911780679877211,0.9539296404441168,
n510,laplace,301047,Dlow,2.240393221237765,13,0.911780679877211,0.9579289102527128,
n510,laplace,301047,S,2.244869535833029,13,0.911780679877211,0.9581943985869854,
n510,laplace,301046,CP_PAC,2.7199079773861694,17,0.912846669196942,0.9786463106301136,
n510,laplace,301046,Oracle,2.501449793463141,17,0.912846669196942,0.9709164984756128,
n510,laplace,301046,Oracle04,2.532217366846989,17,0.912846669196942,0.9721548407576428,
n510,laplace,301046,Plug,2.4936995262731854,17,0.912846669196942,0.9705959744499302,
n510,laplace,301046,Dlow,2.552267116698564,17,0.912846669196942,0.9729332914003046,
n510,laplace,301046,S,2.557366556581345,17,0.912846669196942,0.9731277861411473,
n510,laplace,301049,CP_PAC,2.5058841763795563,14,0.903471582687042,0.9710983151996232,
n510,laplace,301049,Oracle,2.2623164422333923,14,0.903471582687042,0.9592132740547064,
n510,laplace,301049,Oracle04,2.2915798516411163,14,0.903471582687042,0.9608667701818484,
n510,laplace,301049,Plug,2.25622074439055,14,0.903471582687042,0.9588601473495292,
n510,laplace,301049,Dlow,2.3185733265971447,14,0.903471582687042,0.9623325082319056,
n510,laplace,301049,S,2.3232058453548583,14,0.903471582687042,0.9625784753490076,
n510,laplace,301041,CP_PAC,3.1271252370205898,24,0.844826304963541,0.9879948904193578,
n510,laplace,301041,Oracle,2.938257824965796,24,0.844826304963541,0.984319291275512,
n510,laplace,301041,Oracle04,2.9721776573601963,24,0.844826304963541,0.9850537366394004,
n510,laplace,301041,Plug,2.9458183233279374,24,0.844826304963541,0.9844860587703972,
n510,laplace,301041,Dlow,2.9969069483048845,24,0.844826304963541,0.9855674102358308,
n510,laplace,301041,S,3.00289478034534,24,0.844826304963541,0.9856891104531648,
n510,laplace,301044,CP_PAC,3.245416232362645,21,1.0087304039297496,0.9898442136415356,
n510,laplace,301044,Oracle,3.0619776109554984,21,1.0087304039297496,0.9868362740347024,
n510,laplace,301044,Oracle04,3.0967873581722465,21,1.0087304039297496,0.987468611243676,
n510,laplace,301044,Plug,3.0381514605600493,21,1.0087304039297496,0.9863851612988256,
n510,laplace,301044,Dlow,3.095436026536992,21,1.0087304039297496,0.9874446399653264,
n510,laplace,301044,S,3.101620720068889,21,1.0087304039297496,0.9875539762881532,
n510,laplace,301050,CP_PAC,2.49842018215187,14,0.9143480166277048,0.97079162238126,
n510,laplace,301050,Oracle,2.254008256598083,14,0.9143480166277048,0.9587312220264036,
n510,laplace,301050,Oracle04,2.283244072988172,14,0.9143480166277048,0.96040271541774,
n510,laplace,301050,Plug,2.244270127058561,14,0.9143480166277048,0.9581589452877328,
n510,laplace,301050,Dlow,2.3074611758395367,14,0.9143480166277048,0.9617358896815722,
n510,laplace,301050,S,2.3120714924756984,14,0.9143480166277048,0.9619845590817429,
n510,laplace,301051,CP_PAC,2.5163966857115287,15,0.877476840052866,0.9715248163810772,
n510,laplace,301051,Oracle,2.274452527362373,15,0.877476840052866,0.959907324257682,
n510,laplace,301051,Oracle04,2.303801590270585,15,0.877476840052866,0.9615373429051132,
n510,laplace,301051,Plug,2.276286192166458,15,0.877476840052866,0.9600111576409972,
n510,laplace,301051,Dlow,2.3373823577572,15,0.877476840052866,0.9633212544051312,
n510,laplace,301051,S,2.34205245703422,15,0.877476840052866,0.963562701632018,
n510,laplace,301048,CP_PAC,2.7526431877434443,17,0.9032684822161846,0.9796123372550244,
n510,laplace,301048,Oracle,2.537321611463616,17,0.9032684822161846,0.972355117099603,
n510,laplace,301048,Oracle04,2.5683269682756698,17,0.9032684822161846,0.9735411036460392,
n510,laplace,301048,Plug,2.532057971957608,17,0.9032684822161846,0.972148563238492,
n510,laplace,301048,Dlow,2.589867753811735,17,0.9032684822161846,0.974334974828357,
n510,laplace,301048,S,2.595042319917496,17,0.9032684822161846,0.9745221044459532,
n510,laplace,301056,CP_PAC,2.1014048257973057,10,0.8946595404902643,0.9487907554019026,
n510,laplace,301056,Oracle,1.7774806749981702,10,0.8946595404902643,0.9190349158758472,
n510,laplace,301056,Oracle04,1.8045694175146625,10,0.8946595404902643,0.92207796819744,
n510,laplace,301056,Plug,1.7715789954418912,10,0.8946595404902643,0.9183563343738592,
n510,laplace,301056,Dlow,1.849382421545672,10,0.8946595404902643,0.9268630598432228,
n510,laplace,301056,S,1.853077495003008,10,0.8946595404902643,0.9272442490766164,
n510,laplace,301053,CP_PAC,2.3946716559181094,14,0.851900304521665,0.9661757450991946,
n510,laplace,301053,Oracle,2.13423078771937,14,0.851900304521665,0.9511137019492582,
n510,laplace,301053,Oracle04,2.1628015680154387,14,0.851900304521665,0.9530495885697774,
n510,laplace,301053,Plug,2.1470118917116783,14,0.851900304521665,0.9519893940809632,
n510,laplace,301053,Dlow,2.208095623155739,14,0.851900304521665,0.9559627220351384,
n510,laplace,301053,S,2.212507407021168,14,0.851900304521665,0.9562366242668048,
n510,laplace,301055,CP_PAC,2.418740671554089,14,0.8554205537516196,0.967307705190288,
n510,laplace,301055,Oracle,2.162223599188483,14,0.8554205537516196,0.953011196960466,
n510,laplace,301055,Oracle04,2.19093450149929,14,0.8554205537516196,0.95488088499752,
n510,laplace,301055,Plug,2.1732641705873417,14,0.8554205537516196,0.9537391692779108,
n510,laplace,301055,Dlow,2.234169622244475,14,0.8554205537516196,0.957556987297472,
n510,laplace,301055,S,2.238633502064119,14,0.8554205537516196,0.9578240809651796,
n510,laplace,301054,CP_PAC,2.559553501372533,15,0.9120827441622514,0.9732107683217608,
n510,laplace,301054,Oracle,2.323420400351384,15,0.9120827441622514,0.9625898283119916,
n510,laplace,301054,Oracle04,2.353086344771153,15,0.9120827441622514,0.964126866072388,
n510,laplace,301054,Plug,2.315376184132933,15,0.9120827441622514,0.9621618112362867,
n510,laplace,301054,Dlow,2.376498669766088,15,0.9120827441622514,0.9652951783677712,
n510,laplace,301054,S,2.3812469235905764,15,0.9120827441622514,0.9655274421017546,
n510,laplace,301052,CP_PAC,3.233146598581972,23,0.9058805959797496,0.9896664538566048,
n510,laplace,301052,Oracle,3.049044911287172,23,0.9058805959797496,0.9865932995822924,
n510,laplace,301052,Oracle04,3.083726837384629,23,0.9058805959797496,0.9872350011206974,
n510,laplace,301052,Plug,3.0449821546753166,23,0.9058805959797496,0.9865160482553144,
n510,laplace,301052,Dlow,3.097931665911062,23,0.9058805959797496,0.9874888743337508,
n510,laplace,301052,S,3.104121345740386,23,0.9058805959797496,0.9875979129047074,
n510,laplace,301058,CP_PAC,2.4357365020834605,14,0.8792749316198063,0.9680841202617358,
n510,laplace,301058,Oracle,2.1816609452751576,14,0.8792749316198063,0.9542852601149624,
n510,laplace,301058,Oracle04,2.210447583864541,14,0.8792749316198063,0.956108954384404,
n510,laplace,301058,Plug,2.1838611340114804,14,0.8792749316198063,0.9544272821402032,
n510,laplace,301058,Dlow,2.246283828419048,14,0.8792749316198063,0.9582779308970264,
n510,laplace,301058,S,2.250771912470964,14,0.8792749316198063,0.9585419068031424,
n510,laplace,301057,CP_PAC,2.641679914453761,16,0.8903016981128623,0.9761482946836249,
n510,laplace,301057,Oracle,2.4149428481638964,16,0.8903016981128623,0.9671316446725208,
n510,laplace,301057,Oracle04,2.4451272761394724,16,0.8903016981128623,0.9685051788827956,
n510,laplace,301057,Plug,2.41393409754504,16,0.8903016981128623,0.967084721582712,
n510,laplace,301057,Dlow,2.472000811984972,16,0.8903016981128623,0.9696796772812526,
n510,laplace,301057,S,2.4769398794706703,16,0.8903016981128623,0.9698907236623217,
n510,laplace,301062,CP_PAC,2.295152969482904,11,0.9624516746576158,0.9610640175489428,
n510,laplace,301062,Oracle,2.016837671759846,11,0.9624516746576158,0.9422850585571758,
n510,laplace,301062,Oracle04,2.0448497128939414,11,0.9624516746576158,0.94452674115684,
n510,laplace,301062,Plug,1.9847117093720832,11,0.9624516746576158,0.9396024185338778,
n510,laplace,301062,Dlow,2.0581011903211177,11,0.9624516746576158,0.9455566526476772,
n510,laplace,301062,S,2.0622132847112606,11,0.9624516746576158,0.9458723425642483,
n510,laplace,301060,CP_PAC,2.336049266241605,13,0.8855274235011711,0.963252039618647,
n510,laplace,301060,Oracle,2.065537111645434,13,0.8855274235011711,0.9461261780348784,
n510,laplace,301060,Oracle04,2.0937733623099044,13,0.8855274235011711,0.9482350855027746,
n510,laplace,301060,Plug,2.065530580819116,13,0.8855274235011711,0.9461256804548686,
n510,laplace,301060,Dlow,2.131429721051816,13,0.8855274235011711,0.9509196642728616,
n510,laplace,301060,S,2.135688326138941,13,0.8855274235011711,0.9512143660545817,
n510,laplace,301061,CP_PAC,2.5654383407601893,16,0.8591103829556633,0.9734327943720492,
n510,laplace,301061,Oracle,2.330099268478444,16,0.8591103829556633,0.9629415167989192,
n510,laplace,301061,Oracle04,2.3598027800839385,16,0.8591103829556633,0.9644659929554557,
n510,laplace,301061,Plug,2.3377582103040915,16,0.8591103829556633,0.9633407452898766,
n510,laplace,301061,Dlow,2.3963736614954474,16,0.8591103829556633,0.9662570621551438,
n510,laplace,301061,S,2.4011616256327133,16,0.8591103829556633,0.9664847706643618,
n510,laplace,301065,CP_PAC,2.4099488819614363,14,0.8819066251859204,0.9668986891113208,
n510,laplace,301065,Oracle,2.152168940535105,14,0.8819066251859204,0.9523382697633882,
n510,laplace,301065,Oracle04,2.1808433365874027,14,0.8819066251859204,0.954232370810696,
n510,laplace,301065,Plug,2.1537794805027004,14,0.8819066251859204,0.952446702849387,
n510,laplace,301065,Dlow,2.2168245361116488,14,0.8819066251859204,0.9565030006780124,
n510,laplace,301065,S,2.221253760379992,14,0.8819066251859204,0.9567746086385958,
n510,laplace,301059,CP_PAC,2.837403357464164,18,0.9109597767842054,0.9819153959933372,
n510,laplace,301059,Oracle,2.6295572754940144,18,0.9109597767842054,0.9757358557123514,
n510,laplace,301059,Oracle04,2.6612167170046384,18,0.9109597767842054,0.9767982778764634,
n510,laplace,301059,Plug,2.623398623755788,18,0.9109597767842054,0.9755236005446144,
n510,laplace,301059,Dlow,2.679673313650336,18,0.9109597767842054,0.9773960439800856,
n510,laplace,301059,S,2.68502731162298,18,0.9109597767842054,0.9775665479590194,
n510,laplace,301064,CP_PAC,2.6016108386143424,17,0.8116372280480078,0.9747576801020568,
n510,laplace,301064,Oracle,2.370435519705319,17,0.8116372280480078,0.96499631931867,
n510,laplace,301064,Oracle04,2.4003572006585987,17,0.8116372280480078,0.9664466210813882,
n510,laplace,301064,Plug,2.3916839528812384,17,0.8116372280480078,0.9660325268074444,
n510,laplace,301064,Dlow,2.4467748802050457,17,0.8116372280480078,0.9685784784026884,
n510,laplace,301064,S,2.451663546178396,17,0.8116372280480078,0.9687949655741592,
n510,laplace,301066,CP_PAC,2.504676836513633,14,0.9160036239004264,0.9710489252575109,
n510,laplace,301066,Oracle,2.261107610502103,14,0.9160036239004264,0.9591434876266064,
n510,laplace,301066,Oracle04,2.2903755382497017,14,0.9160036239004264,0.9608000633837844,
n510,laplace,301066,Plug,2.2500051537863763,14,0.9160036239004264,0.9584969269003888,
n510,laplace,301066,Dlow,2.3140020010957527,14,0.9160036239004264,0.9620882054442396,
n510,laplace,301066,S,2.3186253863268744,14,0.9160036239004264,0.962335281345258,
n510,laplace,301063,CP_PAC,3.219673074825115,23,0.9287043634292996,0.989467666040542,
n510,laplace,301063,Oracle,3.035014590544957,23,0.9287043634292996,0.9863246289275986,
n510,laplace,301063,Oracle04,3.0696030326193515,23,0.9287043634292996,0.9869774686351008,
n510,laplace,301063,Plug,3.0266561826220983,23,0.9287043634292996,0.9861620190161532,
n510,laplace,301063,Dlow,3.0805542314023304,23,0.9287043634292996,0.9871775991813224,
n510,laplace,301063,S,3.0867091910481697,23,0.9287043634292996,0.9872887264870014,
n510,laplace,301068,CP_PAC,2.166384467191244,11,0.8635941563487667,0.9532868838882258,
n510,laplace,301068,Oracle,1.8595205549577043,11,0.8635941563487667,0.927904178336476,
n510,laplace,301068,Oracle04,1.886882633515787,11,0.8635941563487667,0.9306406980642724,
n510,laplace,301068,Plug,1.8702425195743648,11,0.8635941563487667,0.928989131494156,
n510,laplace,301068,Dlow,1.9401930145648536,11,0.8635941563487667,0.9356775957189862,
n510,laplace,301068,S,1.9440695279493785,11,0.8635941563487667,0.93602926031715,
n510,laplace,301069,CP_PAC,2.4110297987238987,13,0.9309697781505908,0.9669492506804704,
n510,laplace,301069,Oracle,2.1531373948749075,13,0.9309697781505908,0.9524035026475468,
n510,laplace,301069,Oracle04,2.181785790387022,13,0.9309697781505908,0.9542933306895433,
n510,laplace,301069,Plug,2.136375582512924,13,0.9309697781505908,0.9512617591082932,
n510,laplace,301069,Dlow,2.203186977872549,13,0.9309697781505908,0.9556559573271504,
n510,laplace,301069,S,2.207588954245116,13,0.9309697781505908,0.9559311563424177,
n510,laplace,301070,CP_PAC,2.4551258341129296,15,0.836072317681168,0.9689473849002528,
n510,laplace,301070,Oracle,2.204657607211736,15,0.836072317681168,0.955748087517022,
n510,laplace,301070,Oracle04,2.2336299627572505,15,0.836072317681168,0.9575245826908474,
n510,laplace,301070,Plug,2.2199850463202773,15,0.836072317681168,0.95669698261222,
n510,laplace,301070,Dlow,2.2805544003788465,15,0.836072317681168,0.960251809572138,
n510,laplace,301070,S,2.285110957170279,15,0.836072317681168,0.9605071212112626,
n510,laplace,301071,CP_PAC,2.176630354761821,12,0.7987403309714943,0.9539588707561044,
n510,laplace,301071,Oracle,1.8720599853921216,12,0.7987403309714943,0.9291714152897356,
n510,laplace,301071,Oracle04,1.89944398117067,12,0.7987403309714943,0.9318619468948536,
n510,laplace,301071,Plug,1.911334489326891,12,0.7987403309714943,0.9329981573035676,
n510,laplace,301071,Dlow,1.9752925698812367,12,0.7987403309714943,0.938792499634474,
n510,laplace,301071,S,1.979239212317332,12,0.7987403309714943,0.9391331712908608,
n510,laplace,301067,CP_PAC,3.007477436818633,21,0.8521131302088604,0.9857815573612504,
n510,laplace,301067,Oracle,2.811573862170444,21,0.8521131302088604,0.981242580299762,
n510,laplace,301067,Oracle04,2.844517315498365,21,0.8521131302088604,0.982096426800676,
n510,laplace,301067,Plug,2.8190546758220947,21,0.8521131302088604,0.9814399778021304,
n510,laplace,301067,Dlow,2.870555451175389,21,0.8521131302088604,0.982743708038106,
n510,laplace,301067,S,2.876290832420433,21,0.8521131302088604,0.9828831086458718,
n510,laplace,301072,CP_PAC,2.5059625568766584,15,0.8778380709831526,0.9711015186802496,
n510,laplace,301072,Oracle,2.262460293093705,15,0.8778380709831526,0.9592215706925172,
n510,laplace,301072,Oracle04,2.291732482781454,15,0.8778380709831526,0.9608752162964354,
n510,laplace,301072,Plug,2.264870732451297,15,0.8778380709831526,0.9593603426401908,
n510,laplace,301072,Dlow,2.3255562094812543,15,0.8778380709831526,0.9627026548888142,
n510,laplace,301072,S,2.330202680066832,15,0.8778380709831526,0.962946936060195,
n510,laplace,301075,CP_PAC,2.2015756515925298,11,0.951053299225174,0.9555547926984382,
n510,laplace,301075,Oracle,1.903037292799685,11,0.951053299225174,0.9322073264208436,
n510,laplace,301075,Oracle04,1.930553394532809,11,0.951053299225174,0.9347947175026668,
n510,laplace,301075,Plug,1.873060452708256,11,0.951053299225174,0.9292715579829978,
n510,laplace,301075,Dlow,1.949554170606704,11,0.951053299225174,0.9365235271890956,
n510,laplace,301075,S,1.9534493876183516,11,0.951053299225174,0.936872236705308,
n510,laplace,301073,CP_PAC,2.7619647821885844,18,0.8813754996835407,0.9798793384438732,
n510,laplace,301073,Oracle,2.547350274947363,18,0.8813754996835407,0.9727444281426596,
n510,laplace,301073,Oracle04,2.578402894153692,18,0.8813754996835407,0.9739154564748044,
n510,laplace,301073,Plug,2.548556838603369,18,0.8813754996835407,0.9727908957233442,
n510,laplace,301073,Dlow,2.6044036084692475,18,0.8813754996835407,0.9748571798671836,
n510,laplace,301073,S,2.609607217270612,18,0.8813754996835407,0.9750415270971844,
n510,laplace,301074,CP_PAC,2.7254351627341302,17,0.9034600483058892,0.9788125736617256,
n510,laplace,301074,Oracle,2.507520328125844,17,0.9034600483058892,0.9711651125729768,
n510,laplace,301074,Oracle04,2.5383221675631478,17,0.9034600483058892,0.9723942069464804,
n510,laplace,301074,Plug,2.502291108124074,17,0.9034600483058892,0.970951081407676,
n510,laplace,301074,Dlow,2.560349621065773,17,0.9034600483058892,0.9732409128966348,
n510,laplace,301074,S,2.565465209824529,17,0.9034600483058892,0.9734338038693616,
n510,laplace,301077,CP_PAC,2.6817304651020937,16,0.9209637018045272,0.9774617090083022,
n510,laplace,301077,Oracle,2.459740618615028,16,0.9209637018045272,0.9691493834298917,
n510,laplace,301077,Oracle04,2.4902696552651498,16,0.9209637018045272,0.9704530016935063,
n510,laplace,301077,Plug,2.4490216421011013,16,0.9209637018045272,0.9686781587353188,
n510,laplace,301077,Dlow,2.509126043695206,16,0.9209637018045272,0.9712305172591962,
n510,laplace,301077,S,2.514139287541992,16,0.9209637018045272,0.97143376571771,
n510,laplace,301079,CP_PAC,2.077063579984454,10,0.8941577047253086,0.9469972502513176,
n510,laplace,301079,Oracle,1.7465479677401974,10,0.8941577047253086,0.9154144493717208,
n510,laplace,301079,Oracle04,1.7735825835655217,10,0.8941577047253086,0.9185873443845352,
n510,laplace,301079,Plug,1.7419556784630987,10,0.8941577047253086,0.9148633226899588,
n510,laplace,301079,Dlow,1.8198911098968744,10,0.8941577047253086,0.923748232974513,
n510,laplace,301079,S,1.823527259595865,10,0.8941577047253086,0.9241393353994728,
n510,laplace,301078,CP_PAC,2.518978818131617,15,0.8705809846748881,0.971628609205271,
n510,laplace,301078,Oracle,2.277356866372621,15,0.8705809846748881,0.9600716614080392,
n510,laplace,301078,Oracle04,2.3067159677400846,15,0.8705809846748881,0.9616955425139816,
n510,laplace,301078,Plug,2.281350815797644,15,0.8705809846748881,0.9602965528161832,
n510,laplace,301078,Dlow,2.3420119758660096,15,0.8705809846748881,0.9635606155727888,
n510,laplace,301078,S,2.346691325138483,15,0.8705809846748881,0.9638009606832592,
n510,laplace,301076,CP_PAC,2.728370689417514,18,0.8435948460029659,0.9789003501232232,
n510,laplace,301076,Oracle,2.510803849904044,18,0.8435948460029659,0.9712986998828336,
n510,laplace,301076,Oracle04,2.5416472696112344,18,0.8435948460029659,0.9725237158093784,
n510,laplace,301076,Plug,2.5225341046743157,18,0.8435948460029659,0.9717709006824796,
n510,laplace,301076,Dlow,2.5763993009666266,18,0.8435948460029659,0.9738414408824796,
n510,laplace,301076,S,2.5815469570498637,18,0.8435948460029659,0.9740311807058428,
n510,laplace,301082,CP_PAC,2.2334448718747604,11,0.9046772724243596,0.9575134629537452,
n510,laplace,301082,Oracle,1.9418674685652428,11,0.9046772724243596,0.9358297332547894,
n510,laplace,301082,Oracle04,1.9695086189357127,11,0.9046772724243596,0.938289784845268,
n510,laplace,301082,Plug,1.9331952774823928,11,0.9046772724243596,0.9350378820747576,
n510,laplace,301082,Dlow,2.004669521929946,11,0.9046772724243596,0.9412832841948796,
n510,laplace,301082,S,2.0086748596334494,11,0.9046772724243596,0.9416149391299298,
n510,laplace,301080,CP_PAC,2.6929745357787613,17,0.8573902540266966,0.9778172675787312,
