setting,shape,seed,method,half,cells,lo_ratio,cov,seconds
n23,laplace,291080,S,2.5411558738604927,25,0.7349012424803196,0.9725046148444608,
n23,laplace,291086,CP_PAC,2.1505806188554715,13,0.8855969303501445,0.9522310904133704,
n23,laplace,291086,Oracle,1.840231779816265,13,0.8855969303501445,0.9259104469371358,
n23,laplace,291086,Oracle04,1.867570911570424,13,0.8855969303501445,0.9287203290289175,
n23,laplace,291086,Plug,1.7801025686717715,13,0.8855969303501445,0.9193345718424966,
n23,laplace,291086,Dlow,1.9135350184814175,13,0.8855969303501445,0.9332063441471404,
n23,laplace,291086,S,1.917358269083402,13,0.8855969303501445,0.9335665157056772,
n23,laplace,291087,CP_PAC,2.060290450416368,14,0.7247724810691252,0.9457249530080778,
n23,laplace,291087,Oracle,1.7250861730071063,14,0.7247724810691252,0.9128077878383972,
n23,laplace,291087,Oracle04,1.7520920815847465,14,0.7247724810691252,0.916075054399128,
n23,laplace,291087,Plug,1.758592519752591,14,0.7247724810691252,0.9168430416153172,
n23,laplace,291087,Dlow,1.86715094839992,14,0.7247724810691252,0.9286779822029734,
n23,laplace,291087,S,1.8708815234448075,14,0.7247724810691252,0.929053274172785,
n23,laplace,291081,CP_PAC,2.838517602090405,26,0.7850666418227067,0.9819438709071572,
n23,laplace,291081,Oracle,2.631429673189725,26,0.7850666418227067,0.9758000214517516,
n23,laplace,291081,Oracle04,2.663189214024744,26,0.7850666418227067,0.9768629096355615,
n23,laplace,291081,Plug,2.6303990252074025,26,0.7850666418227067,0.9757647229006724,
n23,laplace,291081,Dlow,2.7053736270436697,26,0.7850666418227067,0.9782028505007496,
n23,laplace,291081,S,2.7107789743450192,26,0.7850666418227067,0.978368839543108,
n23,laplace,291085,CP_PAC,2.4387961359704624,20,0.7531242327886282,0.9682219211534906,
n23,laplace,291085,Oracle,2.186208517375733,20,0.7531242327886282,0.954578319117481,
n23,laplace,291085,Oracle04,2.215116454032368,20,0.7531242327886282,0.9563978026311232,
n23,laplace,291085,Plug,2.195731930969301,20,0.7531242327886282,0.9551859635990652,
n23,laplace,291085,Dlow,2.284527179218601,20,0.7531242327886282,0.9604745029531738,
n23,laplace,291085,S,2.289091673638007,20,0.7531242327886282,0.9607288250233146,
n23,laplace,291088,CP_PAC,2.0289158234542577,16,0.6444038610980143,0.9432625206094868,
n23,laplace,291088,Oracle,1.6840796151274078,16,0.6444038610980143,0.9076018416517608,
n23,laplace,291088,Oracle04,1.7109945234707502,16,0.6444038610980143,0.911052739205818,
n23,laplace,291088,Plug,1.7654814821405724,16,0.6444038610980143,0.9176492616303886,
n23,laplace,291088,Dlow,1.8600188588699933,16,0.6444038610980143,0.9279549669519735,
n23,laplace,291088,S,1.863735183971543,16,0.6444038610980143,0.9283326191228432,
n23,laplace,291084,CP_PAC,2.935395484087674,30,0.7406519004712089,0.9842556877280972,
n23,laplace,291084,Oracle,2.735549954445226,30,0.7406519004712089,0.9791134913194688,
n23,laplace,291084,Oracle04,2.7680567131924394,30,0.7406519004712089,0.9800519392366314,
n23,laplace,291084,Plug,2.745980284016769,30,0.7406519004712089,0.9794193210770216,
n23,laplace,291084,Dlow,2.8140854520440555,30,0.7406519004712089,0.9813090870542404,
n23,laplace,291084,S,2.819708006005519,30,0.7406519004712089,0.9814571183853308,
n23,laplace,291090,CP_PAC,2.217508124399268,16,0.7364120543359802,0.956545030640338,
n23,laplace,291090,Oracle,1.9231575446274465,16,0.7364120543359802,0.9341091360536082,
n23,laplace,291090,Oracle04,1.9508010204503117,16,0.7364120543359802,0.9366353573879836,
n23,laplace,291090,Plug,1.9465638203095577,16,0.7364120543359802,0.9362545171498446,
n23,laplace,291090,Dlow,2.0435130841601925,16,0.7364120543359802,0.94442178207957,
n23,laplace,291090,S,2.0475960314560187,16,0.7364120543359802,0.9447417748375726,
n23,laplace,291093,CP_PAC,2.227243063106665,14,0.8685830580926103,0.957139188121481,
n23,laplace,291093,Oracle,1.935159627887283,14,0.8685830580926103,0.9352180971163068,
n23,laplace,291093,Oracle04,1.9628535112623229,14,0.8685830580926103,0.9377062423584452,
n23,laplace,291093,Plug,1.8871158259300131,14,0.8685830580926103,0.9306635678723668,
n23,laplace,291093,Dlow,2.0110785407027314,14,0.8685830580926103,0.9418130715913018,
n23,laplace,291093,S,2.015096683651316,14,0.8685830580926103,0.9421427818464708,
n23,laplace,291092,CP_PAC,2.579498580619197,17,0.9718161089550148,0.9739558440799988,
n23,laplace,291092,Oracle,2.346315346785321,17,0.9718161089550148,0.963781708040634,
n23,laplace,291092,Oracle04,2.37616093332832,17,0.9718161089550148,0.9652785982941984,
n23,laplace,291092,Plug,2.2739791046054783,17,0.9718161089550148,0.9598804723860545,
n23,laplace,291092,Dlow,2.3836890760182365,17,0.9718161089550148,0.9656462954781112,
n23,laplace,291092,S,2.3884516963031066,17,0.9718161089550148,0.9658769026377882,
n23,laplace,291089,CP_PAC,2.655278265454037,26,0.678063278789316,0.9766026037664364,
n23,laplace,291089,Oracle,2.430863225800038,26,0.678063278789316,0.9678634009882234,
n23,laplace,291089,Oracle04,2.46124976630782,26,0.678063278789316,0.9692151563652736,
n23,laplace,291089,Plug,2.464177283852985,26,0.678063278789316,0.9693423463009514,
n23,laplace,291089,Dlow,2.532383579609866,26,0.678063278789316,0.97216138528113,
n23,laplace,291089,S,2.537443292106208,26,0.678063278789316,0.9723598738885242,
n23,laplace,291094,CP_PAC,2.6366891113839306,21,0.8353499680950034,0.9759793523820524,
n23,laplace,291094,Oracle,2.410451691969806,21,0.8353499680950034,0.9669222184491142,
n23,laplace,291094,Oracle04,2.4407210566331705,21,0.8353499680950034,0.9683083113527556,
n23,laplace,291094,Plug,2.3892985407367533,21,0.8353499680950034,0.965917744642086,
n23,laplace,291094,Dlow,2.4802588956901617,21,0.8353499680950034,0.9700317193543936,
n23,laplace,291094,S,2.485214462860053,21,0.8353499680950034,0.9702410097326826,
n23,laplace,291097,CP_PAC,2.141952411009541,14,0.7759415790281415,0.95164463732619,
n23,laplace,291097,Oracle,1.8294606069765755,14,0.7759415790281415,0.924773220587815,
n23,laplace,291097,Oracle04,1.856766771041074,14,0.7759415790281415,0.927622858151846,
n23,laplace,291097,Plug,1.829936087612454,14,0.7759415790281415,0.924823788415055,
n23,laplace,291097,Dlow,1.943888827937448,14,0.7759415790281415,0.9360129106075096,
n23,laplace,291097,S,1.9477727255718376,14,0.7759415790281415,0.9363634065205756,
n23,laplace,291095,CP_PAC,2.4759826940965195,19,0.8105446903042348,0.9698499382039972,
n23,laplace,291095,Oracle,2.228880742412114,19,0.8105446903042348,0.9572383401103656,
n23,laplace,291095,Oracle04,2.2580228889985823,19,0.8105446903042348,0.9589648635941076,
n23,laplace,291095,Plug,2.2178218420803386,19,0.8105446903042348,0.9565643057609908,
n23,laplace,291095,Dlow,2.31058789420667,19,0.8105446903042348,0.9619047142096666,
n23,laplace,291095,S,2.3152044580386053,19,0.8105446903042348,0.9621526208372844,
n23,laplace,291091,CP_PAC,2.954642355215541,28,0.788269122737393,0.9846784552990338,
n23,laplace,291091,Oracle,2.7560821811432783,28,0.788269122737393,0.979711251335865,
n23,laplace,291091,Oracle04,2.788736149084033,28,0.788269122737393,0.980626875025099,
n23,laplace,291091,Plug,2.754891216035119,28,0.788269122737393,0.9796770506287044,
n23,laplace,291091,Dlow,2.826452331055185,28,0.788269122737393,0.9816331380668566,
n23,laplace,291091,S,2.832099594090257,28,0.788269122737393,0.9817792396417336,
n23,laplace,291099,CP_PAC,2.2572665444404456,15,0.8369095695349472,0.9589209475862353,
n23,laplace,291099,Oracle,1.9716570140290344,15,0.8369095695349472,0.9384769938011628,
n23,laplace,291099,Oracle04,1.9995019875310072,15,0.8369095695349472,0.9408526108352416,
n23,laplace,291099,Plug,1.94235957256226,15,0.8369095695349472,0.935874376383366,
n23,laplace,291099,Dlow,2.0567396956171,15,0.8369095695349472,0.945451724031493,
n23,laplace,291099,S,2.0608490697353914,15,0.8369095695349472,0.9457678137436883,
n23,laplace,291096,CP_PAC,2.6549834463556765,25,0.7106314574536879,0.9765928464883828,
n23,laplace,291096,Oracle,2.430605241351663,25,0.7106314574536879,0.9678516739682148,
n23,laplace,291096,Oracle04,2.4609919139861014,25,0.7106314574536879,0.969203928370987,
n23,laplace,291096,Plug,2.452803253205927,25,0.7106314574536879,0.9688452209981656,
n23,laplace,291096,Dlow,2.525859644893833,25,0.7106314574536879,0.9719033511134292,
n23,laplace,291096,S,2.530906322542582,25,0.7106314574536879,0.9721031652506698,
n23,trunc_laplace,292000,CP_PAC,2.583287588726129,20,0.8333864365379193,0.9992432093546008,
n23,trunc_laplace,292000,Oracle,2.3505990256611007,20,0.8333864365379193,0.9793501474748174,
n23,trunc_laplace,292000,Oracle04,2.380472466616216,20,0.8333864365379193,0.9821821956783818,
n23,trunc_laplace,292000,Plug,2.331662859769534,20,0.8333864365379193,0.97750873080199,
n23,trunc_laplace,292000,Dlow,2.422528089420651,20,0.8333864365379193,0.9860224954493276,
n23,trunc_laplace,292000,S,2.427368310209268,20,0.8333864365379193,0.9864537663843094,
n23,laplace,291098,CP_PAC,2.93209134848548,23,0.9287766611102404,0.9841819462860946,
n23,laplace,291098,Oracle,2.732073821898358,23,0.9287766611102404,0.9790105605762972,
n23,laplace,291098,Oracle04,2.76456179977198,23,0.9287766611102404,0.9799531008140308,
n23,laplace,291098,Plug,2.690687459639846,23,0.9287766611102404,0.9777454032795474,
n23,laplace,291098,Dlow,2.7782211541839827,23,0.9287766611102404,0.9803366353209988,
n23,laplace,291098,S,2.783772051135222,23,0.9287766611102404,0.98049039146273,
n23,trunc_laplace,292004,CP_PAC,2.1181508669382163,14,0.7936806910986128,0.9540220994011448,
n23,trunc_laplace,292004,Oracle,1.7993288044286533,14,0.7936806910986128,0.907611187368597,
n23,trunc_laplace,292004,Oracle04,1.8265370647167496,14,0.7936806910986128,0.9122014432047484,
n23,trunc_laplace,292004,Plug,1.7923039498962914,14,0.7936806910986128,0.9064047258185636,
n23,trunc_laplace,292004,Dlow,1.9095147764797569,14,0.7936806910986128,0.9254223715770716,
n23,trunc_laplace,292004,S,1.9133299946221805,14,0.7936806910986128,0.9260031713496,
n23,trunc_laplace,292003,CP_PAC,2.455169621884038,17,0.8968294090771676,0.9888891754052596,
n23,trunc_laplace,292003,Oracle,2.2049885855146005,17,0.8968294090771676,0.964209169751215,
n23,trunc_laplace,292003,Oracle04,2.233995514857865,17,0.8968294090771676,0.9674115472383362,
n23,trunc_laplace,292003,Plug,2.156692751322117,17,0.8968294090771676,0.958657565563684,
n23,trunc_laplace,292003,Dlow,2.2642200163021675,17,0.8968294090771676,0.9706468557503044,
n23,trunc_laplace,292003,S,2.2687439369290403,17,0.8968294090771676,0.971122391969088,
n23,trunc_laplace,292001,CP_PAC,2.653489876184727,23,0.782204479598479,1.0,
n23,trunc_laplace,292001,Oracle,2.42897479375609,23,0.782204479598479,0.986596425898906,
n23,trunc_laplace,292001,Oracle04,2.459352647998509,23,0.782204479598479,0.989249536610056,
n23,trunc_laplace,292001,Plug,2.4279573464048934,23,0.782204479598479,0.9865061019406812,
n23,trunc_laplace,292001,Dlow,2.5097528349890275,23,0.782204479598479,0.9934700611699973,
n23,trunc_laplace,292001,S,2.51476733116732,23,0.782204479598479,0.9938779679451112,
n23,trunc_laplace,292008,CP_PAC,2.173644702744597,15,0.7714057292920848,0.9606381232582272,
n23,trunc_laplace,292008,Oracle,1.869064153536621,15,0.7714057292920848,0.919120200302493,
n23,trunc_laplace,292008,Oracle04,1.896504462502378,15,0.7714057292920848,0.923424310370384,
n23,trunc_laplace,292008,Plug,1.8728815779269985,15,0.7714057292920848,0.9197263791085528,
n23,trunc_laplace,292008,Dlow,1.9821282923490129,15,0.7714057292920848,0.9360894517762104,
n23,trunc_laplace,292008,S,1.986088592585873,15,0.7714057292920848,0.9366483196140044,
n23,trunc_laplace,292005,CP_PAC,2.5591901357146405,24,0.6853640408714399,0.9973998972394568,
n23,trunc_laplace,292005,Oracle,2.323476764494306,24,0.6853640408714399,0.9767013579592227,
n23,trunc_laplace,292005,Oracle04,2.353181521479508,24,0.6853640408714399,0.9795984715620144,
n23,trunc_laplace,292005,Plug,2.3564797070539703,24,0.6853640408714399,0.9799146428625168,
n23,trunc_laplace,292005,Dlow,2.4295359608998592,24,0.6853640408714399,0.9866462025515752,
n23,trunc_laplace,292005,S,2.4343901834436537,24,0.6853640408714399,0.9870755679414172,
n23,trunc_laplace,292009,CP_PAC,2.432146423225207,17,0.8375919848435942,0.9868773731791612,
n23,trunc_laplace,292009,Oracle,2.1783785499149646,17,0.8375919848435942,0.9611849693179382,
n23,trunc_laplace,292009,Oracle04,2.207238315642008,17,0.8375919848435942,0.9644610215761812,
n23,trunc_laplace,292009,Plug,2.1564088946845623,17,0.8375919848435942,0.9586241025520724,
n23,trunc_laplace,292009,Dlow,2.254810497511116,17,0.8375919848435942,0.9696505486296596,
n23,trunc_laplace,292009,S,2.2593156178819,17,0.8375919848435942,0.9701287840056644,
n23,trunc_laplace,292006,CP_PAC,2.4938569074375883,20,0.7740463309653907,0.9921628068729592,
n23,trunc_laplace,292006,Oracle,2.249422508858487,20,0.7740463309653907,0.969075634628997,
n23,trunc_laplace,292006,Oracle04,2.278687735740936,20,0.7740463309653907,0.9721597904980808,
n23,trunc_laplace,292006,Plug,2.25093022332818,20,0.7740463309653907,0.9692368378265188,
n23,trunc_laplace,292006,Dlow,2.3393708262629747,20,0.7740463309653907,0.978262671318342,
n23,trunc_laplace,292006,S,2.344044898508004,20,0.7740463309653907,0.9787169135135688,
n23,trunc_laplace,292002,CP_PAC,2.8527829565178147,30,0.6963319958092212,1.0,
n23,trunc_laplace,292002,Oracle,2.646791329783018,30,0.6963319958092212,1.0,
n23,trunc_laplace,292002,Oracle04,2.6786574139292263,30,0.6963319958092212,1.0,
n23,trunc_laplace,292002,Plug,2.670093329429158,30,0.6963319958092212,1.0,
n23,trunc_laplace,292002,Dlow,2.7353827785234874,30,0.6963319958092212,1.0,
n23,trunc_laplace,292002,S,2.740848084229231,30,0.6963319958092212,1.0,
n23,trunc_laplace,292007,CP_PAC,2.374488390916208,22,0.6446798350686396,0.9816219419171536,
n23,trunc_laplace,292007,Oracle,2.111264995535288,22,0.6446798350686396,0.953174129895768,
n23,trunc_laplace,292007,Oracle04,2.13976835524231,22,0.6446798350686396,0.95664498261105,
n23,trunc_laplace,292007,Plug,2.166148265769365,22,0.6446798350686396,0.9597666049523768,
n23,trunc_laplace,292007,Dlow,2.241488360244167,22,0.6446798350686396,0.9682231341907674,
n23,trunc_laplace,292007,S,2.245966862931536,22,0.6446798350686396,0.9687052029211838,
n23,trunc_laplace,292011,CP_PAC,2.545971175718362,19,0.857335892791741,0.996368872660593,
n23,trunc_laplace,292011,Oracle,2.3085872798207245,19,0.857335892791741,0.9752150576722708,
n23,trunc_laplace,292011,Oracle04,2.3382026700803764,19,0.857335892791741,0.978148799619922,
n23,trunc_laplace,292011,Plug,2.2792479231636205,19,0.857335892791741,0.972217913175298,
n23,trunc_laplace,292011,Dlow,2.375875423534328,19,0.857335892791741,0.9817521131197604,
n23,trunc_laplace,292011,S,2.3806224321103584,19,0.857335892791741,0.9821961911974316,
n23,trunc_laplace,292010,CP_PAC,2.472219298613057,22,0.6946184635534901,0.9903481735768502,
n23,trunc_laplace,292010,Oracle,2.2245481342560978,22,0.6946184635534901,0.9663791728347136,
n23,trunc_laplace,292010,Oracle04,2.2536658609237303,22,0.6946184635534901,0.9695286827320038,
n23,trunc_laplace,292010,Plug,2.257996874487268,22,0.6946184635534901,0.9699890270176326,
n23,trunc_laplace,292010,Dlow,2.3346606471657503,22,0.6946184635534901,0.977802674351326,
n23,trunc_laplace,292010,S,2.3393253084541485,22,0.6946184635534901,0.9782582368461596,
n23,trunc_laplace,292013,CP_PAC,2.5327717258956683,20,0.8018037271873,0.9953250873239532,
n23,trunc_laplace,292013,Oracle,2.2936909513176444,20,0.8018037271873,0.9737047950221293,
n23,trunc_laplace,292013,Oracle04,2.323218829191928,20,0.8018037271873,0.9766758062861408,
n23,trunc_laplace,292013,Plug,2.284764524817016,20,0.8018037271873,0.972788482095724,
n23,trunc_laplace,292013,Dlow,2.3750561579558545,20,0.8018037271873,0.981675248881063,
n23,trunc_laplace,292013,S,2.3798015296359907,20,0.8018037271873,0.9821195537187432,
n23,trunc_laplace,292015,CP_PAC,2.57533679935056,19,0.8612601503917644,0.9986401352849804,
n23,trunc_laplace,292015,Oracle,2.3416100537541458,19,0.8612601503917644,0.9784805633858203,
n23,trunc_laplace,292015,Oracle04,2.3714276384720305,19,0.8612601503917644,0.9813340271130204,
n23,trunc_laplace,292015,Plug,2.314080661731035,19,0.8612601503917644,0.9757661077766064,
n23,trunc_laplace,292015,Dlow,2.407102448888327,19,0.8612601503917644,0.984633430453969,
n23,trunc_laplace,292015,S,2.411911849185612,19,0.8612601503917644,0.9850689128304078,
n23,trunc_laplace,292016,CP_PAC,2.3637933763030303,18,0.7789141373193446,0.9806118791455528,
n23,trunc_laplace,292016,Oracle,2.098651874050172,18,0.7789141373193446,0.9516049868680124,
n23,trunc_laplace,292016,Oracle04,2.127093892602743,18,0.7789141373193446,0.9551143474468048,
n23,trunc_laplace,292016,Plug,2.102019873997632,18,0.7789141373193446,0.9520260072251434,
n23,trunc_laplace,292016,Dlow,2.19487550960762,18,0.7789141373193446,0.963069707415294,
n23,trunc_laplace,292016,S,2.19926087963343,18,0.7789141373193446,0.9635652929414786,
n23,trunc_laplace,292014,CP_PAC,3.0069784068856884,23,0.9736966189237716,1.0,
n23,trunc_laplace,292014,Oracle,2.8118086714015584,23,0.9736966189237716,1.0,
n23,trunc_laplace,292014,Oracle04,2.8448735225158432,23,0.9736966189237716,1.0,
n23,trunc_laplace,292014,Plug,2.761052796113424,23,0.9736966189237716,1.0,
n23,trunc_laplace,292014,Dlow,2.849695800662765,23,0.9736966189237716,1.0,
n23,trunc_laplace,292014,S,2.855389504242856,23,0.9736966189237716,1.0,
n23,trunc_laplace,292017,CP_PAC,2.510538262735732,18,0.8667620759791446,0.9935340931946576,
n23,trunc_laplace,292017,Oracle,2.2683648649511245,18,0.8667620759791446,0.971082631535042,
n23,trunc_laplace,292017,Oracle04,2.2977372553142263,18,0.8667620759791446,0.9741173531814716,
n23,trunc_laplace,292017,Plug,2.234950563587,18,0.8667620759791446,0.9675153463193036,
n23,trunc_laplace,292017,Dlow,2.334281363182955,18,0.8667620759791446,0.9777655349965076,
n23,trunc_laplace,292017,S,2.3389452666604424,18,0.8667620759791446,0.9782212038937874,
n23,trunc_laplace,292012,CP_PAC,2.767670746574833,28,0.6961264115453005,1.0,
n23,trunc_laplace,292012,Oracle,2.5545681371419704,28,0.6961264115453005,0.9970410155111776,
n23,trunc_laplace,292012,Oracle04,2.5857943879779146,28,0.6961264115453005,0.9994323175059784,
n23,trunc_laplace,292012,Plug,2.578211167704637,28,0.6961264115453005,0.9988587359770142,
n23,trunc_laplace,292012,Dlow,2.646891422174001,28,0.6961264115453005,1.0,
n23,trunc_laplace,292012,S,2.6521799217966757,28,0.6961264115453005,1.0,
n23,trunc_laplace,292018,CP_PAC,2.279752007124157,16,0.8064464833905869,0.9722701857728584,
n23,trunc_laplace,292018,Oracle,1.9987457683076129,16,0.8064464833905869,0.9384190681129224,
n23,trunc_laplace,292018,Oracle04,2.02670770892537,16,0.8064464833905869,0.9422490752868318,
n23,trunc_laplace,292018,Plug,1.986686953783172,16,0.8064464833905869,0.9367325583053608,
n23,trunc_laplace,292018,Dlow,2.0922291592328977,16,0.8064464833905869,0.9507979975309316,
n23,trunc_laplace,292018,S,2.096409441441098,16,0.8064464833905869,0.9513238479099386,
n23,trunc_laplace,292019,CP_PAC,2.305124237745571,18,0.7448543438374817,0.9748660481367863,
n23,trunc_laplace,292019,Oracle,2.0291380102941217,18,0.7448543438374817,0.9425767126619038,
n23,trunc_laplace,292019,Oracle04,2.05723863134065,18,0.7448543438374817,0.9463053448811288,
n23,trunc_laplace,292019,Plug,2.0464803801655416,18,0.7448543438374817,0.9448907434945664,
n23,trunc_laplace,292019,Dlow,2.139235783674783,18,0.7448543438374817,0.9565810728974522,
n23,trunc_laplace,292019,S,2.143509985306176,18,0.7448543438374817,0.9570929866453493,
n23,trunc_laplace,292022,CP_PAC,2.257072341695448,17,0.7611229612619526,0.9698909327501624,
n23,trunc_laplace,292022,Oracle,1.9714104390987572,17,0.7611229612619526,0.9345653453466314,
n23,trunc_laplace,292022,Oracle04,1.999253833721186,17,0.7611229612619526,0.9384896599837912,
n23,trunc_laplace,292022,Plug,1.9801416780840613,17,0.7611229612619526,0.9358082349702124,
n23,trunc_laplace,292022,Dlow,2.0805998507690653,17,0.7611229612619526,0.9493229921863392,
n23,trunc_laplace,292022,S,2.084756897572553,17,0.7611229612619526,0.9498523078265796,
n23,trunc_laplace,292023,CP_PAC,2.36200109676017,17,0.8155443174826894,0.98044150689792,
n23,trunc_laplace,292023,Oracle,2.0966055420158662,17,0.8155443174826894,0.9513484597386191,
n23,trunc_laplace,292023,Oracle04,2.125034688821788,17,0.8155443174826894,0.9548637506688058,
n23,trunc_laplace,292023,Plug,2.0806593249841496,17,0.8155443174826894,0.9493305812163784,
n23,trunc_laplace,292023,Dlow,2.1825499090955987,17,0.8155443174826894,0.961664604858616,
n23,trunc_laplace,292023,S,2.1869106525224065,17,0.8155443174826894,0.9621637902373804,
n23,trunc_laplace,292021,CP_PAC,2.5199872186783656,23,0.683870989920495,0.9943003220905622,
n23,trunc_laplace,292021,Oracle,2.2790998411090446,23,0.683870989920495,0.9722025521097506,
n23,trunc_laplace,292021,Oracle04,2.3085356599532805,23,0.683870989920495,0.975209864610328,
n23,trunc_laplace,292021,Plug,2.3140372979008053,23,0.683870989920495,0.9757617702321936,
n23,trunc_laplace,292021,Dlow,2.3881634191872103,23,0.683870989920495,0.9828971379353524,
n23,trunc_laplace,292021,S,2.392934979227585,23,0.683870989920495,0.9833378224720928,
n23,trunc_laplace,292020,CP_PAC,2.9316124157679058,25,0.8567847240748552,1.0,
n23,trunc_laplace,292020,Oracle,2.7315047110223825,25,0.8567847240748552,1.0,
n23,trunc_laplace,292020,Oracle04,2.7639820990716077,25,0.8567847240748552,1.0,
n23,trunc_laplace,292020,Plug,2.711519132140826,25,0.8567847240748552,1.0,
n23,trunc_laplace,292020,Dlow,2.790708846260069,25,0.8567847240748552,1.0,
n23,trunc_laplace,292020,S,2.796284693669903,25,0.8567847240748552,1.0,
n23,trunc_laplace,292025,CP_PAC,2.498762476274932,19,0.8070935247747008,0.9925685473541288,
n23,trunc_laplace,292025,Oracle,2.2549062826649946,19,0.8070935247747008,0.9696607399814792,
n23,trunc_laplace,292025,Oracle04,2.284203264424793,19,0.8070935247747008,0.972730582180497,
n23,trunc_laplace,292025,Plug,2.247325490514982,19,0.8070935247747008,0.9688510017750144,
n23,trunc_laplace,292025,Dlow,2.336458903513824,19,0.8070935247747008,0.977978559152735,
n23,trunc_laplace,292025,S,2.341127157725581,19,0.8070935247747008,0.9784336173483186,
n23,trunc_laplace,292024,CP_PAC,2.585003686619248,20,0.8145149312623906,0.9993727218809974,
n23,trunc_laplace,292024,Oracle,2.352467385886988,20,0.8145149312623906,0.9795298695893976,
n23,trunc_laplace,292024,Oracle04,2.382353315353998,20,0.8145149312623906,0.9823575674015772,
n23,trunc_laplace,292024,Plug,2.342464605601325,20,0.8145149312623906,0.9785635830188356,
n23,trunc_laplace,292024,Dlow,2.428737555797825,20,0.8145149312623906,0.9865753736517264,
n23,trunc_laplace,292024,S,2.43359018312504,20,0.8145149312623906,0.9870049558949824,
n23,trunc_laplace,292026,CP_PAC,2.444328592553405,17,0.8535064025768545,0.987947886762091,
n23,trunc_laplace,292026,Oracle,2.192524579680016,17,0.8535064025768545,0.9628030967464544,
n23,trunc_laplace,292026,Oracle04,2.2214631693755624,17,0.8535064025768545,0.966039850078114,
n23,trunc_laplace,292026,Plug,2.161792485772572,17,0.8535064025768545,0.9592570731534884,
n23,trunc_laplace,292026,Dlow,2.2641264686453786,17,0.8535064025768545,0.9706369987000952,
n23,trunc_laplace,292026,S,2.26865020236366,17,0.8535064025768545,0.9711125617188068,
n23,trunc_laplace,292030,CP_PAC,2.3076280974654133,17,0.7809306639240535,0.9751185163204904,
n23,trunc_laplace,292030,Oracle,2.032123244933989,17,0.7809306639240535,0.9429780275256432,
n23,trunc_laplace,292030,Oracle04,2.0602423476664824,17,0.7809306639240535,0.9466974768002872,
n23,trunc_laplace,292030,Plug,2.0350040868483106,17,0.7809306639240535,0.9433641255238544,
n23,trunc_laplace,292030,Dlow,2.131495350472387,17,0.7809306639240535,0.955648185704444,
n23,trunc_laplace,292030,S,2.135754086687357,17,0.7809306639240535,0.9561623860565064,
n23,trunc_laplace,292031,CP_PAC,2.560231136421248,17,0.9285545059392092,0.9974804887922896,
n23,trunc_laplace,292031,Oracle,2.324632616779839,17,0.9285545059392092,0.976815774997394,
n23,trunc_laplace,292031,Oracle04,2.35434392932488,17,0.9285545059392092,0.9797100266661573,
n23,trunc_laplace,292031,Plug,2.268791716938613,17,0.9285545059392092,0.9711274024450756,
n23,trunc_laplace,292031,Dlow,2.373470874052159,17,0.9285545059392092,0.9815263294642405,
n23,trunc_laplace,292031,S,2.3782130783287303,17,0.9285545059392092,0.9819710732624772,
n23,trunc_laplace,292029,CP_PAC,2.4123921025037665,20,0.7171201369307434,0.9851122790436216,
n23,trunc_laplace,292029,Oracle,2.1555905653849416,20,0.7171201369307434,0.9585275766825508,
n23,trunc_laplace,292029,Oracle04,2.1843303778514653,20,0.7171201369307434,0.9618686939471808,
n23,trunc_laplace,292029,Plug,2.1800395743796592,20,0.7171201369307434,0.9613762090334936,
n23,trunc_laplace,292029,Dlow,2.26476770530813,20,0.7171201369307434,0.9707045460569026,
n23,trunc_laplace,292029,S,2.2692927202198225,20,0.7171201369307434,0.9711799253854488,
n23,trunc_laplace,292028,CP_PAC,2.707503440238331,23,0.8132168162355083,1.0,
n23,trunc_laplace,292028,Oracle,2.4885515647858063,23,0.8132168162355083,0.99172165796702,
n23,trunc_laplace,292028,Oracle04,2.519320494015102,23,0.8132168162355083,0.9942465037452553,
n23,trunc_laplace,292028,Plug,2.479508581071958,23,0.8132168162355083,0.99096406767848,
n23,trunc_laplace,292028,Dlow,2.560987805824093,23,0.8132168162355083,0.9975390132635568,
n23,trunc_laplace,292028,S,2.5661046696785426,23,0.8132168162355083,0.997933566277247,
n23,trunc_laplace,292032,CP_PAC,2.379591288362166,17,0.80648929222274,0.982099915542218,
n23,trunc_laplace,292032,Oracle,2.1171926252986863,17,0.80648929222274,0.9539044599822168,
n23,trunc_laplace,292032,Oracle04,2.145727197293154,17,0.80648929222274,0.9573576406491492,
n23,trunc_laplace,292032,Plug,2.108001277444001,17,0.80648929222274,0.952770082720766,
n23,trunc_laplace,292032,Dlow,2.204763543111607,17,0.80648929222274,0.9641839442699984,
n23,trunc_laplace,292032,S,2.2091686694678123,17,0.80648929222274,0.9646766494018236,
n23,trunc_laplace,292033,CP_PAC,2.422922472388111,17,0.8301623289828736,0.9860577170971868,
n23,trunc_laplace,292033,Oracle,2.1676940409682146,17,0.8301623289828736,0.95994687131319,
n23,trunc_laplace,292033,Oracle04,2.196495530304804,17,0.8301623289828736,0.9632530481403884,
n23,trunc_laplace,292033,Plug,2.148694229213101,17,0.8301623289828736,0.9577108395469732,
n23,trunc_laplace,292033,Dlow,2.246558514346883,17,0.8301623289828736,0.9687687204037424,
n23,trunc_laplace,292033,S,2.2510471472223794,17,0.8301623289828736,0.9692493286135364,
n23,trunc_laplace,292027,CP_PAC,2.726931091022696,28,0.679566595464216,1.0,
