shape,seed,method,k,p_k,half,cov
gamma2_skew,42116,SF_k106,106,0.9187206599719125,2.8933000429356808,0.9839622962980664
gamma2_skew,42116,SF_k107,107,0.9310223909852352,2.670076407969909,0.9789880238746604
gamma2_skew,42116,SF_k108,108,0.9438729148535301,2.486189294595445,0.9737933353959819
gamma2_skew,42116,SF_k109,109,0.957600953042881,2.7032026976390804,0.9798110619977178
gamma2_skew,42116,SF_k110,110,0.9731335699937322,3.9580765454450297,0.9956868485451053
gamma2_skew,42117,SF_k106,106,0.9187206599719125,2.993621613356729,0.9858052151259706
gamma2_skew,42117,SF_k107,107,0.9310223909852352,2.7862524790326244,0.9817392798816875
gamma2_skew,42117,SF_k108,108,0.9438729148535301,2.6646547731858607,0.9788502572927275
gamma2_skew,42117,SF_k109,109,0.957600953042881,2.53248748984022,0.9752076165267668
gamma2_skew,42117,SF_k110,110,0.9731335699937322,2.9700257155725556,0.985391252852585
gamma2_skew,42118,SF_k106,106,0.9187206599719125,3.256420969027082,0.9897084556034333
gamma2_skew,42118,SF_k107,107,0.9310223909852352,3.3037937838709386,0.9902905675616118
gamma2_skew,42118,SF_k108,108,0.9438729148535301,3.7146269181558766,0.9941579036506843
gamma2_skew,42118,SF_k109,109,0.957600953042881,4.370531023313089,0.997429726339566
gamma2_skew,42118,SF_k110,110,0.9731335699937322,4.894690985953736,0.9986763602038917
gamma2_skew,42119,SF_k106,106,0.9187206599719125,3.0635476462748747,0.9869659831553875
gamma2_skew,42119,SF_k107,107,0.9310223909852352,2.8489696945055787,0.983075614943988
gamma2_skew,42119,SF_k108,108,0.9438729148535301,2.740767477772566,0.9807065382436313
gamma2_skew,42119,SF_k109,109,0.957600953042881,2.672654416076549,0.9790532266558993
gamma2_skew,42119,SF_k110,110,0.9731335699937322,3.985337870632286,0.9958313606466153
gamma2_skew,42120,SF_k106,106,0.9187206599719125,3.178870161811462,0.9886811402633114
gamma2_skew,42120,SF_k107,107,0.9310223909852352,3.2364052107150822,0.9894523796517601
gamma2_skew,42120,SF_k108,108,0.9438729148535301,3.339675208107109,0.9907099307723721
gamma2_skew,42120,SF_k109,109,0.957600953042881,3.3365137117455386,0.9906737039268132
gamma2_skew,42120,SF_k110,110,0.9731335699937322,4.012844882355753,0.9959723494561817
gamma2_skew,42121,SF_k106,106,0.9187206599719125,3.1853333538218855,0.9887704501046316
gamma2_skew,42121,SF_k107,107,0.9310223909852352,2.9657989618017657,0.9853158677386886
gamma2_skew,42121,SF_k108,108,0.9438729148535301,3.0077711699180774,0.9860479473772387
gamma2_skew,42121,SF_k109,109,0.957600953042881,3.2805264341540004,0.9900087992030299
gamma2_skew,42121,SF_k110,110,0.9731335699937322,3.0379099140324874,0.9865515634043472
gamma2_skew,42122,SF_k106,106,0.9187206599719125,2.8820007919503063,0.9837406816466799
gamma2_skew,42122,SF_k107,107,0.9310223909852352,3.1044825737178776,0.9876019901497455
gamma2_skew,42122,SF_k108,108,0.9438729148535301,2.956118749106753,0.9851417887114249
gamma2_skew,42122,SF_k109,109,0.957600953042881,3.1189348026337287,0.9878192216961854
gamma2_skew,42122,SF_k110,110,0.9731335699937322,2.92177909954553,0.9845079017693852
gamma2_skew,42123,SF_k106,106,0.9187206599719125,3.108545547564869,0.9876634397436924
gamma2_skew,42123,SF_k107,107,0.9310223909852352,3.1445752308159785,0.9881955195252092
gamma2_skew,42123,SF_k108,108,0.9438729148535301,3.0415298575120637,0.9866108472087377
gamma2_skew,42123,SF_k109,109,0.957600953042881,3.826048199049157,0.9949143213799926
gamma2_skew,42123,SF_k110,110,0.9731335699937322,4.786300481945343,0.9984809227415727
gamma2_skew,42124,SF_k106,106,0.9187206599719125,2.846790840070379,0.983030826434362
gamma2_skew,42124,SF_k107,107,0.9310223909852352,2.675684278531549,0.9791296068284003
gamma2_skew,42124,SF_k108,108,0.9438729148535301,2.8211199256552124,0.982494379510862
gamma2_skew,42124,SF_k109,109,0.957600953042881,2.7626265946525628,0.9812097416416613
gamma2_skew,42124,SF_k110,110,0.9731335699937322,2.745142466745846,0.9808082881180855
gamma2_skew,42125,SF_k106,106,0.9187206599719125,3.340139693016232,0.9907152415893103
gamma2_skew,42125,SF_k107,107,0.9310223909852352,3.4193622927692093,0.9915789202794042
gamma2_skew,42125,SF_k108,108,0.9438729148535301,3.222751641021159,0.9892741394786961
