shape,seed,method,centre,half,cert_tol,cov
gamma2_skew,42040,HetLDC,0.0,2.108313332408035,0.003,0.9589480249211358
gamma2_skew,42040,HetLDC_cert,0.0,2.114638272405259,0.003,0.9592527479522276
gamma2_skew,42040,LDC_PAC,0.0,2.1865124520678814,0.003,0.9625664166790596
gamma2_skew,42040,LDC_cert_pk,0.0,2.1196661424077443,,0.9594934306580303
gamma2_skew,42041,CP_PAC,0.0,3.031563120605323,0.003,0.9864470038243196
gamma2_skew,42041,FH_PAC,0.0361951690883782,2.111497766470511,0.003,0.9608102548073162
gamma2_skew,42041,FH_normal,0.0361951690883782,1.7974151348129546,0.003,0.943390581552279
gamma2_skew,42041,HetLDC,0.0,2.833507903195387,0.003,0.9827552789933592
gamma2_skew,42041,HetLDC_cert,0.0,2.842008426904973,0.003,0.9829321146805188
gamma2_skew,42041,LDC_PAC,0.0,2.917556342645284,0.003,0.9844281577703764
gamma2_skew,42041,LDC_cert_pk,0.0,2.8501283039590612,,0.98309938446744
gamma2_skew,42042,CP_PAC,0.0,3.1452635871482766,0.003,0.9882054638162656
gamma2_skew,42042,FH_PAC,0.009480236470869,2.825729179306671,0.003,0.9827908174271196
gamma2_skew,42042,FH_normal,0.009480236470869,2.42720517699637,0.003,0.9721948708859848
gamma2_skew,42042,HetLDC,0.0,2.9477828450333736,0.003,0.9849902752610982
gamma2_skew,42042,HetLDC_cert,0.0,2.956626193568473,0.003,0.9851509637768482
gamma2_skew,42042,LDC_PAC,0.0,3.0417237831136257,0.003,0.9866140159282006
gamma2_skew,42042,LDC_cert_pk,0.0,2.9657799063443906,,0.9853155270238885
gamma2_skew,42043,CP_PAC,0.0,3.0068223566263805,0.003,0.986031798012072
gamma2_skew,42043,FH_PAC,0.1226570450457005,2.236306639350908,0.003,0.969493588423093
gamma2_skew,42043,FH_normal,0.1226570450457005,1.84564778082086,0.003,0.9516155340928314
gamma2_skew,42043,HetLDC,0.0,2.799228161773981,0.003,0.9820239116848498
gamma2_skew,42043,HetLDC_cert,0.0,2.8076258462593024,0.003,0.9822058183544404
gamma2_skew,42043,LDC_PAC,0.0,2.893745994650867,0.003,0.9839709822846604
gamma2_skew,42043,LDC_cert_pk,0.0,2.8179553019288353,,0.9824271173893376
