shape,nu,seed,method,half,cov
normal,4,490103,LDC_PAC,2.41205490544114,0.9841371074916145
normal,4,490103,HetLDC,2.3131824993547188,0.9792873926552432
normal,4,490098,FH_PAC,2.0214037177305078,0.9548935172287476
normal,4,490098,CP_PAC,2.4540761546206347,0.9858752934979085
normal,4,490098,LDC_PAC,2.3109506682757783,0.9791644200948277
normal,4,490098,HetLDC,2.1981072629160794,0.9720585369207355
normal,4,490099,FH_PAC,2.256247269533676,0.9759443866615491
normal,4,490099,CP_PAC,2.909543457513031,0.9963804293823653
normal,4,490099,LDC_PAC,2.8137633897781233,0.9951034745561715
normal,4,490099,HetLDC,2.70880273260954,0.993247352396748
normal,4,490112,FH_PAC,2.1599270147691634,0.9690989012840011
normal,4,490112,CP_PAC,2.434857242576464,0.9851023340605458
normal,4,490112,LDC_PAC,2.264840438349055,0.9764775270986321
normal,4,490112,HetLDC,2.1445950372171168,0.9680147605516207
normal,4,490113,FH_PAC,1.740040004925076,0.9179207192726782
normal,4,490113,CP_PAC,2.105819544750573,0.9647799695721331
normal,4,490113,LDC_PAC,1.9329584463608211,0.9467586830436532
normal,4,490113,HetLDC,1.8168471972921372,0.9307594863139395
normal,4,490114,FH_PAC,2.519565460038854,0.9878414473316572
normal,4,490114,CP_PAC,2.853454302841472,0.9956753252757946
normal,4,490114,LDC_PAC,2.7723103520936454,0.9944340058246437
normal,4,490114,HetLDC,2.663054017611756,0.9922565017544478
normal,4,490115,FH_PAC,2.0283767980467844,0.9561419407644927
normal,4,490115,CP_PAC,2.598326309469553,0.9906320575284344
normal,4,490115,LDC_PAC,2.460994977490359,0.9861447694348009
normal,4,490115,HetLDC,2.3482030799545073,0.9811357671048704
normal,4,490116,FH_PAC,2.049405302757803,0.9572628541536988
normal,4,490116,CP_PAC,2.3512052008993813,0.9812872889597051
normal,4,490116,LDC_PAC,2.2269351502828987,0.9740483917843574
normal,4,490116,HetLDC,2.118502882117165,0.965867498914148
normal,4,490117,FH_PAC,2.1905187161821256,0.9704932016036001
normal,4,490117,CP_PAC,2.415390150213839,0.9842816370458614
normal,4,490117,LDC_PAC,2.2608553242081837,0.976231782607931
normal,4,490117,HetLDC,2.1342411349122314,0.967176952923104
normal,4,490118,FH_PAC,2.121636024237343,0.9647752359507356
normal,4,490118,CP_PAC,2.782422281065854,0.9946045213780339
normal,4,490118,LDC_PAC,2.66418637042578,0.9922825207166419
normal,4,490118,HetLDC,2.5505249077828456,0.9892439162064026
normal,4,490119,FH_PAC,2.099776039632529,0.9641111265090831
normal,4,490119,CP_PAC,2.6203959446908454,0.9912172271477411
normal,4,490119,LDC_PAC,2.4527450037681646,0.9858229202234108
normal,4,490119,HetLDC,2.323838357258883,0.9798658409144012
normal,4,490110,FH_PAC,2.082108835837606,0.962520043639427
normal,4,490110,CP_PAC,2.38222742246429,0.9827917336640202
normal,4,490110,LDC_PAC,2.256317730593768,0.975949260240397
normal,4,490110,HetLDC,2.1590787376069693,0.9691559410941801
normal,4,490111,FH_PAC,2.097723198470807,0.9628923167718622
normal,4,490111,CP_PAC,2.282776030964789,0.9775564354564621
normal,4,490111,LDC_PAC,2.1367257555159997,0.9673796961006993
normal,4,490111,HetLDC,2.02574440147543,0.9572090159296653
normal,10,1090000,FH_PAC,2.279750075859295,0.9766620963477123
normal,10,1090000,CP_PAC,2.5152640630375425,0.9881056740956613
normal,10,1090000,LDC_PAC,2.368570004000227,0.982142999298625
normal,10,1090000,HetLDC,2.2609235440290276,0.9762360080896995
normal,10,1090001,FH_PAC,1.7254554817986516,0.9152204748908523
normal,10,1090001,CP_PAC,2.147116525855889,0.968215994030514
normal,10,1090001,LDC_PAC,1.9283179621031916,0.946184411037545
normal,10,1090001,HetLDC,1.817260370523737,0.9308227450595714
normal,10,1090002,FH_PAC,2.0979247403377066,0.9554232915761466
normal,10,1090002,CP_PAC,2.5349025736344353,0.9887521396371381
normal,10,1090002,LDC_PAC,2.3578999851208184,0.9816213561710436
normal,10,1090002,HetLDC,2.2476271330669166,0.9754000240770964
normal,10,1090003,FH_PAC,2.1735813683866283,0.9699105479862284
normal,10,1090003,CP_PAC,2.6980101174579345,0.9930244679387923
normal,10,1090003,LDC_PAC,2.596547133459915,0.9905834014732808
normal,10,1090003,HetLDC,2.489707607799508,0.9872151774054554
normal,10,1090004,FH_PAC,1.7942551091304189,0.9240017282395316
normal,10,1090004,CP_PAC,2.1819083310647702,0.9708837011348121
normal,10,1090004,LDC_PAC,1.9595643626177317,0.9499532698407691
normal,10,1090004,HetLDC,1.8487011065979553,0.9354990161742371
normal,10,1090005,FH_PAC,2.1955063295544797,0.9714841904643291
normal,10,1090005,CP_PAC,2.495333828036517,0.9874161319814452
normal,10,1090005,LDC_PAC,2.363446036619374,0.9818941366833478
normal,10,1090005,HetLDC,2.266438393430755,0.9765754448762427
normal,10,1090006,FH_PAC,2.131721258760651,0.9669129217921365
normal,10,1090006,CP_PAC,2.632563330830589,0.9915256777695312
normal,10,1090006,LDC_PAC,2.479028198536779,0.9868259109500102
normal,10,1090006,HetLDC,2.3728007162386096,0.9823462140260162
normal,10,1090007,FH_PAC,2.1970526970899065,0.9717080203881087
normal,10,1090007,CP_PAC,2.5216905544671446,0.9883207600801027
normal,10,1090007,LDC_PAC,2.264721608021065,0.9764702313721103
normal,10,1090007,HetLDC,2.1522291788533825,0.9686206914320685
normal,10,1090008,FH_PAC,2.192322696259885,0.9707986131269609
normal,10,1090008,CP_PAC,2.743623899442533,0.993923488756759
normal,10,1090008,LDC_PAC,2.627036682465463,0.9913867951701845
normal,10,1090008,HetLDC,2.5257374973556983,0.9884544286131807
normal,10,1090009,FH_PAC,2.1026665742425905,0.957936582501979
normal,10,1090009,CP_PAC,2.7324633829229863,0.9937137341323357
normal,10,1090009,LDC_PAC,2.6297047287938797,0.9914540942045296
normal,10,1090009,HetLDC,2.524497916173793,0.988413630814744
normal,10,1090010,FH_PAC,1.919849252461122,0.9451143373711701
normal,10,1090010,CP_PAC,2.6196686048398967,0.9911984748169251
normal,10,1090010,LDC_PAC,2.4950320634587073,0.9874054250977513
normal,10,1090010,HetLDC,2.3847401325821087,0.982908810401744
normal,10,1090011,FH_PAC,2.086208050518409,0.9630398066826155
normal,10,1090011,CP_PAC,2.451974640395588,0.9857925325593426
normal,10,1090011,LDC_PAC,2.2950991665139604,0.9782725581548857
normal,10,1090011,HetLDC,2.1901037354897657,0.9714832856096021
normal,10,1090012,FH_PAC,1.6458534390456738,0.8920478735939582
normal,10,1090012,CP_PAC,2.088972129944972,0.9632897679656784
normal,10,1090012,LDC_PAC,1.8902957950165988,0.9412815891332604
normal,10,1090012,HetLDC,1.7788720979271009,0.9247392664868415
normal,10,1090013,FH_PAC,2.0415031325524526,0.9522612677922302
normal,10,1090013,CP_PAC,2.372552341932913,0.9823343400560209
normal,10,1090013,LDC_PAC,2.234181449416633,0.9745288634862523
normal,10,1090013,HetLDC,2.130463061742374,0.9668665977266815
normal,10,1090014,FH_PAC,2.1454423152986943,0.9676291406666007
normal,10,1090014,CP_PAC,2.7276226760154056,0.9936207467769027
normal,10,1090014,LDC_PAC,2.6250460644087954,0.9913362754669082
normal,10,1090014,HetLDC,2.5202360436543487,0.9882723839721863
normal,10,1090015,FH_PAC,1.95189486734411,0.9471586177602874
normal,10,1090015,CP_PAC,2.0232473515682963,0.9569523480499673
normal,10,1090015,LDC_PAC,1.7884028517709039,0.9262889634422877
normal,10,1090015,HetLDC,1.6714864309845343,0.9053743633397342
normal,10,1090016,FH_PAC,2.3009293715642367,0.9785556709825232
normal,10,1090016,CP_PAC,3.2171552934842467,0.9987053149974894
normal,10,1090016,LDC_PAC,3.1256687431572834,0.9982259874094142
normal,10,1090016,HetLDC,3.0073410370425817,0.9973645608117754
normal,10,1090017,FH_PAC,2.511759974034922,0.987955897602145
normal,10,1090017,CP_PAC,2.849103786984985,0.9956157424199639
normal,10,1090017,LDC_PAC,2.7280343206230317,0.9936287021288968
normal,10,1090017,HetLDC,2.6222836682486372,0.991265730127965
normal,10,1090018,FH_PAC,2.028349855366491,0.9564671993874873
normal,10,1090018,CP_PAC,2.637979258135318,0.9916598317042498
normal,10,1090018,LDC_PAC,2.484128260652061,0.9870130977373337
normal,10,1090018,HetLDC,2.3691770582160374,0.9821722834341489
normal,10,1090019,FH_PAC,2.0637807162124786,0.960875934083226
normal,10,1090019,CP_PAC,2.7184206988956454,0.9934405622691442
normal,10,1090019,LDC_PAC,2.5747419261031075,0.9899685095291002
normal,10,1090019,HetLDC,2.4660952515719843,0.9863404994888427
normal,10,1090022,FH_PAC,1.9574004660461806,0.9485993154573564
normal,10,1090022,CP_PAC,2.228730459269198,0.9741681556598296
normal,10,1090022,LDC_PAC,2.0167620979667906,0.9562796539439011
normal,10,1090022,HetLDC,1.9046343775398575,0.9431723853682026
normal,10,1090023,FH_PAC,1.8620852620540354,0.9304760190218084
normal,10,1090023,CP_PAC,2.199846892088275,0.9721822402616673
normal,10,1090023,LDC_PAC,2.0462399652252103,0.9592672329242637
normal,10,1090023,HetLDC,1.940784660358885,0.9477155976042091
normal,10,1090020,FH_PAC,2.2647286384868224,0.9764358188081699
normal,10,1090020,CP_PAC,2.454653202234923,0.9858979439658919
normal,10,1090020,LDC_PAC,2.3114940615879034,0.9791944192037956
normal,10,1090020,HetLDC,2.2072839575862093,0.9727057726357553
normal,10,1090021,FH_PAC,1.8976561060544226,0.9422271767839541
normal,10,1090021,CP_PAC,2.4877162553227135,0.9871433737569355
normal,10,1090021,LDC_PAC,2.3285540600832815,0.9801172978084389
normal,10,1090021,HetLDC,2.212738468342321,0.9730843183672822
normal,10,1090024,FH_PAC,1.9721643783043843,0.9511383911742335
normal,10,1090024,CP_PAC,2.5829206949857086,0.9902032160406549
normal,10,1090024,LDC_PAC,2.446403607756804,0.9855710625599696
normal,10,1090024,HetLDC,2.339300387947941,0.9806801073529223
normal,10,1090025,FH_PAC,1.7584539250381717,0.921203827166529
normal,10,1090025,CP_PAC,2.1870470794814025,0.9712609126978493
normal,10,1090025,LDC_PAC,2.02113295094737,0.9567339958455121
normal,10,1090025,HetLDC,1.9170288788098064,0.9447657370771867
normal,10,1090026,FH_PAC,2.094352612190977,0.9631946390184636
normal,10,1090026,CP_PAC,2.097529960731501,0.9640533121711519
normal,10,1090026,LDC_PAC,1.938406794717484,0.9474263878899258
normal,10,1090026,HetLDC,1.8339018313184656,0.9333314323041495
normal,10,1090027,FH_PAC,1.8481979484305155,0.9255877572735669
normal,10,1090027,CP_PAC,2.221096349204108,0.9736555637339401
normal,10,1090027,LDC_PAC,2.0098540468980994,0.9555533614242224
normal,10,1090027,HetLDC,1.8915740066939914,0.9414522381094812
normal,10,1090028,FH_PAC,2.1004827581959176,0.9642981402377414
normal,10,1090028,CP_PAC,2.5728848059522433,0.989914523024803
normal,10,1090028,LDC_PAC,2.436898153258654,0.9851861489628981
normal,10,1090028,HetLDC,2.340747575914484,0.9807548260636438
normal,10,1090029,FH_PAC,1.8573583567889012,0.9357254513205869
normal,10,1090029,CP_PAC,2.2994951189285846,0.9785231597734929
normal,10,1090029,LDC_PAC,2.1107357102742452,0.9652049652416819
normal,10,1090029,HetLDC,1.9971991020105446,0.9541964414161719
normal,10,1090030,FH_PAC,2.160331939439892,0.9690453593581554
normal,10,1090030,CP_PAC,2.517649047620961,0.9881859027753539
normal,10,1090030,LDC_PAC,2.3266547377089775,0.9800163513109208
normal,10,1090030,HetLDC,2.218804117702113,0.9734999462352385
normal,10,1090031,FH_PAC,1.9398976936796821,0.9466701247369943
normal,10,1090031,CP_PAC,2.3753032457171774,0.9824654620719933
normal,10,1090031,LDC_PAC,2.236771916271804,0.9746987490671113
normal,10,1090031,HetLDC,2.130434554539013,0.9668642464477877
normal,10,1090032,FH_PAC,2.127625391260516,0.9659392579166846
normal,10,1090032,CP_PAC,2.2688396059188074,0.9767219185071105
normal,10,1090032,LDC_PAC,2.0825966263971454,0.9627119930113299
normal,10,1090032,HetLDC,1.9718146341842344,0.951369228866692
normal,10,1090033,FH_PAC,2.1028704055640546,0.9645149751536146
normal,10,1090033,CP_PAC,2.4989545495289534,0.9875439714787468
normal,10,1090033,LDC_PAC,2.3532116863412735,0.981387964921568
normal,10,1090033,HetLDC,2.2578696154492994,0.9760462105563681
normal,10,1090034,FH_PAC,1.9913036952920935,0.9513854147475459
normal,10,1090034,CP_PAC,2.6552510249137797,0.9920750589273368
normal,10,1090034,LDC_PAC,2.514911007318002,0.9880937566671384
normal,10,1090034,HetLDC,2.403892209732919,0.9837784444333664
normal,10,1090035,FH_PAC,2.1871270569804735,0.971148204785898
normal,10,1090035,CP_PAC,2.597348503081058,0.9906053447788139
normal,10,1090035,LDC_PAC,2.460068851852377,0.9861089636280487
normal,10,1090035,HetLDC,2.3544258209863136,0.9814486540415424
normal,10,1090036,FH_PAC,2.2175984927457693,0.9729453131012942
normal,10,1090036,CP_PAC,2.347849381227733,0.9811178448975275
normal,10,1090036,LDC_PAC,2.19763576228779,0.9720249273952128
normal,10,1090036,HetLDC,2.0861883361751454,0.9630384336322009
normal,10,1090037,FH_PAC,2.16025686688962,0.9632343658493339
normal,10,1090037,CP_PAC,2.830090599477583,0.9953465175383798
normal,10,1090037,LDC_PAC,2.709829077170134,0.9932682111021793
normal,10,1090037,HetLDC,2.600396310544725,0.9906883845552983
normal,10,1090038,FH_PAC,1.9427048859079872,0.9476558428409332
normal,10,1090038,CP_PAC,2.1591512160367814,0.9691615626524874
normal,10,1090038,LDC_PAC,1.9391262759346501,0.9475140361086183
normal,10,1090038,HetLDC,1.8321575900506997,0.9330720547021072
normal,10,1090039,FH_PAC,2.128247200965624,0.966497856035731
normal,10,1090039,CP_PAC,2.4145817534514507,0.9842467127345553
normal,10,1090039,LDC_PAC,2.2314063517161262,0.9743457754960734
normal,10,1090039,HetLDC,2.1262439442891807,0.9665170471721276
normal,10,1090040,FH_PAC,2.066495313024277,0.9610529386233349
normal,10,1090040,CP_PAC,2.7060851528658416,0.9931918413963308
normal,10,1090040,LDC_PAC,2.5910931027748285,0.9904328395373923
normal,10,1090040,HetLDC,2.4828954719320935,0.9869680678013071
normal,10,1090041,FH_PAC,2.202927145611257,0.9696185151107445
normal,10,1090041,CP_PAC,2.5106653630487434,0.9879496131766268
normal,10,1090041,LDC_PAC,2.335355166604407,0.9804751255289479
normal,10,1090041,HetLDC,2.216834147729336,0.9733655729002986
normal,10,1090042,FH_PAC,2.0800672726893,0.9624106359041652
normal,10,1090042,CP_PAC,2.3715824526521114,0.9822879057341387
normal,10,1090042,LDC_PAC,2.233268125566678,0.9744687318497778
normal,10,1090042,HetLDC,2.1254899181034963,0.9664542455613432
normal,10,1090043,FH_PAC,2.1233097101278844,0.9656389993822937
normal,10,1090043,CP_PAC,2.575935476811538,0.9900030700563573
normal,10,1090043,LDC_PAC,2.4664739910681828,0.9863549362438349
normal,10,1090043,HetLDC,2.3646240904135856,0.9819516201316536
normal,10,1090044,FH_PAC,1.900905614853895,0.930967542495618
normal,10,1090044,CP_PAC,2.6307030708050916,0.9914791553468056
normal,10,1090044,LDC_PAC,2.505541540243458,0.9877735964455048
normal,10,1090044,HetLDC,2.401265654618078,0.9836615296080635
normal,10,1090045,FH_PAC,2.196979325431995,0.9674708342067536
normal,10,1090045,CP_PAC,3.2070342787647115,0.9986588898555651
normal,10,1090045,LDC_PAC,3.10146102820711,0.9980743178149298
normal,10,1090045,HetLDC,2.9851163790860267,0.9971652954819978
normal,10,1090046,FH_PAC,1.9918642357881504,0.9536139009439126
normal,10,1090046,CP_PAC,2.9010420711345972,0.9962807605948942
normal,10,1090046,LDC_PAC,2.7777655457056927,0.9945265903983778
normal,10,1090046,HetLDC,2.6643412120518604,0.9922860725386236
normal,10,1090047,FH_PAC,1.8761754115356213,0.9393686987779014
normal,10,1090047,CP_PAC,2.276152312809822,0.9771631050417846
normal,10,1090047,LDC_PAC,2.0442045582618253,0.9590666569283908
normal,10,1090047,HetLDC,1.9328908381517287,0.9467503532455088
normal,10,1090048,FH_PAC,1.9533605938201934,0.9491790023378383
normal,10,1090048,CP_PAC,2.268923186282076,0.9767270025452601
normal,10,1090048,LDC_PAC,2.082673345871771,0.9627189914003882
normal,10,1090048,HetLDC,1.975225381847523,0.9517574232654291
normal,10,1090049,FH_PAC,1.972641121408733,0.9513720976228601
normal,10,1090049,CP_PAC,2.4815400556580975,0.9869183993261876
normal,10,1090049,LDC_PAC,2.3227730089790186,0.9798086502168606
normal,10,1090049,HetLDC,2.219164323386408,0.9735244527354379
normal,10,1090050,FH_PAC,2.0950314535221644,0.9630647578039921
normal,10,1090050,CP_PAC,2.3324888890246678,0.9803250132395391
normal,10,1090050,LDC_PAC,2.1696200768932887,0.9699643608380952
normal,10,1090050,HetLDC,2.071550560554789,0.9616926253730842
normal,10,1090051,FH_PAC,2.1804525107672683,0.9700039237856347
normal,10,1090051,CP_PAC,2.5857518313593686,0.9902833137325879
normal,10,1090051,LDC_PAC,2.4758732106516237,0.98670892314292
normal,10,1090051,HetLDC,2.3834855692723256,0.9828504431635707
normal,10,1090052,FH_PAC,2.1106927713209,0.9646958358070914
normal,10,1090052,CP_PAC,2.368006967747301,0.982115800914876
normal,10,1090052,LDC_PAC,2.188364830135214,0.9713569620131701
normal,10,1090052,HetLDC,2.082448095877326,0.9626984408042809
normal,10,1090053,FH_PAC,2.0830042697617244,0.9613744353473717
normal,10,1090053,CP_PAC,2.6096934144090986,0.9909376599621531
normal,10,1090053,LDC_PAC,2.485531464826512,0.9870641848846351
normal,10,1090053,HetLDC,2.3824239524665867,0.9828009160393105
normal,10,1090054,FH_PAC,2.186034126870163,0.9711489399008414
normal,10,1090054,CP_PAC,2.808843859041987,0.9950280245701006
normal,10,1090054,LDC_PAC,2.6752068855622126,0.9925316852459278
normal,10,1090054,HetLDC,2.560532789217094,0.9895488199357756
normal,10,1090055,FH_PAC,1.7685567072480044,0.9225010946127566
normal,10,1090055,CP_PAC,2.3814922779697447,0.9827573477277765
normal,10,1090055,LDC_PAC,2.215201745895582,0.9732537798901038
normal,10,1090055,HetLDC,2.1009167300639535,0.9643517234589316
normal,10,1090056,FH_PAC,2.1881690181133964,0.971258277490241
normal,10,1090056,CP_PAC,2.6673559234318707,0.9923549339561544
normal,10,1090056,LDC_PAC,2.5540096284592213,0.9893509688278794
normal,10,1090056,HetLDC,2.4511153170758924,0.9857585679985259
normal,10,1090057,FH_PAC,2.232686508699996,0.9744192470990812
normal,10,1090057,CP_PAC,2.2743291481848704,0.9770537961099923
normal,10,1090057,LDC_PAC,2.1155214091625716,0.9656144678000007
normal,10,1090057,HetLDC,2.014839433454575,0.9560785242334746
normal,10,1090058,FH_PAC,2.1082941367520394,0.9638758404894925
normal,10,1090058,CP_PAC,2.5941458105267365,0.9905173738322894
normal,10,1090058,LDC_PAC,2.4281743332365946,0.9848249530704418
normal,10,1090058,HetLDC,2.325514844387434,0.9799555529020956
normal,10,1090059,FH_PAC,1.820387523481033,0.9228404920035642
normal,10,1090059,CP_PAC,2.504922762638847,0.987752186392215
normal,10,1090059,LDC_PAC,2.3588318241062534,0.9816674382430011
normal,10,1090059,HetLDC,2.2570235873002122,0.975993399064149
normal,10,1090060,FH_PAC,2.0996367667666727,0.9641529775772172
normal,10,1090060,CP_PAC,2.54220817427566,0.9889845455820505
normal,10,1090060,LDC_PAC,2.421256984599487,0.9845330612685266
normal,10,1090060,HetLDC,2.313740820534304,0.9793180566962483
normal,10,1090061,FH_PAC,2.2133127290789685,0.9672514835199354
normal,10,1090061,CP_PAC,2.747966902323169,0.994003393793651
normal,10,1090061,LDC_PAC,2.644625213560265,0.9918218557309972
normal,10,1090061,HetLDC,2.540228686660406,0.9889219992688978
normal,10,1090062,FH_PAC,2.25272639277235,0.9757133869806446
normal,10,1090062,CP_PAC,2.5507942570643705,0.9892522247596256
normal,10,1090062,LDC_PAC,2.42943456546516,0.9848776056239088
normal,10,1090062,HetLDC,2.3327249850970477,0.9803374160104077
normal,10,1090063,FH_PAC,2.210729131559543,0.9726125811372452
normal,10,1090063,CP_PAC,2.4073821011757834,0.9839326508271253
normal,10,1090063,LDC_PAC,2.2533596240611056,0.9757635168566523
normal,10,1090063,HetLDC,2.1554166768555434,0.9688707574984019
normal,10,1090064,FH_PAC,2.3967423972927477,0.9790032875589817
normal,10,1090064,CP_PAC,2.6375135735976922,0.9916483716886677
normal,10,1090064,LDC_PAC,2.4836897355511156,0.9869970955761633
normal,10,1090064,HetLDC,2.3771907226342015,0.9825549345190567
normal,10,1090065,FH_PAC,2.0216491246918635,0.9545860965754442
normal,10,1090065,CP_PAC,2.433469093494828,0.9850450879088262
normal,10,1090065,LDC_PAC,2.304851086310014,0.9788250851552192
normal,10,1090065,HetLDC,2.201739566185799,0.9723162898477389
normal,10,1090068,FH_PAC,1.7009366945905537,0.9107944791062937
normal,10,1090068,CP_PAC,1.9676273282026533,0.9508890670228909
normal,10,1090068,LDC_PAC,1.7098302622752544,0.9127027347906269
normal,10,1090068,HetLDC,1.6025300026755154,0.8909615415607626
normal,10,1090069,FH_PAC,2.2571372461992514,0.97525152106323
normal,10,1090069,CP_PAC,2.579730435558543,0.9901122535046385
normal,10,1090069,LDC_PAC,2.4433819655563878,0.985449671660896
normal,10,1090069,HetLDC,2.332782403464329,0.9803404313214461
normal,10,1090066,FH_PAC,1.8774796561278775,0.93947477567293
normal,10,1090066,CP_PAC,2.220642121838135,0.9736247895400119
normal,10,1090066,LDC_PAC,2.052179400624971,0.9598477693481235
normal,10,1090066,HetLDC,1.9441725617595456,0.9481253546239532
normal,10,1090067,FH_PAC,2.1227276124222434,0.9634172538680734
normal,10,1090067,CP_PAC,2.459911195363822,0.9861028601929869
normal,10,1090067,LDC_PAC,2.273297003982685,0.9769917120329912
normal,10,1090067,HetLDC,2.1582762822730808,0.9690936423888512
normal,10,1090072,FH_PAC,2.3153389813358243,0.978441366442686
normal,10,1090072,CP_PAC,2.5242494805883293,0.9884054387909311
normal,10,1090072,LDC_PAC,2.377031378214157,0.9825473965845792
normal,10,1090072,HetLDC,2.269185723305593,0.9767429659151212
normal,10,1090073,FH_PAC,1.8376692907150223,0.9333784222418935
normal,10,1090073,CP_PAC,2.1057247876472216,0.9647717346224685
normal,10,1090073,LDC_PAC,1.9054551539931825,0.9432790683583345
normal,10,1090073,HetLDC,1.8060287137955018,0.9290861454503752
normal,10,1090070,FH_PAC,2.276747134592194,0.9770873460999542
normal,10,1090070,CP_PAC,2.7149585365640423,0.9933715931249754
normal,10,1090070,LDC_PAC,2.5995894219960967,0.9906664642606444
normal,10,1090070,HetLDC,2.499521135695382,0.9875638719416435
normal,10,1090071,FH_PAC,1.9054740646184827,0.9422149462331798
normal,10,1090071,CP_PAC,2.5343037441593723,0.9887328979521885
normal,10,1090071,LDC_PAC,2.4266113521496133,0.9847594274401128
normal,10,1090071,HetLDC,2.326588394148416,0.9800128171659452
normal,10,1090076,FH_PAC,2.2467365042906495,0.9733196243059729
normal,10,1090076,CP_PAC,2.416085552466071,0.9843116252623239
normal,10,1090076,LDC_PAC,2.3011349261219287,0.9786159942862735
normal,10,1090076,HetLDC,2.2018608013482237,0.9723248573717358
normal,10,1090077,FH_PAC,1.8785926561704205,0.9385941032013811
normal,10,1090077,CP_PAC,2.3960812607977306,0.9834285839972747
normal,10,1090077,LDC_PAC,2.2563381256355353,0.9759505365752934
normal,10,1090077,HetLDC,2.149524234621536,0.9684071328843096
normal,10,1090074,FH_PAC,1.8893080015310286,0.9409155115028554
normal,10,1090074,CP_PAC,2.2866908634761582,0.9777861266353003
normal,10,1090074,LDC_PAC,2.0843138653820863,0.9628683730540288
normal,10,1090074,HetLDC,1.9902656335364262,0.9534383183738342
normal,10,1090075,FH_PAC,2.1000662709831923,0.9616317301117138
normal,10,1090075,CP_PAC,2.7602871327994514,0.994224942049442
normal,10,1090075,LDC_PAC,2.6429918304308972,0.9917822981939939
normal,10,1090075,HetLDC,2.5419193216074953,0.9889754382357243
normal,10,1090078,FH_PAC,2.0689072836172424,0.9614448655365242
normal,10,1090078,CP_PAC,2.378222294801321,0.9826036649658823
normal,10,1090078,LDC_PAC,2.2260654399357187,0.9739902015694448
normal,10,1090078,HetLDC,2.1187137349552203,0.9658853331239443
normal,10,1090079,FH_PAC,2.038986234217831,0.9501635317382608
normal,10,1090079,CP_PAC,2.5877111811514837,0.9903384047992496
normal,10,1090079,LDC_PAC,2.4509408986854853,0.9857516654118883
normal,10,1090079,HetLDC,2.3504706319882986,0.9812503128098591
normal,10,1090082,FH_PAC,1.9819592198696179,0.9522459532007228
normal,10,1090082,CP_PAC,2.523571335641957,0.9883830511754319
normal,10,1090082,LDC_PAC,2.3621151596151715,0.981829003358953
normal,10,1090082,HetLDC,2.2480878198846814,0.9754294094057372
normal,10,1090083,FH_PAC,1.936321604639035,0.9438108669458581
normal,10,1090083,CP_PAC,2.295110729072838,0.9782732206298455
normal,10,1090083,LDC_PAC,2.1348518914367958,0.9672268899468826
normal,10,1090083,HetLDC,2.0298763173067886,0.9576308870622507
normal,10,1090080,FH_PAC,1.6339149549166792,0.8949912928335502
normal,10,1090080,CP_PAC,2.447243756946855,0.9856046554759572
normal,10,1090080,LDC_PAC,2.276362049614678,0.9771756508764582
normal,10,1090080,HetLDC,2.1592709787216693,0.9691708497356435
normal,10,1090081,FH_PAC,2.3351892502729896,0.980367102526046
normal,10,1090081,CP_PAC,2.439474123527884,0.9852913439594084
normal,10,1090081,LDC_PAC,2.2392242124955715,0.9748586688100123
normal,10,1090081,HetLDC,2.1337928708479623,0.9671402602577577
normal,10,1090084,FH_PAC,2.2115842156366567,0.9729931941467499
normal,10,1090084,CP_PAC,2.3553820296629517,0.9814963286406222
normal,10,1090084,LDC_PAC,2.162035013870463,0.9693845225694839
normal,10,1090084,HetLDC,2.0507827632721365,0.9597118931274853
normal,10,1090085,FH_PAC,1.8762140477085463,0.9388667175193387
normal,10,1090085,CP_PAC,2.0316417817068633,0.9578100663559723
normal,10,1090085,LDC_PAC,1.7654575897959042,0.9225131081131048
normal,10,1090085,HetLDC,1.6568912294018685,0.9024585321023009
normal,10,1090086,FH_PAC,2.0202424939007346,0.9565460804244131
normal,10,1090086,CP_PAC,2.4505805497711046,0.9857373952984709
normal,10,1090086,LDC_PAC,2.264674201374556,0.9764673202378409
normal,10,1090086,HetLDC,2.15789239281873,0.9690638009110679
normal,10,1090087,FH_PAC,2.4379657276906284,0.9848595955564282
normal,10,1090087,CP_PAC,2.613570896597481,0.9910398508319673
normal,10,1090087,LDC_PAC,2.489224467203847,0.9871977891357921
normal,10,1090087,HetLDC,2.3883609552522502,0.9830762890716005
normal,10,1090088,FH_PAC,1.755239423746925,0.9202386320066466
normal,10,1090088,CP_PAC,2.3564385870980695,0.9815488817028142
normal,10,1090088,LDC_PAC,2.2190074734852425,0.9735137839007701
normal,10,1090088,HetLDC,2.1223749716853564,0.9661937377670027
normal,10,1090089,FH_PAC,2.41206192527056,0.9840575444369959
normal,10,1090089,CP_PAC,2.90595896616935,0.996338705405772
normal,10,1090089,LDC_PAC,2.8102968972987683,0.9950504182414881
normal,10,1090089,HetLDC,2.7117430415726327,0.9933069545270192
normal,10,1090090,FH_PAC,2.1498522227989,0.9684264022115923
normal,10,1090090,CP_PAC,2.4844413336151465,0.9870245113811313
normal,10,1090090,LDC_PAC,2.3109622612302836,0.9791650605003337
normal,10,1090090,HetLDC,2.192619859780379,0.9716652209593686
normal,10,1090091,FH_PAC,2.1494895295593746,0.9678538266496391
normal,10,1090091,CP_PAC,2.5943224667983955,0.9905222452701796
normal,10,1090091,LDC_PAC,2.443017600363512,0.9854349730539027
normal,10,1090091,HetLDC,2.3309718545028004,0.9802451561588763
