shape,nu,seed,method,half,cov
normal,4,490031,LDC_PAC,2.128266089923227,0.9666849720486452
normal,4,490031,HetLDC,2.0078236983947875,0.9553379703998202
normal,4,490032,FH_PAC,1.9105822521914275,0.9423085880447468
normal,4,490032,CP_PAC,2.4444614951800707,0.9854931434789953
normal,4,490032,LDC_PAC,2.259019351518504,0.9761178188443136
normal,4,490032,HetLDC,2.131265581389208,0.9669327311125555
normal,4,490033,FH_PAC,1.816664084484182,0.9295537986257181
normal,4,490033,CP_PAC,2.3234648114295844,0.9798458041054505
normal,4,490033,LDC_PAC,2.2129208221698518,0.9730968951194081
normal,4,490033,HetLDC,2.0979051916778966,0.9640864786882544
normal,4,490038,FH_PAC,2.079491549799322,0.955183906730144
normal,4,490038,CP_PAC,2.6373477274268713,0.9916442869852906
normal,4,490038,LDC_PAC,2.5252765970492805,0.9884392741128893
normal,4,490038,HetLDC,2.418388435784592,0.984410574761255
normal,4,490039,FH_PAC,1.9980082001724346,0.9538438140503156
normal,4,490039,CP_PAC,2.394074777601533,0.9833376486396936
normal,4,490039,LDC_PAC,2.267538908389274,0.9766426751452593
normal,4,490039,HetLDC,2.1493579570529233,0.9683939645025981
normal,4,490044,FH_PAC,2.0161159241693167,0.9549999349857581
normal,4,490044,CP_PAC,2.1439019986000094,0.967959259965121
normal,4,490044,LDC_PAC,2.006736778191415,0.955222302252364
normal,4,490044,HetLDC,1.900867464065015,0.9426806253146325
normal,4,490045,FH_PAC,1.8942173523184207,0.9304481873325943
normal,4,490045,CP_PAC,2.2497220134376734,0.975533402776938
normal,4,490045,LDC_PAC,2.0926324968794088,0.9636180266762755
normal,4,490045,HetLDC,1.9782718722732753,0.9521019555262531
normal,4,490046,FH_PAC,2.021135417493785,0.9561056347075056
normal,4,490046,CP_PAC,2.4546930180339355,0.9858995056462632
normal,4,490046,LDC_PAC,2.3115315552684326,0.9791964877278079
normal,4,490046,HetLDC,2.203509247988609,0.9724411241214819
normal,4,490047,FH_PAC,2.044799661418895,0.9589845335700741
normal,4,490047,CP_PAC,2.1995161300708963,0.9721587565179324
normal,4,490047,LDC_PAC,2.0326560723515197,0.957912717770717
normal,4,490047,HetLDC,1.9180703275167694,0.9448979056980742
normal,4,490034,FH_PAC,2.0231769256590106,0.9567855471100497
normal,4,490034,CP_PAC,2.353585451130525,0.9814066662199927
normal,4,490034,LDC_PAC,2.22918959532418,0.9741987074677458
normal,4,490034,HetLDC,2.123998769568632,0.9663297535384872
normal,4,490035,FH_PAC,1.8179203064159843,0.9234412652767485
normal,4,490035,CP_PAC,2.426930660799168,0.9847728341872464
normal,4,490035,LDC_PAC,2.2277104090984454,0.9741001675550831
normal,4,490035,HetLDC,2.1232120176091223,0.9662639106234066
normal,4,490036,FH_PAC,1.809727913967484,0.9296579846544789
normal,4,490036,CP_PAC,2.324106931545673,0.9798802363586316
normal,4,490036,LDC_PAC,2.103067578975045,0.964540137461501
normal,4,490036,HetLDC,1.9924614073862523,0.9536795444869552
normal,4,490037,FH_PAC,2.1583007222665205,0.9690749612950696
normal,4,490037,CP_PAC,2.386775649286824,0.9830031399114374
normal,4,490037,LDC_PAC,2.260625566497961,0.9762175468025647
normal,4,490037,HetLDC,2.1548993814854054,0.9688302911935216
normal,4,490040,FH_PAC,2.236116847084056,0.9745893142245113
normal,4,490040,CP_PAC,2.299219362605622,0.9785075139441075
normal,4,490040,LDC_PAC,2.1521170552961224,0.9686118638112144
normal,4,490040,HetLDC,2.0376600857561065,0.9584160614885442
normal,4,490041,FH_PAC,2.0806526077306615,0.9604989834699952
normal,4,490041,CP_PAC,2.5713041938994494,0.9898683709646716
normal,4,490041,LDC_PAC,2.4067941058804663,0.9839067599390756
normal,4,490041,HetLDC,2.314221184310518,0.9793444074882998
normal,4,490042,FH_PAC,2.2369954955803237,0.9746991840735061
normal,4,490042,CP_PAC,2.3850021047698418,0.9829209763616322
normal,4,490042,LDC_PAC,2.2459051229846705,0.9752899143188662
normal,4,490042,HetLDC,2.1371017862737824,0.9674102862909926
normal,4,490043,FH_PAC,2.2135150419384373,0.9730688570113482
normal,4,490043,CP_PAC,2.5581555628619586,0.9894770993125359
normal,4,490043,LDC_PAC,2.4494496145980276,0.9856925274208284
normal,4,490043,HetLDC,2.339765211051863,0.9807041338853899
normal,4,490050,FH_PAC,1.918490689031213,0.9379624807078709
normal,4,490050,CP_PAC,2.310156276881301,0.9791204962925373
normal,4,490050,LDC_PAC,2.1057025398629525,0.9647698009209509
normal,4,490050,HetLDC,2.0026529353682934,0.954785446216573
normal,4,490051,FH_PAC,1.9029256635798621,0.9427871778857276
normal,4,490051,CP_PAC,2.395077148195744,0.983383131469701
normal,4,490051,LDC_PAC,2.3050064428307198,0.9788337874169077
normal,4,490051,HetLDC,2.207861689936639,0.9727460838828805
normal,4,490054,FH_PAC,2.062429337115763,0.9606186546969885
normal,4,490054,CP_PAC,2.6807434424743137,0.9926541188812581
normal,4,490054,LDC_PAC,2.5799297993947086,0.9901179598479459
normal,4,490054,HetLDC,2.467358336804712,0.9863885931820995
normal,4,490055,FH_PAC,2.1619441871374763,0.9691894762178836
normal,4,490055,CP_PAC,2.4341529612065957,0.9850733142374055
normal,4,490055,LDC_PAC,2.278417704814203,0.9772982974662658
normal,4,490055,HetLDC,2.156925860190289,0.9689885583699396
normal,4,490052,FH_PAC,2.0450809386712745,0.9582088083231257
normal,4,490052,CP_PAC,2.318285310989347,0.979566179805534
normal,4,490052,LDC_PAC,2.1699631787932345,0.9699903645241381
normal,4,490052,HetLDC,2.069064039046098,0.9614599222795219
normal,4,490053,FH_PAC,2.059362370040355,0.960233926354488
normal,4,490053,CP_PAC,2.603848197494328,0.9907816423554296
normal,4,490053,LDC_PAC,2.5059263230409576,0.9877868934186278
normal,4,490053,HetLDC,2.3883010717697806,0.98307353095833
normal,4,490058,FH_PAC,1.9051246631601246,0.9420853448777573
normal,4,490058,CP_PAC,2.3150647551623873,0.9793906115002846
normal,4,490058,LDC_PAC,2.07915168881304,0.962396589524551
normal,4,490058,HetLDC,1.9798843956495373,0.9522834797989579
normal,4,490059,FH_PAC,2.0988158600405034,0.9640526659907644
normal,4,490059,CP_PAC,2.424985425624066,0.9846909986683854
normal,4,490059,LDC_PAC,2.296815812239721,0.9783707208524814
normal,4,490059,HetLDC,2.1782183575892833,0.9706102160098953
normal,4,490056,FH_PAC,2.408461951859935,0.9828450569273854
normal,4,490056,CP_PAC,2.579011395588086,0.9900916481998427
normal,4,490056,LDC_PAC,2.469419202130062,0.9864667423355502
normal,4,490056,HetLDC,2.3587530838686646,0.9816635482318241
normal,4,490057,FH_PAC,2.2097023893451744,0.9704262566855214
normal,4,490057,CP_PAC,2.4672937434978413,0.9863861373379514
normal,4,490057,LDC_PAC,2.3233973870914366,0.9798421856449311
normal,4,490057,HetLDC,2.2138379185189154,0.9731600693959819
normal,4,490048,FH_PAC,2.267706621548527,0.9760836498056278
normal,4,490048,CP_PAC,2.930363735286721,0.9966143455416234
normal,4,490048,LDC_PAC,2.805841218662986,0.9949814584856806
normal,4,490048,HetLDC,2.694563065797691,0.9929519012769656
normal,4,490049,FH_PAC,1.9988183416903447,0.9480797549501693
normal,4,490049,CP_PAC,2.3440089550221384,0.9809222866621223
normal,4,490049,LDC_PAC,2.1940410436319326,0.9717675409672604
normal,4,490049,HetLDC,2.077368073958288,0.962232399503625
normal,4,490068,FH_PAC,1.7610178804872156,0.92172419353553
normal,4,490068,CP_PAC,2.2733469415260057,0.9769947191606076
normal,4,490068,LDC_PAC,2.009472618431119,0.955512964298419
normal,4,490068,HetLDC,1.8776569914123291,0.9395718961322692
normal,4,490069,FH_PAC,1.9090333768742653,0.943412908923777
normal,4,490069,CP_PAC,2.1940265518202056,0.9717664992190473
normal,4,490069,LDC_PAC,1.9704476949706988,0.951212916054371
normal,4,490069,HetLDC,1.8459762218625502,0.9351043419282858
normal,4,490060,FH_PAC,1.8787218050087873,0.9380439311323243
normal,4,490060,CP_PAC,2.223172935387959,0.9737958589287661
normal,4,490060,LDC_PAC,2.0679372397955675,0.9613540749525757
normal,4,490060,HetLDC,1.9518702959008816,0.9490463942875615
normal,4,490061,FH_PAC,2.326751171763392,0.9799279982753503
normal,4,490061,CP_PAC,2.484258682292501,0.9870178535740173
normal,4,490061,LDC_PAC,2.3660645681648282,0.98202169135883
normal,4,490061,HetLDC,2.258122857967256,0.9760619990710115
normal,4,490062,FH_PAC,2.148672132474096,0.9679470450842875
normal,4,490062,CP_PAC,2.3261349505323095,0.9799886474534103
normal,4,490062,LDC_PAC,2.149669314839804,0.9684186186938732
normal,4,490062,HetLDC,2.039210640969712,0.9585709906432824
normal,4,490063,FH_PAC,1.8607995241834376,0.935745999755864
normal,4,490063,CP_PAC,2.309662302004367,0.9790931425628553
normal,4,490063,LDC_PAC,2.1483873834732976,0.9683170057860933
normal,4,490063,HetLDC,2.03210462806533,0.9578569350278279
normal,4,490064,FH_PAC,1.9226243099196079,0.936500653894273
normal,4,490064,CP_PAC,2.7003799285019436,0.9930739667540371
normal,4,490064,LDC_PAC,2.5856303155142637,0.990279887867042
normal,4,490064,HetLDC,2.466206097632082,0.9863447261039759
normal,4,490065,FH_PAC,2.018216935581484,0.9550780940797101
normal,4,490065,CP_PAC,2.1307027667053373,0.966886362984182
normal,4,490065,LDC_PAC,1.969063039778748,0.9510541475486392
normal,4,490065,HetLDC,1.8500224160904004,0.9356896811672581
normal,4,490066,FH_PAC,2.004598899939441,0.9531277858228878
normal,4,490066,CP_PAC,2.5555232965750645,0.9893971736670153
normal,4,490066,LDC_PAC,2.446929203511401,0.9855920863119323
normal,4,490066,HetLDC,2.326392320331739,0.9800023690552508
normal,4,490067,FH_PAC,2.179534846338211,0.9707076105643386
normal,4,490067,CP_PAC,2.2239427998277086,0.9738477070342981
normal,4,490067,LDC_PAC,2.055229682033077,0.9601431745127775
normal,4,490067,HetLDC,1.938140763096083,0.9473939485716647
normal,4,490070,FH_PAC,2.3475756786491195,0.979497656859875
normal,4,490070,CP_PAC,2.5353370764789926,0.9887660828787384
normal,4,490070,LDC_PAC,2.4147127945129347,0.984252378594273
normal,4,490070,HetLDC,2.3024298593193255,0.9786890572980413
normal,4,490071,FH_PAC,2.0568309786671684,0.9600103320149131
normal,4,490071,CP_PAC,2.633316146142394,0.9915444399446631
normal,4,490071,LDC_PAC,2.4941354695067943,0.9873735655272231
normal,4,490071,HetLDC,2.3820856028259683,0.9827851048233778
normal,4,490072,FH_PAC,1.8248545868300374,0.9278788086586585
normal,4,490072,CP_PAC,2.63794848595356,0.991659074866934
normal,4,490072,LDC_PAC,2.5258518270169286,0.9884581850669014
normal,4,490072,HetLDC,2.4209109698122577,0.9845183315610528
normal,4,490073,FH_PAC,1.9569734638147651,0.9431141695304013
normal,4,490073,CP_PAC,2.4165452787788864,0.9843314226488695
normal,4,490073,LDC_PAC,2.288821758944887,0.9779102893048204
normal,4,490073,HetLDC,2.1738661029175717,0.9702848076106352
normal,4,490082,FH_PAC,2.2122842463765764,0.9730333188193792
normal,4,490082,CP_PAC,2.616885984678433,0.9911264024430222
normal,4,490082,LDC_PAC,2.5056843530838298,0.9877785331376321
normal,4,490082,HetLDC,2.3857914556471354,0.9829575878032109
normal,4,490083,FH_PAC,2.095503584385025,0.9630559780211112
normal,4,490083,CP_PAC,2.27265515759561,0.9769530310691139
normal,4,490083,LDC_PAC,2.086098969634289,0.9630303409734231
normal,4,490083,HetLDC,1.9711902444500475,0.9512978806387447
normal,4,490074,FH_PAC,2.0788051880645866,0.9564185196742491
normal,4,490074,CP_PAC,2.370747611786147,0.9822478513512247
normal,4,490074,LDC_PAC,2.2190689814587605,0.9735179680782207
normal,4,490074,HetLDC,2.113326660558716,0.9654271816554574
normal,4,490075,FH_PAC,2.094681264269868,0.9631634469099931
normal,4,490075,CP_PAC,2.2909632345600532,0.978034459857458
normal,4,490075,LDC_PAC,2.1171658014221846,0.9657542212864354
normal,4,490075,HetLDC,2.000057471934221,0.954505941677537
normal,4,490076,FH_PAC,1.914126022303589,0.9435122929732558
normal,4,490076,CP_PAC,2.134880308854584,0.9672292118433028
normal,4,490076,LDC_PAC,1.9982922892990123,0.9543150190270371
normal,4,490076,HetLDC,1.897477672285561,0.9422350771075017
normal,4,490077,FH_PAC,2.433292790234795,0.9850355652502429
normal,4,490077,CP_PAC,2.619508745357365,0.9911943485156303
normal,4,490077,LDC_PAC,2.4667349765165056,0.9863648766161306
normal,4,490077,HetLDC,2.3478358379077013,0.9811171583503766
normal,4,490084,FH_PAC,2.1255354887372415,0.9617021273777369
normal,4,490084,CP_PAC,2.467953514168698,0.9864112034761388
normal,4,490084,LDC_PAC,2.3240186789245585,0.9798755070544516
normal,4,490084,HetLDC,2.2143549779017966,0.9731956305861098
normal,4,490085,FH_PAC,2.2893795881030106,0.97772279916786
normal,4,490085,CP_PAC,2.2605114492560405,0.9762104733406831
normal,4,490085,LDC_PAC,2.115885644822894,0.9656454653768762
normal,4,490085,HetLDC,2.0035344869180824,0.9548800502410166
normal,4,490080,FH_PAC,1.99291355963442,0.9465328515337756
normal,4,490080,CP_PAC,2.5485662125207167,0.989183324859475
normal,4,490080,LDC_PAC,2.3999299210338765,0.9836017891157816
normal,4,490080,HetLDC,2.2887667892844834,0.9779070939426484
normal,4,490081,FH_PAC,2.0947560729876176,0.9637382804835318
normal,4,490081,CP_PAC,2.710565838088565,0.9932831487855043
normal,4,490081,LDC_PAC,2.6086306761423654,0.9909094704567991
normal,4,490081,HetLDC,2.499677457507406,0.987569357545121
normal,4,490078,FH_PAC,2.068858262742198,0.9568323880288189
normal,4,490078,CP_PAC,2.6433825236538944,0.9917917756138779
normal,4,490078,LDC_PAC,2.5563642814925447,0.9894227676736906
normal,4,490078,HetLDC,2.4540147526313163,0.9858728814374655
normal,4,490079,FH_PAC,2.080440410596626,0.9624964072610639
normal,4,490079,CP_PAC,2.5830120826234224,0.9902058107154292
normal,4,490079,LDC_PAC,2.473249884461933,0.9866109512118717
normal,4,490079,HetLDC,2.3600396010891127,0.9817270156978768
normal,4,490088,FH_PAC,2.2982417865510385,0.9781102479241086
normal,4,490088,CP_PAC,2.6495368430504147,0.9919397816636126
normal,4,490088,LDC_PAC,2.5094988414884227,0.9879097387794955
normal,4,490088,HetLDC,2.3964611476278086,0.9834457516031139
normal,4,490089,FH_PAC,1.9673119264058847,0.9424438580679596
normal,4,490089,CP_PAC,2.414922934341723,0.9842614607280056
normal,4,490089,LDC_PAC,2.246298066906866,0.9753150776896315
normal,4,490089,HetLDC,2.1207073573482567,0.9660535630055729
normal,4,490086,FH_PAC,2.3463114959941507,0.9802587880099214
normal,4,490086,CP_PAC,2.9900026608530155,0.9972102498309681
normal,4,490086,LDC_PAC,2.9177436952882503,0.9964742597559353
normal,4,490086,HetLDC,2.813240198886024,0.9950954999764738
normal,4,490087,FH_PAC,1.9355440569770712,0.9466756261177561
normal,4,490087,CP_PAC,2.8471633086119756,0.9955889272648826
normal,4,490087,LDC_PAC,2.7400911803971155,0.9938577858101942
normal,4,490087,HetLDC,2.619056655005803,0.9911826697788613
normal,4,490094,FH_PAC,1.954258054917306,0.9492116197008952
normal,4,490094,CP_PAC,2.0321243167942913,0.957858927767419
normal,4,490094,LDC_PAC,1.82504385491564,0.932005588327703
normal,4,490094,HetLDC,1.6993825344455447,0.9107528693797979
normal,4,490095,FH_PAC,2.380253802501696,0.9804232621606718
normal,4,490095,CP_PAC,2.560790870954027,0.9895565799991684
normal,4,490095,LDC_PAC,2.425443428276563,0.9847103014875751
normal,4,490095,HetLDC,2.299348715357341,0.9785148543804365
normal,4,490092,FH_PAC,1.934397532496381,0.9452545813747234
normal,4,490092,CP_PAC,2.141923746874968,0.9678003813935714
normal,4,490092,LDC_PAC,1.9523589460693158,0.9491043964190728
normal,4,490092,HetLDC,1.835404955643663,0.9335542900010649
normal,4,490093,FH_PAC,1.9030242314391501,0.942955608756626
normal,4,490093,CP_PAC,2.0271297444647454,0.9573508543215383
normal,4,490093,LDC_PAC,1.8733472913416804,0.9389795565755521
normal,4,490093,HetLDC,1.7691444074338571,0.9231302212518868
normal,4,490090,FH_PAC,1.8793252524537891,0.9381840805126634
normal,4,490090,CP_PAC,3.0543190769243767,0.9977442797362401
normal,4,490090,LDC_PAC,2.967463115537751,0.9969973169304753
normal,4,490090,HetLDC,2.8593773015809223,0.9957552640994645
normal,4,490091,FH_PAC,2.2219058426177183,0.9727730215926121
normal,4,490091,CP_PAC,2.632675150553372,0.9915284669688542
normal,4,490091,LDC_PAC,2.5460093873756864,0.9891037741904694
normal,4,490091,HetLDC,2.4513921655364546,0.9857695181850901
normal,4,490100,FH_PAC,2.176051542876372,0.9675821726024783
normal,4,490100,CP_PAC,2.4961203005831125,0.987443998887126
normal,4,490100,LDC_PAC,2.350542735142217,0.9812539451082034
normal,4,490100,HetLDC,2.2366973254799967,0.9746938710693953
normal,4,490101,FH_PAC,2.056971501392485,0.9602669917687393
normal,4,490101,CP_PAC,2.426879517003857,0.9847706875218194
normal,4,490101,LDC_PAC,2.271609610043411,0.9768899000615292
normal,4,490101,HetLDC,2.14401728126606,0.967968497862087
normal,4,490104,FH_PAC,2.0564426687719193,0.9596695297552282
normal,4,490104,CP_PAC,2.453303990904728,0.9858449340465771
normal,4,490104,LDC_PAC,2.3102235383324254,0.9791242184639999
normal,4,490104,HetLDC,2.1913429143528473,0.9715730132423768
normal,4,490105,FH_PAC,1.9143168141998135,0.9438522213495039
normal,4,490105,CP_PAC,2.4827068654023385,0.9869611664252156
normal,4,490105,LDC_PAC,2.323865167122651,0.9798672783130873
normal,4,490105,HetLDC,2.210036248770714,0.9728973533391543
normal,4,490108,FH_PAC,2.1061559159849583,0.9646680938140487
normal,4,490108,CP_PAC,2.194288945146109,0.9717853563127643
normal,4,490108,LDC_PAC,2.078312509666897,0.9623194150021626
normal,4,490108,HetLDC,1.9743600054060921,0.9516591776865444
normal,4,490109,FH_PAC,1.9584327705577056,0.9497205715727628
normal,4,490109,CP_PAC,2.3716209768194374,0.9822897521512564
normal,4,490109,LDC_PAC,2.219886469261018,0.9735735247743871
normal,4,490109,HetLDC,2.1026502818293955,0.9645036488798879
normal,4,490096,FH_PAC,2.2900964797908725,0.9778216195235049
normal,4,490096,CP_PAC,2.493712479628574,0.9873585102505236
normal,4,490096,LDC_PAC,2.3045340496104494,0.9788073167429774
normal,4,490096,HetLDC,2.21449984406488,0.9732055865780451
normal,4,490097,FH_PAC,2.02520770578521,0.9571357464187956
normal,4,490097,CP_PAC,2.273510136743291,0.977004544032581
normal,4,490097,LDC_PAC,2.1147595861694515,0.9655495570463855
normal,4,490097,HetLDC,2.0011206522524683,0.954620610765736
normal,4,490106,FH_PAC,1.9437250012325578,0.943296989939774
normal,4,490106,CP_PAC,2.6279807943895657,0.9914106635008657
normal,4,490106,LDC_PAC,2.5291513750471792,0.9885661298358341
normal,4,490106,HetLDC,2.4205459733529837,0.984502780433294
normal,4,490107,FH_PAC,1.6150522055677727,0.8912395049332333
normal,4,490107,CP_PAC,1.9670675099344537,0.9508245716836623
normal,4,490107,LDC_PAC,1.6783978231883319,0.9067305377065038
normal,4,490107,HetLDC,1.5651364041347129,0.8824490707141583
normal,4,490102,FH_PAC,1.8423716854220291,0.9340986167761438
normal,4,490102,CP_PAC,2.288711114696703,0.9779038571935486
normal,4,490102,LDC_PAC,2.128899137749449,0.966737393857722
normal,4,490102,HetLDC,2.0145853909482554,0.9560518905368531
normal,4,490103,FH_PAC,2.2399467464477323,0.9748117796614263
normal,4,490103,CP_PAC,2.5191012860639463,0.9882345193140376
