shape,regime,method,reps,mean_cov,sd_cov,pr_cov_ge_90,q05_cov,width
normal,common,CP_PAC,2000,0.9835396099999999,0.01002637695953116,1.0,0.964736025,4.913465901968013
normal,common,CP_k102,2000,0.97025961925,0.014137138008564218,0.9995,0.9433422000000001,4.42462420064709
normal,common,FH_PAC,2000,0.9551618322500001,0.01928170622677731,0.9895,0.9197487,4.107651463635053
normal,common,FH_boot,2000,0.9043912217500001,0.036932953523251794,0.5935,0.8376579249999999,3.429680996757805
normal,common,FH_normal,2000,0.903566771,0.03486492730766326,0.5955,0.838033375,3.3992553785442894
normal,common,LDC_PAC,2000,0.9741438929999999,0.01761930758034652,0.9945,0.9414926,4.599609337624734
normal,common,LDC_k102,2000,0.9505150472499999,0.027082614040838726,0.948,0.898995375,4.03061386730004
normal,common,noisy_CP,2000,0.9602012915,0.01658611821406634,0.996,0.929575425,4.172993316670598
normal,hetero,CP_PAC,2000,0.9837455547499999,0.01007838296604334,1.0,0.963737,4.930789862755353
normal,hetero,CP_k102,2000,0.97006204925,0.014433752235480801,0.999,0.9428196,4.420486822452563
normal,hetero,FH_PAC,2000,0.9520443574999999,0.01950191675552722,0.9845,0.91641375,4.038678905750818
normal,hetero,FH_boot,2000,0.903317757,0.03536903034430969,0.576,0.8391923000000001,3.4124101615678257
normal,hetero,FH_normal,2000,0.9038270865,0.03187214611294539,0.597,0.84680105,3.3901456296747003
normal,hetero,LDC_PAC,2000,0.974531778,0.01732016675271595,0.997,0.939884075,4.618402619226903
normal,hetero,LDC_k102,2000,0.95015491875,0.027464794051902705,0.9465,0.8984130499999999,4.0246765453349695
normal,hetero,noisy_CP,2000,0.9596973965,0.017095563021821022,0.996,0.928303425,4.164742384410141
shifted_normal,common,CP_PAC,2000,0.98228824675,0.01029921032431087,1.0,0.96216375,5.055649096835394
shifted_normal,common,CP_k102,2000,0.9680709542500001,0.01482213987994285,0.9995,0.939994675,4.550312071662917
shifted_normal,common,FH_PAC,2000,0.95557410025,0.01969148714723217,0.986,0.9189527000000001,4.116102505926784
shifted_normal,common,FH_boot,2000,0.90491300525,0.03847119636900611,0.616,0.834162075,3.4376509665485484
shifted_normal,common,FH_normal,2000,0.9043314317500001,0.03548977304760066,0.608,0.8396144999999999,3.4079262730767628
shifted_normal,common,LDC_PAC,2000,0.97348446025,0.016973469257030353,0.9965,0.9398704999999999,4.7618759666545705
shifted_normal,common,LDC_k102,2000,0.9495904037499999,0.026553212408034627,0.943,0.8979887750000001,4.1806935168703
shifted_normal,common,noisy_CP,2000,0.9575159225,0.017695194438239362,0.994,0.9239336499999999,4.2961303907794886
shifted_normal,hetero,CP_PAC,2000,0.9823790637499998,0.010683045497064829,1.0,0.962062575,5.074979340197602
shifted_normal,hetero,CP_k102,2000,0.9681759965000001,0.014897870424194048,0.9995,0.9395725,4.558201668410073
shifted_normal,hetero,FH_PAC,2000,0.9519028845,0.020162898616157908,0.9795,0.91332645,4.042362917255076
shifted_normal,hetero,FH_boot,2000,0.90331034825,0.03623646878151172,0.578,0.8369342500000001,3.4142555459593624
shifted_normal,hetero,FH_normal,2000,0.90365851975,0.032804945342348034,0.6065,0.8439581500000001,3.392936332269098
shifted_normal,hetero,LDC_PAC,2000,0.97369474675,0.017304078221145765,0.996,0.939939075,4.782279330340135
shifted_normal,hetero,LDC_k102,2000,0.9498947985,0.026199046560332746,0.948,0.8989577249999999,4.1890921376876085
shifted_normal,hetero,noisy_CP,2000,0.9573000805,0.018469650436686573,0.992,0.9225957499999999,4.298106207879553
t3_not_LC,common,CP_PAC,2000,0.9712766487500001,0.009141389694106593,1.0,0.95450755,4.695465258848839
t3_not_LC,common,CP_k102,2000,0.9598263340000001,0.010948407881948808,1.0,0.940164175,4.0908293651665275
t3_not_LC,common,FH_PAC,2000,0.95442180575,0.0165537176292462,0.998,0.9250447500000001,4.017309086892248
t3_not_LC,common,FH_boot,2000,0.92567111625,0.0303636160663206,0.821,0.87021005,3.3287656204113016
t3_not_LC,common,FH_normal,2000,0.9246731707500001,0.03074144404698267,0.808,0.87110695,3.2974625831211015
t3_not_LC,common,LDC_PAC,2000,0.9634543655,0.014912135754639311,0.9985,0.9344788,4.340413012983196
t3_not_LC,common,LDC_k102,2000,0.94297061375,0.02251329679172182,0.95,0.900039425,3.61423102005468
t3_not_LC,common,noisy_CP,2000,0.952103058,0.012340468853578824,0.9985,0.930944275,3.8033967398015793
t3_not_LC,hetero,CP_PAC,2000,0.97267453,0.009206023102541741,1.0,0.9559152,4.799232363995732
t3_not_LC,hetero,CP_k102,2000,0.960488083,0.011817680830199436,1.0,0.93870715,4.1325934243964895
t3_not_LC,hetero,FH_PAC,2000,0.9496284545,0.01966479811430486,0.9845,0.913714475,3.8891002636419105
t3_not_LC,hetero,FH_boot,2000,0.9216832150000001,0.03238304439451151,0.778,0.8646767999999999,3.2692435342311508
t3_not_LC,hetero,FH_normal,2000,0.92123873525,0.03223348513691264,0.776,0.8618049,3.2458467230759083
t3_not_LC,hetero,LDC_PAC,2000,0.9656004150000002,0.014858694106163748,0.9965,0.9383442750000001,4.4579408619726815
t3_not_LC,hetero,LDC_k102,2000,0.94384924,0.024919140415967104,0.9455,0.89835365,3.6616416639231857
t3_not_LC,hetero,noisy_CP,2000,0.952418074,0.013278384576568629,0.997,0.92832985,3.825889939614765
trunc_exp,common,CP_PAC,2000,0.96706372,0.011508898597598943,1.0,0.947561875,4.993446056092731
trunc_exp,common,CP_k102,2000,0.9531237250000001,0.011567756907934464,1.0,0.93367645,4.397233495994284
trunc_exp,common,FH_PAC,2000,0.943939427,0.01669897418592987,0.988,0.914141775,4.102078772991664
trunc_exp,common,FH_boot,2000,0.91956785175,0.024067437824109063,0.8115,0.8754010750000001,3.4333098870997967
trunc_exp,common,FH_normal,2000,0.9184322312500001,0.021954310552179935,0.8155,0.8782385500000001,3.395831355044424
trunc_exp,common,LDC_PAC,2000,0.959569622,0.015101519015289508,1.0,0.93264735,4.686219345215763
trunc_exp,common,LDC_k102,2000,0.9405563662499999,0.016708665269742046,0.9885,0.91156125,3.9937146098001177
trunc_exp,common,noisy_CP,2000,0.945025174,0.011493904661467637,1.0,0.925786125,4.108769801619647
trunc_exp,hetero,CP_PAC,2000,0.9692362384999998,0.011847201151672147,1.0,0.94870575,5.106372335607188
trunc_exp,hetero,CP_k102,2000,0.954495175,0.012550467302101765,1.0,0.932883825,4.456790889660652
trunc_exp,hetero,FH_PAC,2000,0.9415739145,0.018076273642224607,0.9755,0.9075345,4.027378434989558
trunc_exp,hetero,FH_boot,2000,0.91810719625,0.02523695256147037,0.781,0.869550875,3.3985568172942986
trunc_exp,hetero,FH_normal,2000,0.91782835175,0.022536396683357166,0.808,0.87633065,3.3773572951203885
trunc_exp,hetero,LDC_PAC,2000,0.9622971414999999,0.015393632841560116,1.0,0.93499565,4.810612228390208
trunc_exp,hetero,LDC_k102,2000,0.94231565975,0.01814627696949933,0.9795,0.9100347750000001,4.060455710298418
trunc_exp,hetero,noisy_CP,2000,0.945749832,0.012971793188030425,1.0,0.923891,4.142291774209849
trunc_laplace,common,CP_PAC,2000,0.98655303825,0.015093886505207264,1.0,0.956898675,4.975127927171084
trunc_laplace,common,CP_k102,2000,0.9660084415,0.02024305015367224,0.9945,0.930368725,4.482543227928748
trunc_laplace,common,FH_PAC,2000,0.94369490675,0.02350917613533512,0.9515,0.9008387250000001,4.122122755765982
trunc_laplace,common,FH_boot,2000,0.8878587602499999,0.0355852442354699,0.39,0.823267525,3.441398419217978
trunc_laplace,common,FH_normal,2000,0.8868007787500001,0.0328588617781962,0.376,0.8262686749999999,3.4140476705733076
trunc_laplace,common,LDC_PAC,2000,0.9733027487500001,0.023502651071606696,0.992,0.929170525,4.669974770088549
trunc_laplace,common,LDC_k102,2000,0.9417526352499999,0.030886690111759502,0.908,0.885768325,4.099487205541729
trunc_laplace,common,noisy_CP,2000,0.9513614397500001,0.022065251021636235,0.9805,0.91385185,4.22599655740339
trunc_laplace,hetero,CP_PAC,2000,0.986371243,0.015647074040862116,1.0,0.95525295,4.986750177458603
trunc_laplace,hetero,CP_k102,2000,0.96600533325,0.02085376358249505,0.998,0.9286757,4.487681356332827
trunc_laplace,hetero,FH_PAC,2000,0.93657079825,0.02522067975794662,0.917,0.8918003,4.019474735424714
trunc_laplace,hetero,FH_boot,2000,0.8840064915,0.03580615151963418,0.3445,0.8226495,3.4001862734835258
trunc_laplace,hetero,FH_normal,2000,0.8828557025,0.032705191431071236,0.32,0.826111975,3.3720633556717607
trunc_laplace,hetero,LDC_PAC,2000,0.97323648325,0.024494121922626143,0.988,0.926409,4.681600551436255
trunc_laplace,hetero,LDC_k102,2000,0.94178316625,0.031619786391090546,0.9015,0.8845954,4.1044487952092465
trunc_laplace,hetero,noisy_CP,2000,0.95114108025,0.022725792169175165,0.9795,0.9116858750000001,4.225398068747853
