condition,seed,method,half,cov
api99_n3,70025,CP_PAC,39.93471055543724,0.9904761904761905
api99_n3,70025,LDC_PAC,38.432901918088774,0.9904761904761905
api99_n3,70025,HetLDC,36.78454672926461,0.9904761904761905
api99_n3,70022,FH_PAC,31.735662156777092,0.9523809523809523
api99_n3,70022,CP_PAC,37.15724365743275,0.9714285714285714
api99_n3,70022,LDC_PAC,35.38940541706739,0.9714285714285714
api99_n3,70022,HetLDC,33.68014571584418,0.9714285714285714
api99_n3,70023,FH_PAC,27.49943430060521,0.9238095238095239
api99_n3,70023,CP_PAC,34.962637728060635,0.9714285714285714
api99_n3,70023,LDC_PAC,33.64781183864805,0.9619047619047619
api99_n3,70023,HetLDC,31.984389929765825,0.9619047619047619
api99_n3,70004,FH_PAC,28.506877472835292,0.9523809523809523
api99_n3,70004,CP_PAC,38.94652699169095,0.9809523809523809
api99_n3,70004,LDC_PAC,37.48188057714763,0.9714285714285714
api99_n3,70004,HetLDC,35.82947289153952,0.9714285714285714
api99_n3,70005,FH_PAC,26.579219180480123,0.9142857142857143
api99_n3,70005,CP_PAC,39.93761819950644,0.9904761904761905
api99_n3,70005,LDC_PAC,38.43570021555406,0.9904761904761905
api99_n3,70005,HetLDC,36.56497908255783,0.9809523809523809
api99_n3,70000,FH_PAC,30.74581148752791,0.9619047619047619
api99_n3,70000,CP_PAC,39.55148112473705,1.0
api99_n3,70000,LDC_PAC,37.66973172911383,1.0
api99_n3,70000,HetLDC,35.85303977762096,1.0
api99_n3,70001,FH_PAC,27.654360882482596,0.9428571428571428
api99_n3,70001,CP_PAC,35.00100707708172,0.9904761904761905
api99_n3,70001,LDC_PAC,33.33575657215665,0.9904761904761905
api99_n3,70001,HetLDC,31.736571409154205,0.9714285714285714
api99_n3,70026,FH_PAC,34.65418768887213,0.9904761904761905
api99_n3,70026,CP_PAC,43.45114935983175,1.0
api99_n3,70026,LDC_PAC,42.21552490280798,1.0
api99_n3,70026,HetLDC,40.50108492505943,1.0
api99_n3,70027,FH_PAC,30.574089018044262,0.9619047619047619
api99_n3,70027,CP_PAC,34.604548357689396,0.9714285714285714
api99_n3,70027,LDC_PAC,32.586358007682094,0.9714285714285714
api99_n3,70027,HetLDC,30.98072349517481,0.9619047619047619
api99_n3,70014,FH_PAC,29.064790160975342,0.9619047619047619
api99_n3,70014,CP_PAC,38.436436266676914,0.9619047619047619
api99_n3,70014,LDC_PAC,36.80312306519952,0.9619047619047619
api99_n3,70014,HetLDC,35.12515694501102,0.9619047619047619
api99_n3,70015,FH_PAC,31.618788827173947,0.9523809523809523
api99_n3,70015,CP_PAC,42.897038913306424,1.0
api99_n3,70015,LDC_PAC,41.67717174762491,1.0
api99_n3,70015,HetLDC,39.83814325677973,0.9904761904761905
api99_n3,70028,FH_PAC,29.450246429546894,0.9619047619047619
api99_n3,70028,CP_PAC,45.531193815540725,0.9904761904761905
api99_n3,70028,LDC_PAC,44.032339823020784,0.9904761904761905
api99_n3,70028,HetLDC,42.14884098497809,0.9904761904761905
api99_n3,70029,FH_PAC,24.96616849244128,0.8857142857142857
api99_n3,70029,CP_PAC,31.660101537542726,0.9523809523809523
api99_n3,70029,LDC_PAC,28.43382822574956,0.9142857142857143
api99_n3,70029,HetLDC,26.426887949232857,0.8952380952380953
api99_n3,70030,FH_PAC,26.19188078066524,0.9333333333333333
api99_n3,70030,CP_PAC,28.422097256629513,0.9619047619047619
api99_n3,70030,LDC_PAC,25.52578772535659,0.9238095238095239
api99_n3,70030,HetLDC,23.708000412047408,0.9047619047619048
api99_n3,70031,FH_PAC,29.104963108915477,0.9619047619047619
api99_n3,70031,CP_PAC,40.78025169099434,0.9904761904761905
api99_n3,70031,LDC_PAC,39.437795279448366,0.9904761904761905
api99_n3,70031,HetLDC,37.68470126264377,0.9809523809523809
api99_n3,70032,FH_PAC,29.913568676192792,0.9238095238095239
api99_n3,70032,CP_PAC,38.61224536342282,0.9619047619047619
api99_n3,70032,LDC_PAC,36.360319975491606,0.9619047619047619
api99_n3,70032,HetLDC,34.49902497714453,0.9428571428571428
api99_n3,70033,FH_PAC,27.65259568385154,0.9428571428571428
api99_n3,70033,CP_PAC,36.27930517724178,0.9809523809523809
api99_n3,70033,LDC_PAC,34.73765683931331,0.9809523809523809
api99_n3,70033,HetLDC,33.04978321926128,0.9809523809523809
api99_n3,70056,FH_PAC,30.159903933544726,0.9523809523809523
api99_n3,70056,CP_PAC,38.101089465683835,0.9809523809523809
api99_n3,70056,LDC_PAC,36.288345668592626,0.9809523809523809
api99_n3,70056,HetLDC,34.55753406394988,0.9809523809523809
api99_n3,70057,FH_PAC,28.46730293180356,0.9142857142857143
api99_n3,70057,CP_PAC,33.74907421637405,0.9523809523809523
api99_n3,70057,LDC_PAC,31.780776430744044,0.9428571428571428
api99_n3,70057,HetLDC,29.894975033115184,0.9333333333333333
api99_n3,70046,FH_PAC,25.6091158646709,0.9047619047619048
api99_n3,70046,CP_PAC,34.775998365966224,0.9714285714285714
api99_n3,70046,LDC_PAC,32.747808788440146,0.9714285714285714
api99_n3,70046,HetLDC,30.967684078175868,0.9714285714285714
api99_n3,70047,FH_PAC,34.649121664455656,0.9904761904761905
api99_n3,70047,CP_PAC,38.552417333084655,1.0
api99_n3,70047,LDC_PAC,36.71820061215955,1.0
api99_n3,70047,HetLDC,34.87854730074869,0.9904761904761905
api99_n3,70048,FH_PAC,30.45473188057147,0.9523809523809523
api99_n3,70048,CP_PAC,37.68493605945449,0.9714285714285714
api99_n3,70048,LDC_PAC,36.083557015474256,0.9714285714285714
api99_n3,70048,HetLDC,34.36995994252507,0.9714285714285714
api99_n3,70049,FH_PAC,27.059764506885372,0.9238095238095239
api99_n3,70049,CP_PAC,35.36048943271536,0.9714285714285714
api99_n3,70049,LDC_PAC,33.29821143945891,0.9523809523809523
api99_n3,70049,HetLDC,31.490534406576035,0.9523809523809523
api99_n3,70044,FH_PAC,23.716955122731285,0.8666666666666667
api99_n3,70044,CP_PAC,34.903999729526355,0.9809523809523809
api99_n3,70044,LDC_PAC,32.256106708929075,0.9619047619047619
api99_n3,70044,HetLDC,30.40822180463188,0.9619047619047619
api99_n3,70045,FH_PAC,24.989475131726195,0.9523809523809523
api99_n3,70045,CP_PAC,32.508597491426066,0.9809523809523809
api99_n3,70045,LDC_PAC,30.042424872987258,0.9714285714285714
api99_n3,70045,HetLDC,28.20449693853784,0.9428571428571428
api99_n3,70042,FH_PAC,28.697437359776348,0.9238095238095239
api99_n3,70042,CP_PAC,34.676038373891856,0.9714285714285714
api99_n3,70042,LDC_PAC,32.84327913949824,0.9619047619047619
api99_n3,70042,HetLDC,31.294514308240466,0.9523809523809523
api99_n3,70043,FH_PAC,25.765543279411364,0.9619047619047619
api99_n3,70043,CP_PAC,36.16208601808879,0.9809523809523809
api99_n3,70043,LDC_PAC,34.441594608565985,0.9809523809523809
api99_n3,70043,HetLDC,32.6782888840841,0.9714285714285714
api99_n3,70040,FH_PAC,34.210088812266356,0.9714285714285714
api99_n3,70040,CP_PAC,39.155595306992495,0.9809523809523809
api99_n3,70040,LDC_PAC,37.29268105678209,0.9809523809523809
api99_n3,70040,HetLDC,35.49946855366226,0.9809523809523809
api99_n3,70041,FH_PAC,27.280584081594377,0.9428571428571428
api99_n3,70041,CP_PAC,36.22830409624961,0.9904761904761905
api99_n3,70041,LDC_PAC,34.31350177186374,0.9714285714285714
api99_n3,70041,HetLDC,32.53071578064584,0.9714285714285714
api99_n3,70034,FH_PAC,30.577180331627837,0.9904761904761905
api99_n3,70034,CP_PAC,37.322738929697984,1.0
api99_n3,70034,LDC_PAC,34.934858459934226,1.0
api99_n3,70034,HetLDC,33.13739169599744,0.9904761904761905
api99_n3,70035,FH_PAC,25.30435796706383,0.8761904761904762
api99_n3,70035,CP_PAC,35.38957187937164,0.9619047619047619
api99_n3,70035,LDC_PAC,33.51909971170932,0.9523809523809523
api99_n3,70035,HetLDC,31.723328276732353,0.9523809523809523
api99_n3,70050,FH_PAC,25.358783011760686,0.8476190476190476
api99_n3,70050,CP_PAC,32.96731823021745,0.9619047619047619
api99_n3,70050,LDC_PAC,30.049640547935088,0.9047619047619048
api99_n3,70050,HetLDC,28.036540576753996,0.8952380952380953
api99_n3,70051,FH_PAC,30.13078238830235,0.9714285714285714
api99_n3,70051,CP_PAC,37.43337781190746,0.9809523809523809
api99_n3,70051,LDC_PAC,35.45488280277247,0.9809523809523809
api99_n3,70051,HetLDC,33.73276837488487,0.9809523809523809
api99_n3,70038,FH_PAC,24.806309266587313,0.9238095238095239
api99_n3,70038,CP_PAC,34.06007433854344,0.9904761904761905
api99_n3,70038,LDC_PAC,31.68178911938226,0.9523809523809523
api99_n3,70038,HetLDC,29.881374073579952,0.9428571428571428
api99_n3,70039,FH_PAC,32.962032626807144,0.9714285714285714
api99_n3,70039,CP_PAC,43.968948790652725,1.0
api99_n3,70039,LDC_PAC,42.90635750998935,1.0
api99_n3,70039,HetLDC,41.19649859037318,0.9904761904761905
api99_n3,70054,FH_PAC,30.024804790343744,0.9714285714285714
api99_n3,70054,CP_PAC,35.366753835209714,0.9809523809523809
api99_n3,70054,LDC_PAC,33.30411049238904,0.9809523809523809
api99_n3,70054,HetLDC,31.595195677727844,0.9714285714285714
api99_n3,70055,FH_PAC,26.230209485065508,0.9428571428571428
api99_n3,70055,CP_PAC,35.74946935419958,0.9809523809523809
api99_n3,70055,LDC_PAC,34.04860909718529,0.9714285714285714
api99_n3,70055,HetLDC,32.22928890849727,0.9714285714285714
api99_n3,70036,FH_PAC,24.505082868216704,0.8761904761904762
api99_n3,70036,CP_PAC,32.23263235557022,0.9619047619047619
api99_n3,70036,LDC_PAC,29.981950447364284,0.9238095238095239
api99_n3,70036,HetLDC,28.300225932194568,0.9047619047619048
api99_n3,70037,FH_PAC,28.368154768037634,0.9428571428571428
api99_n3,70037,CP_PAC,35.28349825741149,0.9809523809523809
api99_n3,70037,LDC_PAC,33.60480760833156,0.9809523809523809
api99_n3,70037,HetLDC,31.89500242673058,0.9714285714285714
api99_n3,70052,FH_PAC,31.23651695053074,0.9142857142857143
api99_n3,70052,CP_PAC,36.230622847831306,0.9809523809523809
api99_n3,70052,LDC_PAC,34.50687064669518,0.9714285714285714
api99_n3,70052,HetLDC,32.73365100074302,0.9428571428571428
api99_n3,70053,FH_PAC,33.18815260082009,0.9619047619047619
api99_n3,70053,CP_PAC,41.01407621414137,0.9809523809523809
api99_n3,70053,LDC_PAC,39.47167630552654,0.9809523809523809
api99_n3,70053,HetLDC,37.67181849243195,0.9809523809523809
api99_n3,70058,FH_PAC,28.79559761734017,0.9714285714285714
api99_n3,70058,CP_PAC,46.63027736662381,1.0
api99_n3,70058,LDC_PAC,45.50337013987604,1.0
api99_n3,70058,HetLDC,43.80957486367571,1.0
api99_n3,70059,FH_PAC,26.29796593590022,0.8761904761904762
api99_n3,70059,CP_PAC,34.94149020451281,0.9714285714285714
api99_n3,70059,LDC_PAC,32.2907530752797,0.9523809523809523
api99_n3,70059,HetLDC,30.41161099473058,0.9333333333333333
api99_n3,70062,FH_PAC,32.10280170846006,0.9428571428571428
api99_n3,70062,CP_PAC,36.84090948564244,0.9904761904761905
api99_n3,70062,LDC_PAC,34.69229112366071,0.9714285714285714
api99_n3,70062,HetLDC,32.8686823508343,0.9523809523809523
api99_n3,70063,FH_PAC,28.586811091591986,0.9142857142857143
api99_n3,70063,CP_PAC,32.71645170302156,0.9904761904761905
api99_n3,70063,LDC_PAC,29.820976241208566,0.9333333333333333
api99_n3,70063,HetLDC,28.023034654659064,0.9333333333333333
api99_n3,70064,FH_PAC,29.8773574002309,0.9428571428571428
api99_n3,70064,CP_PAC,35.21468244633021,0.9904761904761905
api99_n3,70064,LDC_PAC,32.96167382815469,0.9809523809523809
api99_n3,70064,HetLDC,30.988061555306626,0.9523809523809523
api99_n3,70065,FH_PAC,30.393239539941476,0.9714285714285714
api99_n3,70065,CP_PAC,31.965636093529042,0.9714285714285714
api99_n3,70065,LDC_PAC,29.920498991584548,0.9619047619047619
api99_n3,70065,HetLDC,28.139742504233404,0.9619047619047619
api99_n3,70060,FH_PAC,29.49832460373184,0.9333333333333333
api99_n3,70060,CP_PAC,32.78693540967413,0.9619047619047619
api99_n3,70060,LDC_PAC,29.885221990122847,0.9428571428571428
api99_n3,70060,HetLDC,28.052379312077274,0.9238095238095239
api99_n3,70061,FH_PAC,33.662280512926046,0.9809523809523809
api99_n3,70061,CP_PAC,41.09748683469377,0.9904761904761905
api99_n3,70061,LDC_PAC,38.92532986293987,0.9904761904761905
api99_n3,70061,HetLDC,37.126588920635214,0.9904761904761905
api99_n3,70074,FH_PAC,28.232618344452455,0.9238095238095239
api99_n3,70074,CP_PAC,34.328832037480915,0.9523809523809523
api99_n3,70074,LDC_PAC,31.931780492193568,0.9428571428571428
api99_n3,70074,HetLDC,30.239393722835597,0.9333333333333333
api99_n3,70075,FH_PAC,30.84787756374461,0.9714285714285714
api99_n3,70075,CP_PAC,36.98965290122461,0.9904761904761905
api99_n3,70075,LDC_PAC,35.034610424896734,0.9904761904761905
api99_n3,70075,HetLDC,33.26791304959042,0.9714285714285714
api99_n3,70080,FH_PAC,26.23905271827156,0.9619047619047619
api99_n3,70080,CP_PAC,31.543846773711834,0.9904761904761905
api99_n3,70080,LDC_PAC,28.752149338624875,0.9714285714285714
api99_n3,70080,HetLDC,26.91150044667491,0.9714285714285714
api99_n3,70081,FH_PAC,27.719364506006034,0.9333333333333333
api99_n3,70081,CP_PAC,32.80527332642362,0.9714285714285714
api99_n3,70081,LDC_PAC,30.514606081035797,0.9619047619047619
api99_n3,70081,HetLDC,28.602418799046543,0.9428571428571428
api99_n3,70078,FH_PAC,26.803946049768456,0.9047619047619048
api99_n3,70078,CP_PAC,33.83817106804948,0.9714285714285714
api99_n3,70078,LDC_PAC,31.864677017338696,0.9619047619047619
api99_n3,70078,HetLDC,30.206498244048223,0.9333333333333333
api99_n3,70079,FH_PAC,30.279868086860674,0.9714285714285714
api99_n3,70079,CP_PAC,32.700939359927474,0.9809523809523809
api99_n3,70079,LDC_PAC,30.016606644797662,0.9809523809523809
api99_n3,70079,HetLDC,28.151208080792475,0.9619047619047619
api99_n3,70070,FH_PAC,26.898394130429548,0.9142857142857143
api99_n3,70070,CP_PAC,34.1187962110918,0.9619047619047619
api99_n3,70070,LDC_PAC,31.530470430132453,0.9428571428571428
api99_n3,70070,HetLDC,29.78644744357543,0.9238095238095239
api99_n3,70071,FH_PAC,27.244404577462785,0.9428571428571428
api99_n3,70071,CP_PAC,39.72090644201472,0.9904761904761905
api99_n3,70071,LDC_PAC,37.83109626132544,0.9904761904761905
api99_n3,70071,HetLDC,35.794393558772555,0.9904761904761905
api99_n3,70082,FH_PAC,29.3619710088059,0.9619047619047619
api99_n3,70082,CP_PAC,31.395895933623137,0.9619047619047619
api99_n3,70082,LDC_PAC,28.81869074548378,0.9619047619047619
api99_n3,70082,HetLDC,27.057228681857538,0.9238095238095239
api99_n3,70083,FH_PAC,29.460251925424732,0.9714285714285714
api99_n3,70083,CP_PAC,39.54379244652031,1.0
api99_n3,70083,LDC_PAC,38.419281868773375,1.0
api99_n3,70083,HetLDC,36.84429527647925,1.0
api99_n3,70068,FH_PAC,31.751613373162364,0.9523809523809523
api99_n3,70068,CP_PAC,40.46424745511234,0.9809523809523809
api99_n3,70068,LDC_PAC,38.942524736037335,0.9809523809523809
api99_n3,70068,HetLDC,37.128093348836536,0.9809523809523809
api99_n3,70069,FH_PAC,30.48190715906815,0.9714285714285714
api99_n3,70069,CP_PAC,33.13697395540282,0.9809523809523809
api99_n3,70069,LDC_PAC,31.016895547325042,0.9714285714285714
api99_n3,70069,HetLDC,29.318270525967204,0.9619047619047619
api99_n3,70066,FH_PAC,28.585883283737587,0.9523809523809523
api99_n3,70066,CP_PAC,36.450331838470255,0.9809523809523809
api99_n3,70066,LDC_PAC,34.324492564090065,0.9619047619047619
api99_n3,70066,HetLDC,32.663267313621404,0.9428571428571428
api99_n3,70067,FH_PAC,29.419341512188243,0.9619047619047619
api99_n3,70067,CP_PAC,31.84584411316621,0.9714285714285714
api99_n3,70067,LDC_PAC,29.231703881505116,0.9619047619047619
api99_n3,70067,HetLDC,27.225619660910407,0.9428571428571428
api99_n3,70076,FH_PAC,34.45841216496926,0.9714285714285714
api99_n3,70076,CP_PAC,37.48730849608322,0.9904761904761905
api99_n3,70076,LDC_PAC,35.89432741350582,0.9904761904761905
api99_n3,70076,HetLDC,34.23036744541127,0.9904761904761905
api99_n3,70077,FH_PAC,29.2750591668533,0.9333333333333333
api99_n3,70077,CP_PAC,33.33421136748897,0.9523809523809523
api99_n3,70077,LDC_PAC,31.00661039399433,0.9333333333333333
api99_n3,70077,HetLDC,29.304538291198348,0.9238095238095239
api99_n3,70072,FH_PAC,32.487911141100184,0.9714285714285714
api99_n3,70072,CP_PAC,38.73986882553853,1.0
api99_n3,70072,LDC_PAC,37.63821950007834,1.0
api99_n3,70072,HetLDC,36.10567367108341,0.9904761904761905
api99_n3,70073,FH_PAC,28.758248313263568,0.9523809523809523
api99_n3,70073,CP_PAC,34.54605343801544,0.9714285714285714
api99_n3,70073,LDC_PAC,32.720164397067535,0.9714285714285714
api99_n3,70073,HetLDC,31.06955296455701,0.9714285714285714
api99_n3,70084,FH_PAC,27.325949061620186,0.8857142857142857
api99_n3,70084,CP_PAC,34.567231834832796,0.9904761904761905
api99_n3,70084,LDC_PAC,32.74022343584525,0.9714285714285714
api99_n3,70084,HetLDC,31.04388053452313,0.9523809523809523
api99_n3,70085,FH_PAC,32.07610501721391,0.9714285714285714
api99_n3,70085,CP_PAC,40.90943609458892,1.0
api99_n3,70085,LDC_PAC,39.92078361854412,1.0
api99_n3,70085,HetLDC,38.39978863144215,1.0
api99_n3,70086,FH_PAC,33.37629947847211,0.9714285714285714
api99_n3,70086,CP_PAC,37.554598732968884,0.9809523809523809
api99_n3,70086,LDC_PAC,35.958758227330684,0.9714285714285714
api99_n3,70086,HetLDC,34.28655185856746,0.9714285714285714
api99_n3,70087,FH_PAC,30.219424291517456,0.9714285714285714
api99_n3,70087,CP_PAC,35.39179076659972,1.0
api99_n3,70087,LDC_PAC,33.70794786132305,0.9904761904761905
api99_n3,70087,HetLDC,32.03556035266461,0.9809523809523809
api99_n3,70088,FH_PAC,29.97848948131002,0.9238095238095239
api99_n3,70088,CP_PAC,37.24458197666369,0.9809523809523809
api99_n3,70088,LDC_PAC,35.47258842214184,0.9714285714285714
api99_n3,70088,HetLDC,33.89200809136278,0.9619047619047619
api99_n3,70089,FH_PAC,33.856672946854516,0.9809523809523809
api99_n3,70089,CP_PAC,40.522861122452206,0.9904761904761905
api99_n3,70089,LDC_PAC,38.99893414270638,0.9904761904761905
api99_n3,70089,HetLDC,37.15148115373693,0.9904761904761905
api99_n3,70090,FH_PAC,29.235283643059297,0.9619047619047619
api99_n3,70090,CP_PAC,35.9019811797823,0.9904761904761905
api99_n3,70090,LDC_PAC,34.37636680145427,0.9809523809523809
api99_n3,70090,HetLDC,32.564020264239346,0.9714285714285714
api99_n3,70091,FH_PAC,24.356536162977758,0.8666666666666667
api99_n3,70091,CP_PAC,32.93615685113457,0.9333333333333333
api99_n3,70091,LDC_PAC,29.349682207506433,0.9047619047619048
api99_n3,70091,HetLDC,27.74401595356124,0.9047619047619048
api99_n3,70092,FH_PAC,32.82704637659955,0.9904761904761905
api99_n3,70092,CP_PAC,41.62143843276207,0.9904761904761905
api99_n3,70092,LDC_PAC,40.056197696876005,0.9904761904761905
api99_n3,70092,HetLDC,38.08287383091296,0.9904761904761905
api99_n3,70093,FH_PAC,32.511414900990076,0.9904761904761905
api99_n3,70093,CP_PAC,35.32095188822325,1.0
api99_n3,70093,LDC_PAC,33.2609797852195,1.0
api99_n3,70093,HetLDC,31.641016621102438,1.0
api99_n3,70094,FH_PAC,29.084219257144923,0.9619047619047619
api99_n3,70094,CP_PAC,39.61138810114934,1.0
api99_n3,70094,LDC_PAC,38.307409834179325,1.0
api99_n3,70094,HetLDC,36.577786121844156,1.0
api99_n3,70095,FH_PAC,33.090204486044115,0.9619047619047619
api99_n3,70095,CP_PAC,36.47616635824986,0.9809523809523809
api99_n3,70095,LDC_PAC,34.92615262547656,0.9714285714285714
api99_n3,70095,HetLDC,33.238226797767474,0.9619047619047619
api99_n3,70096,FH_PAC,28.872861622354527,0.9714285714285714
api99_n3,70096,CP_PAC,36.88224797872548,0.9904761904761905
api99_n3,70096,LDC_PAC,35.12749326740861,0.9904761904761905
api99_n3,70096,HetLDC,33.367019343365904,0.9904761904761905
api99_n3,70097,FH_PAC,27.168554094000257,0.9238095238095239
api99_n3,70097,CP_PAC,34.567110931189255,0.9809523809523809
api99_n3,70097,LDC_PAC,31.94477502452581,0.9809523809523809
api99_n3,70097,HetLDC,30.242306786011255,0.9619047619047619
api99_n3,70100,FH_PAC,25.392430076158313,0.9142857142857143
api99_n3,70100,CP_PAC,31.40115808211408,0.9619047619047619
api99_n3,70100,LDC_PAC,28.20127199963925,0.9142857142857143
api99_n3,70100,HetLDC,26.450287482201375,0.8952380952380953
api99_n3,70101,FH_PAC,27.849486899238908,0.9238095238095239
api99_n3,70101,CP_PAC,30.908840857113052,0.9523809523809523
api99_n3,70101,LDC_PAC,27.543124131296732,0.9428571428571428
api99_n3,70101,HetLDC,25.911759579769832,0.8952380952380953
api99_n3,70104,FH_PAC,29.744174613647935,0.9428571428571428
api99_n3,70104,CP_PAC,35.65607616001978,0.9714285714285714
api99_n3,70104,LDC_PAC,34.14091123939644,0.9714285714285714
api99_n3,70104,HetLDC,32.471374688723124,0.9428571428571428
api99_n3,70105,FH_PAC,28.828237748669704,0.9714285714285714
api99_n3,70105,CP_PAC,37.629009196423716,0.9904761904761905
api99_n3,70105,LDC_PAC,35.640174331776876,0.9904761904761905
api99_n3,70105,HetLDC,33.84793030285059,0.9904761904761905
api99_n3,70098,FH_PAC,28.826341195851107,0.9619047619047619
api99_n3,70098,CP_PAC,40.05445874032235,1.0
api99_n3,70098,LDC_PAC,38.352389490595414,0.9904761904761905
api99_n3,70098,HetLDC,36.51151634327172,0.9904761904761905
api99_n3,70099,FH_PAC,29.739581550358665,0.9619047619047619
api99_n3,70099,CP_PAC,32.89575266159503,0.9809523809523809
api99_n3,70099,LDC_PAC,30.59876758896647,0.9428571428571428
api99_n3,70099,HetLDC,28.628036944794946,0.9142857142857143
api99_n3,70106,FH_PAC,29.319762330820776,0.9238095238095239
api99_n3,70106,CP_PAC,37.74037713247105,0.9904761904761905
api99_n3,70106,LDC_PAC,35.74565605293988,0.9904761904761905
api99_n3,70106,HetLDC,33.95794562754391,0.9809523809523809
api99_n3,70107,FH_PAC,28.396558592248702,0.9619047619047619
api99_n3,70107,CP_PAC,31.76369989573838,0.9904761904761905
api99_n3,70107,LDC_PAC,28.952544992408555,0.9809523809523809
api99_n3,70107,HetLDC,26.75590964609732,0.9428571428571428
api99_n3,70114,FH_PAC,31.353718510538496,0.9809523809523809
api99_n3,70114,CP_PAC,35.14205738484801,1.0
api99_n3,70114,LDC_PAC,32.89369526290781,0.9904761904761905
api99_n3,70114,HetLDC,31.147443002790737,0.9904761904761905
api99_n3,70115,FH_PAC,32.99182675848285,0.9428571428571428
