p,q,x,L,U,tol,evals,beta,ell,seconds
0.9,0.9,0.032,0.986574869878785,0.9875614447486636,0.001,10748542,0.5634779709353328,1.836713524119131,22.187882661819458
0.9,0.9,0.0325,0.986224445630931,0.9872106700765618,0.001,10550466,0.570741828021614,1.835125727793397,21.553319931030273
0.9,0.9,0.033,0.9858714010975693,0.9861671625178986,0.0003,7922666,0.5779009477203308,1.833545013927318,18.727603912353516
0.9,0.9,0.0335,0.9855157585740014,0.9858114133015736,0.0003,7705032,0.5849585645525044,1.831970270253026,18.96709942817688
0.9,0.9,0.034,0.98515753962345,0.985453086885337,0.0003,7584082,0.5919176696792489,1.830401968620621,19.128485441207886
0.9,0.9,0.0345,0.9847967651090442,0.9850922041385769,0.0003,7376396,0.5987809803383832,1.8288394108579915,18.769484043121338
0.9,0.9,0.035,0.9844334552239737,0.9847287852605409,0.0003,7237704,0.6055528117056279,1.8272827395832951,18.007429838180542
0.9,0.9,0.0355,0.9840676295198892,0.9843628498087452,0.0003,7124514,0.6122341829138245,1.8257319045729028,18.552417993545532
0.9,0.9,0.036,0.9836993069336939,0.9839944167257739,0.0003,6958402,0.6188288622403395,1.8241863308858637,18.428364515304565
0.9,0.9,0.0365,0.9833285058128103,0.9836235043645541,0.0003,6813772,0.6253384525525352,1.8226461854391705,18.517812252044678
0.9,0.9,0.037,0.9829552439390722,0.9832501305122539,0.0003,6670616,0.6317665534980392,1.8211114039150302,18.92095184326172
0.9,0.9,0.0375,0.9825795385512981,0.9828743124128635,0.0003,6555220,0.6381143217028741,1.8195818742804573,17.866411924362183
0.9,0.9,0.038,0.9822014063666502,0.9824960667885602,0.0003,6429000,0.644384060681239,1.8180571037994184,18.110605716705322
0.9,0.9,0.0385,0.9818208636008444,0.9821154098599246,0.0003,6319076,0.6505784849236117,1.8165368907402606,17.72638726234436
0.9,0.9,0.039,0.9814379259873374,0.9817323573651335,0.0003,6200348,0.6566995054503548,1.8150219111120067,17.965296030044556
0.9,0.9,0.0395,0.9810526087954591,0.9813469245780977,0.0003,6100078,0.6627486917757296,1.8135113538725378,17.631568431854248
0.9,0.9,0.04,0.9806649268476832,0.9809591263257376,0.0003,5957248,0.668727712366253,1.812005242910162,17.779602527618408
0.9,0.9,0.0405,0.9802748945359775,0.9805689770043382,0.0003,5855588,0.6746392017540787,1.8105035804456124,17.73244071006775
0.9,0.9,0.041,0.9798825258373517,0.9801764905951028,0.0003,5786994,0.6804848889429622,1.809005990130158,18.23546266555786
0.9,0.9,0.0415,0.979487834328645,0.9797816806789436,0.0003,5651510,0.6862655221526259,1.8075128856140945,17.221025228500366
0.9,0.9,0.042,0.979090833200587,0.9793845604505471,0.0003,5535198,0.6919832706766917,1.8060235866630459,16.784091234207153
0.9,0.9,0.0425,0.9786915352711789,0.9789851427317602,0.0003,5459230,0.6976391788747881,1.8045383595716753,17.01671528816223
0.9,0.9,0.043,0.97828995299845,0.9785834399843495,0.0003,5411978,0.7032354147264644,1.803056929920345,16.583619594573975
0.9,0.9,0.0435,0.977886098492601,0.9781794643221488,0.0003,5361650,0.7087734048905343,1.8015790008118697,16.354432344436646
0.9,0.9,0.044,0.977479983527577,0.9777732275226353,0.0003,5224788,0.7142536941945663,1.8001049882542657,15.889146566390991
0.9,0.9,0.0445,0.9770716195521473,0.9773647410380129,0.0003,5147124,0.7196786573794661,1.7986347005323442,17.03011131286621
0.9,0.9,0.045,0.9766610177004084,0.9769540160057184,0.0003,5083780,0.7250491277750702,1.7971677757288524,15.868076086044312
0.9,0.9,0.0455,0.9762481888018938,0.9765410632585343,0.0003,4933300,0.7303661961039184,1.7957041462703296,15.442679643630981
0.9,0.9,0.046,0.9758331433911963,0.9761258933342136,0.0003,4881162,0.7356314342322209,1.7942440022363155,15.338080406188965
0.9,0.9,0.0465,0.9754158917171455,0.9757085164846606,0.0003,4828912,0.7408452839344831,1.7927872611327156,15.343661546707153
0.9,0.9,0.047,0.974996443751602,0.9752889426847274,0.0003,4828936,0.7460100935574255,1.7913330518425414,15.252733945846558
0.9,0.9,0.0475,0.9745748091979968,0.9748671816407561,0.0003,4734418,0.7511252293419596,1.7898827987712047,15.26201319694519
0.9,0.9,0.048,0.9741509974991455,0.9744432427983952,0.0003,4666124,0.7561929096256582,1.788434910991158,15.148672103881836
0.9,0.9,0.0485,0.973725017845211,0.9740171353505646,0.0003,4626974,0.7612138489685627,1.7869904986822438,14.961409330368042
0.9,0.9,0.049,0.9732968791810165,0.9735888682447708,0.0003,4463358,0.7661896701488049,1.7855484406133262,15.2477285861969
0.9,0.9,0.0495,0.972866590213064,0.9731584501901279,0.0003,4380460,0.7711204817483973,1.7841095903960285,15.160857677459717
0.9,0.9,0.05,0.9724341594164674,0.9727258896642923,0.0003,4397336,0.776007562979488,1.7826731378601728,14.929579257965088
0.9,0.9,0.0505,0.9719995950413616,0.9722911949198739,0.0003,4336356,0.7808518295177448,1.7812392571601687,15.129601240158081
0.9,0.9,0.051,0.9715629051192327,0.9718543739907685,0.0003,4216418,0.7856538622008743,1.7798083452826465,15.067135095596313
0.9,0.9,0.0515,0.9711240974689069,0.9714154346981476,0.0003,4206632,0.7904148768917938,1.778380012791179,14.896573305130005
0.9,0.9,0.052,0.9706831797023535,0.9709743846562642,0.0003,4109986,0.7951359587636666,1.776953786889392,14.707926273345947
0.9,0.9,0.0525,0.9702401592301724,0.9705312312779414,0.0003,4052004,0.7998162957529789,1.7755301967682986,14.476908445358276
0.9,0.9,0.053,0.9697950432670112,0.9700859817799913,0.0003,4001106,0.8044585933197559,1.7741087447849244,14.76746416091919
0.9,0.9,0.0535,0.9693478388366163,0.9696386431882673,0.0003,3988844,0.8090631689967483,1.7726896345916594,14.546075820922852
0.9,0.9,0.054,0.9688985527768544,0.9691892223426875,0.0003,3959978,0.8136297586272544,1.7712731527085839,14.433165550231934
0.9,0.9,0.0545,0.9684471917443868,0.9687377259019101,0.0003,3951936,0.8181593997180102,1.7698581858973843,14.460341453552246
0.9,0.9,0.055,0.9679937622192893,0.9682841603479551,0.0003,3847152,0.8226535996748637,1.7684457507474973,14.803944110870361
0.9,0.9,0.0555,0.967538270509441,0.9678285319905938,0.0003,3708162,0.8271127054709834,1.7670356621871612,14.306604623794556
0.9,0.9,0.056,0.9670807227547692,0.9673708469715956,0.0003,3886268,0.8315368101735806,1.7656271515803788,14.37328815460205
0.9,0.9,0.0565,0.9666211249313433,0.9669111112688227,0.0003,3714260,0.835926185518953,1.7642209875870625,14.14408564567566
0.9,0.9,0.057,0.9661594828553496,0.9664493307002061,0.0003,3632194,0.8402830906658706,1.7628162191481054,14.468355894088745
0.9,0.9,0.0575,0.9656958021868162,0.9659855109274722,0.0003,3665584,0.8446068590140628,1.7614139374250033,14.184171199798584
0.9,0.9,0.058,0.9652300884333739,0.9655196574599039,0.0003,3708940,0.848898295667693,1.7600128599061655,14.236818313598633
0.9,0.9,0.0585,0.964762346953741,0.9650517756578271,0.0003,3636710,0.8531590336854578,1.7586144537567665,14.30318307876587
0.9,0.9,0.059,0.9642925829612123,0.9645818707361007,0.0003,3448170,0.8573873092610931,1.757216660941275,17.493509531021118
0.9,0.9,0.0595,0.9638208015268375,0.9641099477672955,0.0003,3523524,0.8615853984616798,1.755821188552654,17.371838092803955
0.9,0.9,0.06,0.9633470075827659,0.9636360116850408,0.0003,3512748,0.8657540014539947,1.7544272538519956,16.202677726745605
0.9,0.9,0.0605,0.9628712059252408,0.9631600672870183,0.0003,3353860,0.8698926663948923,1.75303495339976,16.161651849746704
0.9,0.9,0.061,0.9623934012176201,0.9626821192379853,0.0003,3384736,0.8740014551563922,1.7516439231724221,15.930888175964355
0.9,0.9,0.0615,0.9619135979932756,0.9622021720726736,0.0003,3322622,0.8780828162127081,1.750254677372061,15.499903440475464
0.9,0.9,0.062,0.9614318006583598,0.9617202301985572,0.0003,3391010,0.8821354501900226,1.7488671112588527,15.788141965866089
0.9,0.9,0.0625,0.9609480134945282,0.9612362978985766,0.0003,3295836,0.8861607309139179,1.7474807065517994,15.525129795074463
0.9,0.9,0.063,0.960462240661601,0.9607503793337995,0.0003,3208522,0.8901581255503667,1.7460957399139414,15.566514730453491
0.9,0.9,0.0635,0.9599744862000356,0.9602624785458955,0.0003,3236464,0.8941285586180364,1.7447121357331228,15.742709398269653
0.9,0.9,0.064,0.9594847540335022,0.9597725994597122,0.0003,3266554,0.8980732812402876,1.7433295325653502,15.397125005722046
0.9,0.9,0.0645,0.9589930479711156,0.9592807458855069,0.0003,3297060,0.9019914524560754,1.7419486054071736,15.20054030418396
0.9,0.9,0.065,0.9584993717099932,0.9587869215215062,0.0003,3109682,0.905884999275178,1.740568750564132,16.502278327941895
0.9,0.9,0.0655,0.9580037288372378,0.9582911299558889,0.0003,3218500,0.9097526853164235,1.7391897042994489,15.59235429763794
0.9,0.9,0.066,0.9575061228323689,0.9577933746692185,0.0003,3103238,0.9135969409770215,1.7378123578249485,15.720751523971558
0.9,0.9,0.0665,0.9570065570692993,0.95729365903642,0.0003,2975236,0.9174149794424334,1.7364361077528665,15.923988580703735
0.9,0.9,0.067,0.9565050348184847,0.9567919863289303,0.0003,3124354,0.9212101227572344,1.7350602774877635,15.771339654922485
0.9,0.9,0.0675,0.9560015592489807,0.9562883597167553,0.0003,3001378,0.924980892892674,1.7336862524833545,15.875136375427246
0.9,0.9,0.068,0.9554961334302455,0.9557827822702746,0.0003,3120740,0.9287285486512176,1.7323129566864846,16.316330909729004
0.9,0.9,0.0685,0.9549887603342352,0.9552752569623354,0.0003,2918136,0.9324536413033664,1.7309410779340935,15.765025854110718
0.9,0.9,0.069,0.954479442837198,0.9547657866700491,0.0003,2943562,0.9361553902454206,1.729569475761906,15.56973147392273
0.9,0.9,0.0695,0.9539681837214459,0.9542543741765622,0.0003,2887904,0.9398352004553283,1.7281986605480888,15.149534940719604
0.9,0.9,0.07,0.9534549856772659,0.9537410221729691,0.0003,2904966,0.9434937207416116,1.7268296288802703,16.071064949035645
0.9,0.9,0.0705,0.9529398513044731,0.9532257332598645,0.0003,2670188,0.9471300779024371,1.7254607649494114,15.156065940856934
0.9,0.9,0.071,0.9524227831142742,0.9527085099492084,0.0003,2869912,0.9507442576011611,1.7240928517196425,15.477498531341553
0.9,0.9,0.0715,0.9519037835308196,0.9521893546658788,0.0003,2800350,0.9543378902605153,1.7227256282201235,15.268068552017212
0.9,0.9,0.072,0.9513828548928696,0.9516682697493374,0.0003,2848052,0.9579110995094211,1.7213589775805571,16.761218786239624
0.9,0.9,0.0725,0.9508599994554306,0.9511452574552672,0.0003,2848422,0.961463609279664,1.7199938037112692,16.46100378036499
0.9,0.9,0.073,0.950335219391148,0.9506203199569653,0.0003,2686110,0.964995763741084,1.7186289328398023,14.636226415634155
0.9,0.9,0.0735,0.9498085167920274,0.9500934593470649,0.0003,2828620,0.9685080961752115,1.7172646081479304,15.173739910125732
0.9,0.9,0.074,0.9492798936708066,0.9495646776389077,0.0003,2765088,0.972001408573687,1.7159006434523623,15.28200888633728
0.9,0.9,0.0745,0.9487493519624486,0.9490339767680372,0.0003,2743276,0.9754741704320256,1.7145375242095995,15.446834087371826
0.9,0.9,0.075,0.9482168935255987,0.9485013585936564,0.0003,2645382,0.9789290577973362,1.7131750478068168,14.532285690307617
0.9,0.9,0.0755,0.9476825201439864,0.9479668249000295,0.0003,2607840,0.9823646702268315,1.7118132644625366,14.484208106994629
0.9,0.9,0.076,0.9471462335278149,0.9474303773978732,0.0003,2556134,0.985780939738078,1.7104520404631487,15.39133334159851
0.9,0.9,0.0765,0.9466080353151572,0.9468920177257517,0.0003,2557502,0.989179178261331,1.709090567136633,14.582146883010864
0.9,0.9,0.077,0.9460679270732114,0.9463517474513333,0.0003,2586440,0.9925599703968246,1.7077300781297091,14.25822138786316
0.9,0.9,0.0775,0.945525910299751,0.9458095680728409,0.0003,2472388,0.995922417645399,1.7063700754924753,15.042818546295166
0.9,0.9,0.078,0.9449819864243261,0.9452654810202533,0.0003,2474128,0.9992662797238101,1.7050104979524774,14.29457688331604
0.9,0.9,0.0785,0.9444361568096078,0.9447194876566507,0.0003,2592534,1.0025936186446622,1.7036511461511772,14.573695182800293
0.9,0.9,0.079,0.9438884227526215,0.9441715892794473,0.0003,2437796,1.005903737421276,1.702292078278899,14.112571001052856
0.9,0.9,0.0795,0.9433387854860044,0.9436217871216501,0.0003,2463904,1.0091973157007679,1.700933238763677,13.990818977355957
0.9,0.9,0.08,0.9427872461792468,0.9430700823531005,0.0003,2413562,1.012473525706213,1.6995752256729533,14.868398427963257
0.9,0.9,0.0805,0.9422338059398996,0.9425164760816815,0.0003,2552100,1.015732922498078,1.6982168507836084,15.551121473312378
0.9,0.9,0.081,0.941678465814766,0.9419609693545103,0.0003,2409072,1.0189766835453704,1.6968592247270495,14.571068048477173
0.9,0.9,0.0815,0.9411212267911069,0.9414035631591442,0.0003,2410960,1.0222040416808222,1.6955015557232904,14.567917108535767
0.9,0.9,0.082,0.9405620897977843,0.9408442584247236,0.0003,2514618,1.025415878856845,1.6941440434428836,14.6912260055542
0.9,0.9,0.0825,0.9400010557064493,0.9402830560231612,0.0003,2486334,1.0286106103979529,1.6927862744617392,14.71297025680542
0.9,0.9,0.083,0.939438125332659,0.9397199567702588,0.0003,2532828,1.031790611002341,1.6914291137899327,14.73154091835022
0.9,0.9,0.0835,0.938873299437018,0.9391549614268491,0.0003,2436540,1.034955510741984,1.6900724300856331,14.536811828613281
0.9,0.9,0.084,0.9383065787262784,0.9385880706998962,0.0003,2430416,1.0381046196859758,1.688715139985534,14.37749195098877
0.9,0.9,0.0845,0.937737963854488,0.9380192852436443,0.0003,2304582,1.041239224684969,1.687358214774714,13.970000505447388
0.9,0.9,0.085,0.937167455424032,0.9374486056606592,0.0003,2350030,1.0443597219348368,1.686001437239039,13.95628309249878
0.9,0.9,0.0855,0.9365950539867294,0.9368760325029254,0.0003,2328522,1.0474647923885911,1.6846445354889097,14.92189073562622
0.9,0.9,0.086,0.9360207600449203,0.9363015662729337,0.0003,2232776,1.0505549660086624,1.6832875905444247,15.199547052383423
0.9,0.9,0.0865,0.9354445740524985,0.9357252074247142,0.0003,2431040,1.0536318379075706,1.6819309004005047,14.302993535995483
0.9,0.9,0.087,0.9348664964160096,0.9351469563649344,0.0003,2286194,1.0566937572445294,1.6805733681777983,14.320571899414062
0.9,0.9,0.0875,0.9342865274955718,0.9345668134538205,0.0003,2394394,1.059741875894477,1.6792164525672215,14.36208724975586
0.9,0.9,0.088,0.9337046676060311,0.9339847790063128,0.0003,2304616,1.06277674473548,1.677859211003553,14.84047269821167
0.9,0.9,0.0885,0.9331209170178814,0.9334008532929867,0.0003,2229142,1.065798121215954,1.6765017677710052,14.431710481643677
0.9,0.9,0.089,0.9325352759583078,0.9328150365410952,0.0003,2291940,1.0688053213413864,1.6751440049488293,14.863533735275269
0.9,0.9,0.0895,0.9319477446121803,0.9322273289355639,0.0003,2375960,1.071799623247418,1.6737863195113387,14.838075876235962
0.9,0.9,0.09,0.9313583231229979,0.9316377306199348,0.0003,2291584,1.074780675504133,1.6724284746805034,14.772027969360352
0.9,0.9,0.0905,0.9307670115938862,0.9310462416973644,0.0003,2251472,1.0777491429920774,1.6710704099527602,14.828808069229126
0.9,0.9,0.091,0.9301738100885483,0.9304528622315748,0.0003,2314528,1.0807045894864378,1.6697116967579315,14.698517322540283
0.9,0.9,0.0915,0.9295787186322072,0.9298575922477968,0.0003,2213080,1.0836470875216702,1.6683530487295841,15.315398454666138
0.9,0.9,0.092,0.9289817372125322,0.9292604317336959,0.0003,2179660,1.0865772225098203,1.6669938647175295,14.514976501464844
0.9,0.9,0.0925,0.9283828657805845,0.9286613806403187,0.0003,2085686,1.0894950183423948,1.6656347014443016,14.879045963287354
0.9,0.9,0.093,0.9277821042517144,0.9280604388829898,0.0003,2047574,1.0924015233574302,1.6642748241643313,14.256873846054077
0.9,0.9,0.0935,0.9271794525064496,0.9274576063422015,0.0003,1958162,1.0952945290952592,1.6629147455052218,14.17960524559021
0.9,0.9,0.094,0.9265749103913902,0.9268528828645075,0.0003,2079606,1.0981768885530936,1.6615544331386856,13.839942932128906
0.9,0.9,0.0945,0.9259684777201364,0.9262462682634524,0.0003,2014920,1.1010462601096633,1.6601931766184144,13.919259548187256
0.9,0.9,0.095,0.925360154274048,0.9256377623203302,0.0003,2026040,1.1039045599548236,1.6588317989011567,13.827829837799072
0.9,0.9,0.0955,0.924749939803191,0.9250273647851319,0.0003,2124402,1.1067517540434928,1.6574697775909941,14.156295537948608
0.9,0.9,0.096,0.9241378340271528,0.9244150753773609,0.0003,2008130,1.1095874185469048,1.6561075144645283,13.901172399520874
0.9,0.9,0.0965,0.9235238366358459,0.9238008937868366,0.0003,2202058,1.112410761089221,1.6547446254954283,14.215619564056396
0.9,0.9,0.097,0.9229079472903482,0.9231848196745353,0.0003,2166288,1.1152239658782608,1.6533813072226693,14.036537647247314
0.9,0.9,0.0975,0.922290165623702,0.9225668526733891,0.0003,2052480,1.118026673258136,1.6520168591377495,13.873416900634766
0.9,0.9,0.098,0.9216704912417196,0.9219469923890921,0.0003,1985062,1.1208178244862605,1.6506523542498504,13.98385500907898
0.9,0.9,0.0985,0.9210489237236932,0.9213252384008103,0.0003,2130908,1.1235983968598924,1.649287526135621,14.088987112045288
0.9,0.9,0.099,0.9204254626232716,0.9207015902620586,0.0003,2044430,1.1263686677578761,1.6479216680708866,13.768138647079468
0.9,0.9,0.0995,0.9198001074691088,0.9200760475013495,0.0003,2032298,1.1291289066492742,1.6465548482316892,13.784440279006958
0.9,0.9,0.1,0.9191728577656884,0.919448609623018,0.0003,1919364,1.13187794303774,1.6451877562850785,13.69630217552185
0.9,0.9,0.1005,0.9185437129939246,0.9188192761078227,0.0003,2100010,1.1346161105003638,1.6438196195942056,13.895191431045532
0.9,0.9,0.101,0.9179126726121035,0.9181880464138871,0.0003,1940658,1.1373456659407954,1.6424511942061653,13.167730331420898
0.9,0.9,0.1015,0.9172797360562672,0.917554919977084,0.0003,1838826,1.1400659151481123,1.6410818080041003,12.998360395431519
0.9,0.9,0.102,0.9166449027411566,0.9169198962119789,0.0003,2101234,1.142774015269467,1.6397116286901803,13.143747091293335
0.9,0.9,0.1025,0.9160081720608074,0.9162829745124257,0.0003,1959786,1.145474831356724,1.6383407860226493,13.168328762054443
0.9,0.9,0.103,0.9153695433891051,0.9156441542521219,0.0003,1983448,1.1481645245680416,1.6369690698067147,12.938230991363525
0.9,0.9,0.1035,0.9147290160805771,0.9150034347854012,0.0003,1825314,1.1508452972595413,1.6355961468088738,13.076417684555054
0.9,0.9,0.104,0.9140865894709289,0.9143608154477701,0.0003,2129766,1.1535163328844367,1.6342229188065989,13.683769226074219
0.9,0.9,0.1045,0.9134422628777009,0.9137162955565642,0.0003,2064974,1.1561795067034148,1.6328484112708488,13.089207887649536
0.9,0.9,0.105,0.9127960356008296,0.9130698744115098,0.0003,1977484,1.158831754552583,1.631473151497849,13.06572675704956
0.9,0.9,0.1055,0.9121479069232526,0.9124215512953296,0.0003,1983202,1.1614768587979571,1.6300970925038714,13.056813716888428
0.9,0.9,0.106,0.9114978761114743,0.9117713254743077,0.0003,1789400,1.1641117882958267,1.6287195878274097,13.338958024978638
0.9,0.9,0.1065,0.9108459424161369,0.9111191961988617,0.0003,1890736,1.166737832513229,1.6273422232147365,12.757006883621216
0.9,0.9,0.107,0.9101921050726336,0.9104651627041553,0.0003,1957442,1.169356263598694,1.6259626047769815,12.906517028808594
0.9,0.9,0.1075,0.909536363301339,0.9098092242103294,0.0003,1965172,1.1719654562305146,1.6245826544706572,13.080662488937378
0.9,0.9,0.108,0.9088787163084908,0.9091513799233834,0.0003,1879802,1.1745670716317103,1.6232010739560807,12.095993757247925
0.9,0.9,0.1085,0.9082191632865346,0.9084916290355206,0.0003,1854814,1.1771594464190727,1.6218187514884157,12.191425561904907
0.9,0.9,0.109,0.9075577034145759,0.9078299707256002,0.0003,1751184,1.1797446225525112,1.6204359635066845,12.241384744644165
0.9,0.9,0.1095,0.9068943358587925,0.9071664041595502,0.0003,2078052,1.1823212937160124,1.6190515776307373,12.518161058425903
0.9,0.9,0.11,0.9062290597730688,0.9065009284910007,0.0003,1898940,1.1848898681592395,1.6176658939219828,12.338135957717896
0.9,0.9,0.1105,0.9055618742992714,0.9058335428615611,0.0003,1786888,1.1874496668681596,1.6162790064990227,11.993746280670166
0.9,0.9,0.111,0.9048927785677833,0.9051642464013536,0.0003,1995258,1.19000280098404,1.6148912016162404,12.261921882629395
0.9,0.9,0.1115,0.9042217716978203,0.9044930382293296,0.0003,1820262,1.192548904298201,1.613502505292869,12.151568174362183
0.9,0.9,0.112,0.903548852797862,0.9038199174537014,0.0003,1735742,1.1950871169506263,1.6121122002234523,12.101169109344482
0.9,0.9,0.1125,0.9028740209660508,0.9031448831723407,0.0003,1629458,1.19761711104943,1.6107206522759998,12.166568756103516
0.9,0.9,0.113,0.9021972752905371,0.9024679344731242,0.0003,1603556,1.2001409208732619,1.6093280985597127,12.12169361114502
0.9,0.9,0.1135,0.9015186148498103,0.9017890704342653,0.0003,1800490,1.2026571579186618,1.6079343075264227,12.403271913528442
0.9,0.9,0.114,0.9008380387131475,0.9011082901247615,0.0003,1917148,1.2051654254706805,1.6065387302441578,12.231098890304565
0.9,0.9,0.1145,0.9001555459407268,0.9004255926045089,0.0003,1924522,1.2076683008984046,1.6051419839275602,12.201184034347534
0.9,0.9,0.115,0.8994711355840822,0.8997409769247574,0.0003,1759500,1.210163530110819,1.603743932122912,11.810123682022095
0.9,0.9,0.1155,0.8987848066863999,0.8990544421284058,0.0003,1894278,1.2126517094303944,1.6023447975894967,12.02391767501831
0.9,0.9,0.116,0.8980965582827213,0.8983659872502061,0.0003,1625152,1.2151332227841085,1.6009435500568643,11.593473672866821
0.9,0.9,0.1165,0.8974063894003463,0.8976756113171664,0.0003,1936232,1.2176083766828882,1.5995418322717914,12.381991147994995
0.9,0.9,0.117,0.8967142990588411,0.8969833133485587,0.0003,1853360,1.2200772515438134,1.5981384580403806,12.265210151672363
0.9,0.9,0.1175,0.8960202862705275,0.8962890923564086,0.0003,1748484,1.2225401392689175,1.5967336101009166,12.09519338607788
0.9,0.9,0.118,0.8953243500405705,0.8955929473455827,0.0003,1682724,1.2249958476476845,1.5953269897844253,11.723078966140747
0.9,0.9,0.1185,0.8946264893672291,0.8948948773140393,0.0003,1831338,1.2274463800185955,1.5939191265468924,12.221484661102295
0.9,0.9,0.119,0.8939267032419739,0.8941948812529464,0.0003,1506020,1.229889974793485,1.59250920304216,11.596719026565552
0.9,0.9,0.1195,0.8932249906499471,0.893492958147142,0.0003,1889092,1.2323283800196587,1.5910987898676272,11.996456146240234
0.9,0.9,0.12,0.8925213505696473,0.8927891069748182,0.0003,1495008,1.2347615110833259,1.5896863728540862,11.860216617584229
0.9,0.9,0.1205,0.891815781973559,0.892083326708151,0.0003,1747362,1.2371880946156577,1.5882722455854892,11.796040773391724
0.9,0.9,0.121,0.8911082838280538,0.8913756163132023,0.0003,1505824,1.2396082954159782,1.5868565321891654,11.852519035339355
0.9,0.9,0.1215,0.8903988550935379,0.8906659747500659,0.0003,1836910,1.242023515362308,1.5854391256230573,11.863647222518921
0.9,0.9,0.122,0.8896874947247285,0.8899544009731459,0.0003,1834554,1.2444333747750937,1.5840207295333053,11.861997604370117
0.9,0.9,0.1225,0.8889742016704933,0.8892408939309945,0.0003,1637210,1.246839013491423,1.5826000659604507,11.85232138633728
0.9,0.9,0.123,0.8882589748741947,0.8885254525666569,0.0003,1757536,1.2492376983590339,1.5811780554277062,11.698633432388306
0.9,0.9,0.1235,0.8875418132736368,0.8878080758176189,0.0003,1622410,1.2516326625121459,1.5797546852546749,11.773707389831543
0.9,0.9,0.124,0.8868227158011797,0.88708876261592,0.0003,1672552,1.254022086009591,1.5783292948163188,11.704572677612305
0.9,0.9,0.1245,0.8861016813838055,0.8863675118882206,0.0003,1636554,1.256406621420019,1.5769022452867445,11.473420143127441
0.9,0.9,0.125,0.8853787089432101,0.8856443225558931,0.0003,1613034,1.2587852990393102,1.5754729486135373,11.7278151512146
0.9,0.9,0.1255,0.8846537973956794,0.8849191935348981,0.0003,1792724,1.2611603325860241,1.5740420664025114,11.679526090621948
0.9,0.9,0.126,0.8839269456523087,0.8841921237360043,0.0003,1844418,1.2635310141168292,1.572610013906902,11.596995830535889
0.9,0.9,0.1265,0.8831981526189189,0.8834631120647045,0.0003,1799532,1.2658966675182184,1.571175534711679,11.725616455078125
0.9,0.9,0.127,0.8824674171960698,0.8827321574212286,0.0003,1707590,1.26825777485431,1.5697398979552948,11.535726547241211
0.9,0.9,0.1275,0.8817347382791105,0.8819992587005943,0.0003,1717558,1.270614769644012,1.568301685062983,11.575047969818115
0.9,0.9,0.128,0.8810001147580274,0.8812644147924548,0.0003,1677402,1.2729663636009068,1.566861649298058,11.310163974761963
0.9,0.9,0.1285,0.8802635455176642,0.8805276245813194,0.0003,1937584,1.275315429240779,1.5654209524480855,12.032756328582764
0.9,0.9,0.129,0.8795250294374205,0.8797888869462517,0.0003,1594436,1.2776600181387652,1.5639773801904304,12.66973066329956
0.9,0.9,0.1295,0.8787845653913167,0.879048200760934,0.0003,1791508,1.2800005254837146,1.5625319991178774,12.615364074707031
0.9,0.9,0.13,0.8780421522479976,0.8783055648936721,0.0003,1636424,1.2823371159629118,1.5610846057401289,12.678277254104614
0.9,0.9,0.1305,0.8772977888706075,0.8775609782072686,0.0003,1652874,1.2846689527950241,1.55963535143599,12.72900676727295
0.9,0.9,0.131,0.8765514741166524,0.8768144395588873,0.0003,1965644,1.286999412762593,1.5581840755967755,13.138869285583496
0.9,0.9,0.1315,0.8758032068382559,0.8760659478003073,0.0003,1661502,1.289323532019008,1.5567310159686476,12.71182656288147
0.9,0.9,0.132,0.8750529858814098,0.8753155017771742,0.0003,1650934,1.2916466884986813,1.5552764874761804,12.822704553604126
0.9,0.9,0.1325,0.8743008100866199,0.8745631003296458,0.0003,1734388,1.2939646170718806,1.55381919907863,12.94361162185669
0.9,0.9,0.133,0.8735466782882134,0.8738087422916998,0.0003,1675422,1.2962793349722948,1.5523598343213205,12.725987672805786
0.9,0.9,0.1335,0.8727905893146033,0.8730524264913977,0.0003,1872662,1.2985920822984585,1.5508988066015295,13.286112546920776
0.9,0.9,0.134,0.8720325419880126,0.872294151750609,0.0003,1787066,1.3009001029868978,1.5494360381874666,12.896610975265503
0.9,0.9,0.1345,0.8712725351242925,0.8715339168848297,0.0003,1579730,1.3032062270332694,1.5479708706933217,13.346008777618408
0.9,0.9,0.135,0.870510567532898,0.8707717207031579,0.0003,1436162,1.3055088047396464,1.5465032145953386,13.838746309280396
0.9,0.9,0.1355,0.8697466380166535,0.8700075620080585,0.0003,1528800,1.307809384116289,1.5450341425723602,13.308452129364014
0.9,0.9,0.136,0.8689807453716607,0.8692414395952722,0.0003,1447082,1.3101060537847877,1.5435620151394507,13.287972211837769
0.9,0.9,0.1365,0.8682128883871607,0.8684733522536768,0.0003,1799570,1.312400417942152,1.5420885247708902,13.563395977020264
0.9,0.9,0.137,0.867443065845227,0.8677032987649805,0.0003,1884818,1.3146934468765419,1.5406130405952838,13.845420598983765
0.9,0.9,0.1375,0.8666712765207336,0.8669312779036898,0.0003,1825276,1.3169828746818608,1.5391350640250026,13.804148435592651
0.9,0.9,0.138,0.8658975191811112,0.8661572884368656,0.0003,1787378,1.319270028667986,1.537654727071688,14.144567728042603
0.9,0.9,0.1385,0.8651217925862189,0.8653813291239948,0.0003,1792226,1.3215542473593127,1.5361726768204886,14.163633346557617
0.9,0.9,0.139,0.8643440954880285,0.8646033987166749,0.0003,1490796,1.3238372013247945,1.5346882509872322,13.650197267532349
