shape,regime,method,reps,mean_cov,sd_cov,pr_cov_ge_90,q05_cov,width
t3_not_LC,common,FH_normal,2000,0.9245930676170715,0.030750793647206547,0.807,0.8708096395631864,3.2974625831211015
t3_not_LC,common,LDC_PAC,2000,0.9634130678017228,0.014923327789384652,0.9985,0.9344638832288257,4.340413012983196
t3_not_LC,common,LDC_k102,2000,0.9429043810566411,0.02253398956323516,0.95,0.9000128823351425,3.61423102005468
t3_not_LC,common,noisy_CP,2000,0.9520484148537007,0.012365084647374404,0.9985,0.9308733826606017,3.8033967398015793
t3_not_LC,hetero,CP_PAC,2000,0.972686236770427,0.009190461373195152,1.0,0.9559896740405252,4.799232363995732
t3_not_LC,hetero,CP_k102,2000,0.9605115697635583,0.011805582737514543,1.0,0.9387843724585822,4.1325934243964895
t3_not_LC,hetero,FH_PAC,2000,0.949654928656681,0.019648920812863742,0.9845,0.9136145657785516,3.8891002636419105
t3_not_LC,hetero,FH_boot,2000,0.9217090201987315,0.03237589282887002,0.7785,0.8646664623071648,3.2692435342311508
t3_not_LC,hetero,FH_normal,2000,0.9212652488236618,0.03223313127513527,0.776,0.8617473846817852,3.2458467230759083
t3_not_LC,hetero,LDC_PAC,2000,0.9656163759766363,0.014844200034036907,0.9965,0.9382174157635023,4.4579408619726815
t3_not_LC,hetero,LDC_k102,2000,0.943879130517663,0.02490997074685687,0.945,0.8982858304798317,3.6616416639231857
t3_not_LC,hetero,noisy_CP,2000,0.9524456977157361,0.013268011028085603,0.997,0.9283911186854124,3.825889939614765
trunc_exp,common,CP_PAC,2000,0.9670368745489747,0.011508265005296947,1.0,0.9475915334726702,4.993446056092731
trunc_exp,common,CP_k102,2000,0.953091580342838,0.011577055358220444,1.0,0.9337020627307256,4.397233495994284
trunc_exp,common,FH_PAC,2000,0.9439012941095454,0.01670250920409926,0.988,0.9139235294442815,4.102078772991664
trunc_exp,common,FH_boot,2000,0.9195191085580671,0.02405429823447417,0.8115,0.8753845442726644,3.4333098870997967
trunc_exp,common,FH_normal,2000,0.9183844215146345,0.021941928543335612,0.814,0.8782028945679714,3.395831355044424
trunc_exp,common,LDC_PAC,2000,0.9595385761807163,0.015107969297783543,1.0,0.9324643960576505,4.686219345215763
trunc_exp,common,LDC_k102,2000,0.9405152124532933,0.016713721938656938,0.9895,0.9115145789163569,3.9937146098001177
trunc_exp,common,noisy_CP,2000,0.944984458167554,0.011500049260572487,1.0,0.9258280557027482,4.108769801619647
trunc_exp,hetero,CP_PAC,2000,0.969225831055023,0.011845770117370863,1.0,0.9487005305399075,5.106372335607188
trunc_exp,hetero,CP_k102,2000,0.95448239160918,0.012554682466703151,1.0,0.9326826139198918,4.456790889660652
trunc_exp,hetero,FH_PAC,2000,0.9415525195157506,0.018085366079139704,0.9755,0.9076040580301769,4.027378434989558
trunc_exp,hetero,FH_boot,2000,0.918073593478219,0.025235716263279934,0.7805,0.8694637852569318,3.3985568172942986
trunc_exp,hetero,FH_normal,2000,0.9177951661663496,0.022536329341604815,0.8065,0.876110930799586,3.3773572951203885
trunc_exp,hetero,LDC_PAC,2000,0.9622845617281804,0.015395050590189302,1.0,0.9349532844677433,4.810612228390208
trunc_exp,hetero,LDC_k102,2000,0.9422931412251244,0.01815661983916138,0.979,0.9100232723969248,4.060455710298418
trunc_exp,hetero,noisy_CP,2000,0.9457304067416519,0.012980202451025272,1.0,0.9239677554991206,4.142291774209849
trunc_laplace,common,CP_PAC,2000,0.9865414780672863,0.015088184911408198,1.0,0.9568299452284275,4.975127927171084
trunc_laplace,common,CP_k102,2000,0.9660051725743042,0.02022285910962588,0.9945,0.9303286657412042,4.482543227928748
trunc_laplace,common,FH_PAC,2000,0.9436974606394181,0.023499613706992866,0.9515,0.9007280282856828,4.122122755765982
trunc_laplace,common,FH_boot,2000,0.8878717647026387,0.03557164635860386,0.389,0.8233703178667158,3.441398419217978
trunc_laplace,common,FH_normal,2000,0.8868163782985516,0.03284388821337179,0.376,0.8260154067534701,3.4140476705733076
trunc_laplace,common,LDC_PAC,2000,0.973296037369133,0.023485778817140444,0.992,0.9290473763608871,4.669974770088549
trunc_laplace,common,LDC_k102,2000,0.9417574869225928,0.030872150924002483,0.908,0.8857374899628175,4.099487205541729
trunc_laplace,common,noisy_CP,2000,0.9513661030883666,0.022050777528889946,0.9805,0.9137633603550501,4.22599655740339
trunc_laplace,hetero,CP_PAC,2000,0.9863605050840349,0.015645691314964353,1.0,0.9551255312320233,4.986750177458603
trunc_laplace,hetero,CP_k102,2000,0.9659922573406452,0.020847593763492787,0.998,0.9286873036866908,4.487681356332827
trunc_laplace,hetero,FH_PAC,2000,0.9365521146301379,0.02523006483159009,0.9165,0.8917092423047186,4.019474735424714
trunc_laplace,hetero,FH_boot,2000,0.8839564367411021,0.03581464028131766,0.3455,0.8224409019729993,3.4001862734835258
trunc_laplace,hetero,FH_normal,2000,0.8828031529705147,0.03271421003957262,0.3205,0.8260615516598072,3.3720633556717607
trunc_laplace,hetero,LDC_PAC,2000,0.9732243160868786,0.024490886309459583,0.9875,0.9262390485105013,4.681600551436255
trunc_laplace,hetero,LDC_k102,2000,0.9417661401093893,0.031623195776569045,0.901,0.8846707739136217,4.1044487952092465
trunc_laplace,hetero,noisy_CP,2000,0.951130916208936,0.022722951688342048,0.9795,0.9115177665615048,4.225398068747853
